TAESDHPI,AESDHPI,TAESEHPI,AESEHPI,TMATHHPI,MATHHPI,TBITCNTHPI,BITCNTHPI,TCRCHPI,CRCHPI,TDIJKHPI,DIJKHPI,TFFTHPI,FFTHPI,TGSMDHPI,GSMDHPI,TMXMHPI,MXMHPI,TQSORTHPI,QSORTHPI,TSHAHPI,SHAHPI,TSSEARCHHPI,SSEARCHHPI,TSUSANCHPI,SUSANCHPI,TSUSANEHPI,SUSANEHPI,TSUSANSHPI,SUSANSHPI
36970293,0.25893,2302095,0.7,9581124,0.5,28485858,0.26269,9450363,0.60229,20246913,0.37807,4318620,0.5,8350167,0.36539,30405189,0.15105,7496463,0.65416,3507501,0.46142,7254981,0.14558,217434,0.45,1107711,0.61327,7567605,0.48162
42922173,0.35908,10027014,0.96432,23858121,0.58731,35869095,0.39856,11028012,0.84553,34573008,0.36307,18632691,0.50876,11436828,0.37336,31938750,0.28589,16135707,0.4367,8058585,0.4127,7425321,0.3192,270540,0.7,1162821,0.7,9507477,0.65158
43994313,0.40664,20414748,0.62725,23861628,0.70479,40031403,0.39402,38572491,0.27845,34993347,0.44013,26619633,0.42738,14378199,0.3928,36199254,0.3202,24141687,0.41171,10178817,0.542,7973415,0.49624,1338672,0.6,1341678,0.5,14756454,0.52443
46313442,0.41518,39305955,0.39103,63421089,0.32253,45996309,0.3693,39376596,0.28615,41501838,0.42068,45744306,0.29791,14978898,0.54401,40892121,0.31525,28497882,0.39041,15666270,0.39561,8875215,0.5128,2955900,0.61951,1361217,0.65834,26882658,0.34293
47425161,0.45875,39727797,0.46113,64518780,0.36263,47337987,0.41647,39893127,0.33224,48105519,0.404,53548884,0.28088,15736410,0.5827,41075487,0.33925,30335550,0.43163,16294524,0.44597,9100164,0.55852,7271013,0.30122,1482960,0.75,27590571,0.38133
47836983,0.48639,43863051,0.45593,65643525,0.41917,57314400,0.36921,44323971,0.317,58644054,0.36092,63329406,0.2684,15808053,0.72771,41490816,0.37156,34071006,0.41414,22024461,0.42992,9844650,0.57004,7386744,0.31765,5060100,0.73204,37300452,0.39043
52168629,0.48095,47572455,0.4417,69886995,0.42986,64459662,0.34692,48792390,0.31391,59424612,0.39593,75491181,0.24411,15847131,0.76747,43338504,0.3853,36068994,0.41188,26098092,0.38871,12189330,0.48501,7389750,0.34457,5205891,0.75899,39796434,0.42193
54116517,0.49959,48907119,0.44266,72372957,0.46716,69452127,0.35338,51119535,0.31657,62344440,0.42076,82553277,0.24037,17296023,0.7525,44826474,0.40736,37807965,0.40498,27120633,0.4084,13728903,0.4873,7508988,0.38459,7487445,0.56897,44340003,0.42387
55859496,0.5039,63126501,0.35691,72633978,0.50748,72627966,0.35827,53695176,0.33236,62504760,0.46305,91931496,0.22945,19630182,0.76314,45498816,0.41475,39561465,0.4016,27142176,0.43931,14913267,0.48099,7747464,0.38493,8124216,0.5658,58054377,0.34728
61178613,0.48495,64268280,0.36828,75101403,0.54063,72889488,0.375,63853953,0.2865,78105900,0.39763,107159391,0.22338,22510932,0.68321,55324428,0.35447,39960261,0.42767,27433257,0.45532,15024489,0.51188,8272011,0.37875,8330628,0.5798,59462688,0.35596
61856967,0.50745,65900037,0.37361,94973568,0.48015,81486147,0.36652,66973680,0.28013,80702583,0.41765,111033123,0.22699,24468339,0.65208,56186148,0.36079,40747332,0.4332,28041471,0.46598,15830598,0.55758,8347161,0.39802,10922802,0.50007,60039339,0.36219
62477706,0.5226,67805841,0.38228,101936967,0.48574,87747645,0.36404,71100417,0.27707,81687549,0.43672,113704455,0.23434,24643689,0.66751,56890053,0.38184,41192220,0.44434,28541469,0.47635,16332099,0.63,8654775,0.39846,11889732,0.48693,61274805,0.37989
62992734,0.57232,72013239,0.37547,104468019,0.49081,91289214,0.38623,71360436,0.28556,90325791,0.42224,114860763,0.24778,25158216,0.68243,57490752,0.39151,44733789,0.4397,28898181,0.49059,17518467,0.61447,9962385,0.35774,15518475,0.40031,61352460,0.39008
63309366,0.58356,73442091,0.38055,116011059,0.46721,92671473,0.40644,71917047,0.29501,100416933,0.39991,117011556,0.25253,31902678,0.55127,60628515,0.39285,45937191,0.44708,29573529,0.49225,18374175,0.67495,12265983,0.29542,15835107,0.42807,62255763,0.39994
63751248,0.59598,73822851,0.39312,126652299,0.4473,93300228,0.40949,75437574,0.29605,102871833,0.418,118726479,0.25887,35874606,0.50591,60746250,0.40854,49067439,0.43438,30056994,0.49995,20210841,0.66324,13695336,0.27694,15946830,0.43328,63013275,0.41194
64175595,0.61063,74356917,0.40617,127785561,0.46442,100932963,0.40141,77353899,0.30614,104544171,0.42534,121042101,0.26465,38168685,0.49697,63976698,0.40226,50587974,0.43355,31202781,0.49666,21986886,0.69184,13729905,0.28933,15957351,0.44208,65797332,0.40107
65171583,0.61662,78061311,0.40653,132947865,0.47055,115824687,0.37314,78457602,0.31547,112102758,0.41789,122651313,0.2705,40209258,0.49246,64735713,0.42646,50657112,0.4452,31350576,0.50911,23046501,0.68557,14753949,0.27704,16438812,0.45601,66499734,0.4121
66270276,0.63165,79176036,0.41051,133735938,0.49381,116791116,0.38569,82351875,0.3101,113111772,0.42447,125560620,0.27546,41086008,0.50057,65796831,0.43302,51574443,0.44803,32129130,0.50948,30421221,0.55799,14907756,0.27899,16469373,0.49703,66660054,0.41771
71738190,0.60235,81824322,0.41073,136530015,0.50137,119230485,0.39529,82731132,0.32255,113358264,0.44103,129788058,0.27634,41474784,0.51183,66383001,0.44496,52133559,0.45714,32527425,0.52259,34298460,0.51127,14935311,0.29737,17113659,0.49852,68855436,0.4119
72888987,0.60375,81998670,0.42429,138804054,0.51363,124941384,0.40233,85122405,0.32565,122385783,0.42473,131202381,0.28174,43068465,0.50186,68812350,0.44031,52382556,0.47174,33474816,0.52105,36785424,0.5055,15358155,0.2988,17629689,0.49889,69289302,0.41878
76008213,0.58825,83089848,0.42846,145689297,0.50476,135745950,0.39028,89711565,0.31552,122604219,0.4406,132340152,0.29082,45680679,0.48747,71194104,0.44017,55364508,0.45784,33655677,0.53177,36903660,0.51351,15584106,0.31146,17629689,0.51226,69313851,0.4248
76177551,0.6088,83741148,0.43936,147646203,0.51992,136266990,0.41142,90152946,0.32185,124002009,0.45473,133307583,0.30172,45704727,0.494,73623954,0.43332,56263302,0.47133,34163691,0.53634,37076505,0.52652,15588615,0.332,19335093,0.47603,72520251,0.42593
80767212,0.58786,84971604,0.4461,158044959,0.49883,137834619,0.41857,91287210,0.32722,127481955,0.46323,135810579,0.30724,48768342,0.47722,76150497,0.44166,59294352,0.45663,34747857,0.54489,38887620,0.5085,15650238,0.34299,25700799,0.37747,79869921,0.39985
83587341,0.57692,85839837,0.45097,165226794,0.49209,145876170,0.41083,97814238,0.31862,136797549,0.44095,136549053,0.31163,51275847,0.46662,78787260,0.43951,60043347,0.4651,35145150,0.54577,39113070,0.51396,15924786,0.35675,27165723,0.37416,80750178,0.41093
84685533,0.58085,89734611,0.44039,167838507,0.49457,146344605,0.42788,104014614,0.30718,151878651,0.4175,136781517,0.31758,51433662,0.47331,78800286,0.44767,60165090,0.47042,35584527,0.55099,40272384,0.50259,16066569,0.35878,27321033,0.39173,81140958,0.42149
99054213,0.50633,95466051,0.42368,168571470,0.51105,150143187,0.43344,104687958,0.31508,152116626,0.43168,137213880,0.33037,51495786,0.48279,86914983,0.41636,65015271,0.44721,37882113,0.52774,40322985,0.50937,16090617,0.36366,29023431,0.38903,83409987,0.41831
99239583,0.51783,95623365,0.43103,188734716,0.47166,154546476,0.42731,105205491,0.31907,153529947,0.43596,140660760,0.3322,54837957,0.46371,87669990,0.41667,67318869,0.44414,38584515,0.5312,40952241,0.50457,16103142,0.37244,29798478,0.39482,90077295,0.39435
101005107,0.51649,100151904,0.42078,193893513,0.47153,154807998,0.4472,107983035,0.31322,153975837,0.44519,155172726,0.31324,56896566,0.4528,90106854,0.41739,68576379,0.44695,38635116,0.54576,41108553,0.50614,16119174,0.38065,32644158,0.37845,98329767,0.3735
102561213,0.52023,104884851,0.41057,197437086,0.47375,156965805,0.45825,109853769,0.3125,157501875,0.44283,156930735,0.31869,57440151,0.45648,99032670,0.38727,68867961,0.45303,38793432,0.55698,41997828,0.49971,16168272,0.39262,33940746,0.37925,98819745,0.37813
103121331,0.52415,104926434,0.4202,204442569,0.46469,165627093,0.44746,109930422,0.32093,159515394,0.45228,158783934,0.32458,58197663,0.45687,100485069,0.39308,73654515,0.43382,40119579,0.5496,42332997,0.50313,16595625,0.3851,35020401,0.39616,101900394,0.37624
104179443,0.53252,105918414,0.42233,207438048,0.46751,167272377,0.45297,112312176,0.31797,169723770,0.4349,164777898,0.31871,59097960,0.45701,110276613,0.37203,76208613,0.42804,40164168,0.55943,42503838,0.50681,16619172,0.40724,37684218,0.38048,103405899,0.38273
105944466,0.53537,108077724,0.42315,217964058,0.45983,168657642,0.45715,112996041,0.32654,170528376,0.43965,166597530,0.32683,59277318,0.46311,110918895,0.37813,78921528,0.42114,42155643,0.54808,43231791,0.50284,16674783,0.41363,37734819,0.39536,105650379,0.38604
109127319,0.52572,108080730,0.4331,219830283,0.46496,170993805,0.45594,116639313,0.32034,170559438,0.44977,170191704,0.33581,60063387,0.4623,113482512,0.3776,80427033,0.42255,42651633,0.55465,43693713,0.50293,16685304,0.4203,38168184,0.40409,107224521,0.4007
110046153,0.52803,108226521,0.44204,219880884,0.48351,171912138,0.46977,118672371,0.3213,171007332,0.46097,170893605,0.35065,61198152,0.46175,115498536,0.37897,80597874,0.43513,42686202,0.56095,44036397,0.50221,16962858,0.41538,38367081,0.4127,107824218,0.41143
111181419,0.52969,108319707,0.45403,230128839,0.47475,177309411,0.46647,123437382,0.31374,173447202,0.47264,175127556,0.35716,62031816,0.46149,115902843,0.38427,81684543,0.44449,43376580,0.56408,44970261,0.50016,16965363,0.42116,39827997,0.42114,109576215,0.41021
111491037,0.53949,109061688,0.45882,241717470,0.47163,182013801,0.46508,129126738,0.31052,184040847,0.45334,175354509,0.36242,62147547,0.46633,116533602,0.3908,84127920,0.43968,44384091,0.56121,45010341,0.50416,17409249,0.41453,39943728,0.42428,112624299,0.40619
118028586,0.52532,109085736,0.46898,243150831,0.48312,195014751,0.44878,130615710,0.31082,185518797,0.45696,176312922,0.36467,62968686,0.47024,119116257,0.39903,84786234,0.44768,45514347,0.56195,45144609,0.50967,17836101,0.40621,40134108,0.42965,114593730,0.40699
129095175,0.48998,111912879,0.46446,260551062,0.46111,198789786,0.44885,132381234,0.31016,187341435,0.4597,214554753,0.30995,63474696,0.4709,121294605,0.40149,85478616,0.45405,45690198,0.56589,45174669,0.51427,18303033,0.40181,41105547,0.42452,115289118,0.41065
129218922,0.49558,114968478,0.45973,275419740,0.44446,216371880,0.41853,133136742,0.31358,195360441,0.45037,228524136,0.29543,63738222,0.47599,124298601,0.39862,87554760,0.4602,45846510,0.57138,45268857,0.5182,18362151,0.41246,41287410,0.42761,123334677,0.3921
129331647,0.50364,116396328,0.46126,281044467,0.44445,216493122,0.42793,136936326,0.31359,196898511,0.45702,234961986,0.29081,64074393,0.47823,126385767,0.39676,88162974,0.47298,45972762,0.57696,45467253,0.52022,18369666,0.41943,41979792,0.42357,123507021,0.4033
130625730,0.50829,121428372,0.44897,283110090,0.44827,217669470,0.43435,139071087,0.31943,198334377,0.46285,239003553,0.29085,64093932,0.48412,128836659,0.39408,94042209,0.4524,46658631,0.58707,45722262,0.52347,20096112,0.38638,42483297,0.4275,128868723,0.39675
131805084,0.51552,125984466,0.43983,297273861,0.43468,223360329,0.43381,139432308,0.32505,200141484,0.47757,239462970,0.29564,64614972,0.48402,130067115,0.3993,95936991,0.45191,48204717,0.57762,46428171,0.51879,20779977,0.38752,42495822,0.43336,129155295,0.40197
132635241,0.51804,125994486,0.44579,304989261,0.43616,225302205,0.44408,140380200,0.32844,200836872,0.49762,242208450,0.29912,66005748,0.48137,130717914,0.40521,98482071,0.45294,49206717,0.57807,47646102,0.50908,20868153,0.40009,42819468,0.43371,129243972,0.41783
133973913,0.52246,130377234,0.44121,308082936,0.44082,225452505,0.4583,140488917,0.33818,201617430,0.50388,245808135,0.2977,66355446,0.49142,139206357,0.38683,99632367,0.45672,49581465,0.58464,47731773,0.51441,20947311,0.4074,43141110,0.43185,131225928,0.42267
135758976,0.52537,131756988,0.44216,308783835,0.44719,228054699,0.46032,140986911,0.34414,205447575,0.50614,254727939,0.2934,66823380,0.49402,142026987,0.3892,99978057,0.46621,50764326,0.57835,47988786,0.51516,21203322,0.40527,44454732,0.42355,134470404,0.41836
138503955,0.5245,134990943,0.43892,314164575,0.45403,229884852,0.46364,141648231,0.34949,207191055,0.51089,258328125,0.29371,67715160,0.49325,150824046,0.37425,101321739,0.46839,52778346,0.56995,48060429,0.51906,22034481,0.39864,45138096,0.42023,135206373,0.42121
143180289,0.51614,138561069,0.43234,321130479,0.45186,241955946,0.45058,142262457,0.35413,210556773,0.51226,262960371,0.2961,67868967,0.49549,154100085,0.37302,102602295,0.47273,53384055,0.57401,48324456,0.52162,23650707,0.38441,45274368,0.42292,135295050,0.42486
143575578,0.52095,138631710,0.43635,324166539,0.45692,243597723,0.45721,149447298,0.34591,218341311,0.50671,267484401,0.29345,68281290,0.49702,155541462,0.37269,104771124,0.47118,55638555,0.56071,48515337,0.52311,23811528,0.39435,46277871,0.41733,137192838,0.42318
144274473,0.5249,140694828,0.4392,325083369,0.46833,249595695,0.45156,149591586,0.35035,225543687,0.49665,285692745,0.27926,68488203,0.49882,158622111,0.37399,105532143,0.47373,55980237,0.56553,48967239,0.52387,24791484,0.39084,46381578,0.41902,137687826,0.42605
147663237,0.51923,142662756,0.44145,326339376,0.47284,249779061,0.46351,149597598,0.35424,227561715,0.50849,289464774,0.28307,68732190,0.50609,159049965,0.37848,109896354,0.46178,56271318,0.56975,49242789,0.52623,24874149,0.4064,46611537,0.41893,141286008,0.42366
147976863,0.52345,143166762,0.44857,333637443,0.47403,257748468,0.45708,152181255,0.35127,235595751,0.49609,303816921,0.27244,69221667,0.5077,164251347,0.37366,112780611,0.45903,56508792,0.57327,49852506,0.5285,27417726,0.37894,46661637,0.42001,141338613,0.43001
151538973,0.52021,144746916,0.4502,339900945,0.47343,260092146,0.45815,152256906,0.3562,236742039,0.50739,309600465,0.27365,70056333,0.51236,167220774,0.37215,112825200,0.46607,58099968,0.56854,51459213,0.51563,27484359,0.38264,47950209,0.4111,143199327,0.43364
154815012,0.51505,146592099,0.45234,346919454,0.47362,264026499,0.45854,163237323,0.33791,239626296,0.51065,311768793,0.27889,70423065,0.51643,169597518,0.37047,113091231,0.47405,58692651,0.56958,52315923,0.51207,27490872,0.39273,48198204,0.41094,145278978,0.43367
155816511,0.51939,148679766,0.45159,347195505,0.48121,270039501,0.45893,166087512,0.33541,240923886,0.51521,326363424,0.26901,72815340,0.51422,170579979,0.37276,114942927,0.47387,58909584,0.5736,54337458,0.49652,28477341,0.38902,48230268,0.41367,146380176,0.43946
156650676,0.52397,150798495,0.45037,351814725,0.48343,272898207,0.45849,167541414,0.33616,243119268,0.51857,326733162,0.27616,76213623,0.49496,173051913,0.3722,117000033,0.47462,59434632,0.57692,54365514,0.50086,28956297,0.39,49467738,0.40686,147271455,0.4417
161485326,0.51333,152880651,0.44982,353159409,0.48797,274045998,0.46699,174204213,0.32457,244557138,0.52468,327998688,0.27739,77540271,0.49354,177187167,0.37535,117387306,0.47865,60008277,0.58134,54676635,0.50076,29216817,0.39823,50326452,0.40234,147565542,0.44372
162023901,0.51618,153967821,0.45538,357111798,0.49049,274271448,0.47575,176657109,0.32509,245798616,0.52774,332436045,0.27927,78272232,0.49488,177471234,0.38027,120010041,0.4806,60218196,0.58981,54761805,0.50367,29476335,0.40498,50763825,0.40054,148106121,0.4496
162513879,0.51918,166042923,0.42964,360599760,0.49512,278662713,0.47434,179503290,0.32406,248441892,0.52695,336341340,0.28339,79030245,0.49313,180827934,0.37956,124441887,0.46969,60274809,0.60042,54945171,0.50578,29481345,0.41557,51227751,0.40051,149366637,0.45265
162969789,0.52453,168862050,0.43034,362433420,0.49788,280996872,0.47772,179710203,0.32626,253953894,0.52412,341739615,0.28466,79694571,0.4944,181825425,0.38649,124883769,0.47353,61051359,0.60283,55606491,0.50295,29795472,0.41925,51438672,0.40032,153902691,0.444
165186213,0.5244,170331483,0.43148,368807142,0.49261,282866103,0.47907,182148069,0.32666,258075120,0.52129,342377889,0.28839,79833348,0.49957,181898571,0.39356,127913817,0.47077,62637024,0.59734,55957692,0.50338,30549978,0.41905,51815424,0.39996,156909693,0.43967
165380601,0.53247,172356525,0.43195,369848721,0.49834,284051970,0.4812,184074915,0.32838,266005950,0.51372,343276182,0.29294,79965612,0.5041,187494741,0.38717,128873232,0.47187,63223194,0.59773,55991259,0.50864,31484343,0.41298,52008810,0.40015,166096029,0.42014
166049436,0.535,172745802,0.43431,377911815,0.49746,288439728,0.47822,184918098,0.33218,273095100,0.50636,353020632,0.28865,79979640,0.5091,190161564,0.38582,131208894,0.4691,65983203,0.57936,56317911,0.50997,32780931,0.40231,52163619,0.40107,166096029,0.42576
166576989,0.54187,176680155,0.43036,389861166,0.48895,290884107,0.48282,191296830,0.32464,281867109,0.49419,354855795,0.29033,80015211,0.5149,192038811,0.388,131236449,0.47506,66963660,0.57698,56935143,0.50993,34225314,0.3917,52548888,0.40005,166378092,0.42875
167721774,0.54354,183095460,0.42122,393182295,0.49358,295919658,0.4814,191671578,0.33175,282351576,0.50213,356882841,0.29076,80531742,0.51394,192943116,0.39282,131277030,0.48235,67010253,0.58472,57227226,0.51166,35123607,0.38843,52597485,0.40319,167225784,0.43042
170383086,0.54109,186570897,0.41845,394707840,0.49882,298905117,0.48315,195091404,0.33049,288826500,0.49802,357304683,0.29478,80790258,0.51749,196079877,0.39033,133593153,0.47995,67404039,0.58865,57660090,0.51161,36144645,0.38525,53555898,0.39863,167362056,0.43523
171502320,0.5422,190489218,0.41246,396990897,0.50393,307578930,0.47257,195314850,0.3336,290546934,0.50358,358100772,0.29973,81673020,0.51827,197200113,0.39206,135495450,0.47772,67475682,0.59807,57710691,0.51822,36409674,0.38546,53776338,0.39894,174493290,0.42388
171522861,0.547,190618476,0.41769,400655211,0.50407,318156042,0.46824,200355411,0.33157,299214735,0.49737,362130315,0.30123,81788751,0.52299,197342898,0.39955,140197335,0.46781,68643513,0.59372,58486740,0.51294,36728811,0.39514,53880045,0.4003,174852507,0.42882
171711738,0.55372,192077889,0.42119,404326038,0.50628,321442602,0.46926,200889978,0.33489,304171629,0.49638,367742517,0.29933,83209086,0.5173,199303812,0.39995,140672784,0.47282,68996217,0.596,58505277,0.51754,37243839,0.39549,54388560,0.39926,175605009,0.4306
176908110,0.54419,192128991,0.4273,411564486,0.50229,323374458,0.47318,215274690,0.31489,310325412,0.49164,371959434,0.29832,83823312,0.51936,199565334,0.40297,142901733,0.46962,70799316,0.59088,58727220,0.51817,37259370,0.40629,54476235,0.39994,181710195,0.42389
178309407,0.54522,192418068,0.43131,416167674,0.50162,329952588,0.46768,218544717,0.31309,311617992,0.49262,372530073,0.30021,83988141,0.52283,200940579,0.40283,143544015,0.47111,71187591,0.59427,59019804,0.51888,37281414,0.41168,54660102,0.40347,183113997,0.42771
178899084,0.54866,194105937,0.43508,419149125,0.5057,330894468,0.47623,219510144,0.31426,312619491,0.49588,373329168,0.30425,84247158,0.52362,200953605,0.40943,144947316,0.47284,71434584,0.60045,59227218,0.52179,37633116,0.42131,54861003,0.40318,183857982,0.43165
185764287,0.53363,199903509,0.42864,433684638,0.49554,336310278,0.47674,221375868,0.3148,315121485,0.49899,374128764,0.30629,84929019,0.52265,201577350,0.4101,145259439,0.47417,71765244,0.60187,59452668,0.52431,37751853,0.4278,55157595,0.40392,184564392,0.43707
186628512,0.53765,200408517,0.43313,460870401,0.47259,343261653,0.47296,223965036,0.31708,327590874,0.48288,377118231,0.30697,85409478,0.52381,206006691,0.40551,151472340,0.46236,72778266,0.60149,59561385,0.52686,38255358,0.43398,55563405,0.40206,185777313,0.43719
186678111,0.54219,204264714,0.42837,463107867,0.47827,344406939,0.47536,226507611,0.31681,331133445,0.48774,385216896,0.30351,85773204,0.5252,206116911,0.41042,151586568,0.47092,72933075,0.60575,59896053,0.52545,38258364,0.43771,55675629,0.40271,186456168,0.43965
187180614,0.54552,204385956,0.43283,471776670,0.47608,347658429,0.47299,230858796,0.31428,337377408,0.48632,386919294,0.30674,86573301,0.52617,206193564,0.42272,155385150,0.46576,74274252,0.60281,60091443,0.52693,39394131,0.42952,56135547,0.40039,186953661,0.44358
190567875,0.54355,204638460,0.43802,473065242,0.48213,348784677,0.47653,233580729,0.31436,342560754,0.48386,388798545,0.30948,87035223,0.52601,212820291,0.41258,156023424,0.4681,74927055,0.60218,60327915,0.52779,39612066,0.43014,56563401,0.39876,191344926,0.43881
190904547,0.54728,206649975,0.43823,485301666,0.47256,355697976,0.47735,236528112,0.31174,345484089,0.49131,393191313,0.31035,88153455,0.52475,214664973,0.41496,156454785,0.46944,75219639,0.60729,60745749,0.52491,39696234,0.43154,56595966,0.39919,191638011,0.44409
191128494,0.55209,208239147,0.44215,486012084,0.4758,365367276,0.46919,239293131,0.31102,347252118,0.49616,406143165,0.30274,88856358,0.52351,215806251,0.41744,156840555,0.47238,75361923,0.61473,61024806,0.52607,39924690,0.43444,57057888,0.39759,192957645,0.44686
193829385,0.55045,210688035,0.44153,491223987,0.47707,365407857,0.47348,243297624,0.31102,348437985,0.49933,420378579,0.29559,89115375,0.52643,215913966,0.42122,157659690,0.47457,75635970,0.61826,61551357,0.52745,40717773,0.43067,57323418,0.39871,193498725,0.45221
194396016,0.55509,210879417,0.44578,498695901,0.47492,367127790,0.475,243645819,0.31476,348515139,0.50538,426062424,0.29564,89184012,0.53153,221190498,0.4185,158813994,0.47674,78488163,0.60382,61929612,0.53021,40919676,0.43203,57609489,0.40195,193651029,0.45744
194517258,0.55897,212429010,0.44885,498902313,0.47825,374238984,0.46938,243669867,0.32077,350144892,0.50847,432924120,0.29325,89821785,0.53224,222653919,0.41858,158867100,0.48287,79285254,0.60341,62158068,0.53197,41232801,0.4315,58150569,0.40014,195034290,0.4587
195673065,0.5606,212727105,0.45551,506438355,0.47684,384481428,0.46182,246864243,0.31913,351480057,0.51721,437645043,0.29203,90264168,0.53328,225817233,0.41995,159149664,0.48658,79296777,0.61079,62559369,0.53093,41303943,0.43407,59590944,0.39233,195272766,0.46409
196771758,0.56454,213325800,0.4594,517173282,0.47033,390035013,0.46024,248439888,0.31825,352562718,0.51979,447698109,0.28814,90375390,0.54029,226967529,0.42104,159650664,0.49098,79549281,0.61444,63096942,0.52995,41338512,0.43732,59938137,0.39097,196710636,0.46392
198244197,0.56525,215707554,0.46001,528794979,0.46865,398101614,0.45411,252567126,0.31438,360033630,0.51424,447874461,0.29239,90526692,0.5422,230509098,0.42157,163525398,0.48472,80630940,0.61102,63141531,0.5337,41365566,0.43866,60101463,0.39243,200920038,0.4625
199370445,0.56852,218281191,0.45984,545028882,0.45886,399989382,0.45851,256047573,0.31453,362055165,0.51893,452945583,0.29329,91978089,0.53702,232071216,0.42159,163865076,0.4899,81056289,0.61279,63659565,0.53444,41629593,0.43728,60352464,0.39273,204617418,0.46075
200042286,0.57569,220455030,0.4588,547725765,0.46228,409158684,0.45268,257431836,0.31394,363685419,0.52392,458030232,0.29323,91994121,0.54067,238293636,0.41455,163866078,0.49535,82531734,0.60946,66165567,0.51544,41990313,0.43495,62166585,0.38283,207070815,0.45994
203299287,0.57182,220589298,0.46315,559186140,0.45825,410996853,0.45686,259666797,0.31345,365057658,0.52739,461513184,0.29375,93099828,0.5374,246161340,0.40895,165825990,0.49629,83706579,0.60692,66185106,0.51779,42084501,0.43591,62338428,0.38359,207807285,0.46401
208333335,0.56533,221307732,0.46476,572485185,0.45166,411917691,0.46206,262075104,0.31477,365800140,0.53388,462774201,0.29545,94746615,0.53391,247963938,0.4086,167861553,0.49368,83745657,0.6116,66577389,0.51807,42186204,0.43601,63328905,0.37897,209656977,0.46502
212360874,0.55946,222045705,0.46692,581286252,0.45128,418870068,0.45798,263664276,0.31573,366345228,0.53876,469137903,0.2927,95051223,0.53412,249273552,0.41226,168176181,0.49885,85719597,0.60455,66757749,0.52065,42206244,0.44001,63730206,0.37927,210215091,0.46967
214520685,0.55953,223722051,0.46805,601193988,0.44106,420109542,0.45959,264471387,0.31725,366838713,0.54261,477365325,0.29137,95078277,0.53807,250050603,0.4126,171087993,0.49711,85861380,0.60808,67209651,0.52066,42206244,0.4389,63885516,0.38133,211083825,0.47147
214733610,0.567,225451503,0.46719,602055207,0.44614,439481709,0.44379,267970371,0.31623,368021574,0.54695,477804201,0.29522,96525666,0.53773,252619731,0.41412,172213239,0.49864,86109876,0.61075,68153535,0.51835,42430692,0.43854,64349943,0.38018,211122903,0.4771
220022667,0.55826,228349788,0.46573,603879849,0.44939,442204644,0.44621,271342602,0.31541,379111710,0.53624,493973475,0.29104,96831276,0.54098,252870231,0.4191,173346000,0.50394,86509173,0.6112,68508243,0.51831,42447726,0.439,64689120,0.37969,211543743,0.48139
223110330,0.55462,228381351,0.46848,606906390,0.45117,446655528,0.44914,274257921,0.31847,382176327,0.53687,494290107,0.29415,97431975,0.53998,253428345,0.4247,176452200,0.50195,86525706,0.61592,68654034,0.5211,42775380,0.43691,65084910,0.37839,212218089,0.4829
224732568,0.55902,228841770,0.47109,610181928,0.45349,446998713,0.45152,274332069,0.32132,382949871,0.54003,503965419,0.29156,98807721,0.5345,258345159,0.42186,179215716,0.49977,87674499,0.61449,68924073,0.52057,43086501,0.43463,65521782,0.37823,214113873,0.48288
224896395,0.56363,229394874,0.4737,615207459,0.45488,449594895,0.45197,279642168,0.3166,385560582,0.5439,508459890,0.29531,100423947,0.53113,259773510,0.42214,179564412,0.50339,87729108,0.61829,69315354,0.52194,43243314,0.43406,65749737,0.378,218505138,0.48006
227462517,0.55981,235185933,0.4659,615271587,0.45962,450193590,0.4577,281159697,0.3178,403017927,0.52497,517216368,0.29256,101189976,0.5284,261323103,0.42285,184838439,0.49605,88194537,0.61875,69738699,0.52139,43265859,0.43473,66745725,0.37649,218718564,0.48751
230851782,0.5543,236067693,0.46748,615318681,0.46371,450807315,0.46143,281601579,0.32037,405303489,0.52576,519363153,0.29326,102336765,0.52335,263715378,0.42213,184892547,0.50341,90396432,0.60998,70202124,0.52031,43383093,0.43505,66882999,0.37733,221939994,0.48438
231829233,0.55859,237080214,0.46856,619306641,0.46536,451344387,0.46382,285759879,0.31711,405634650,0.5288,520233891,0.29598,103171431,0.5206,267455343,0.41993,186882018,0.5031,90909957,0.61397,70283787,0.52266,43571469,0.43518,67027788,0.37785,223749606,0.48494
232319211,0.56353,237200454,0.47374,621743004,0.46778,454647480,0.46421,288681210,0.31701,413616582,0.52331,522194805,0.29786,103896378,0.52413,269360145,0.42011,187167087,0.50683,91625385,0.61433,70324368,0.52433,43658643,0.4359,67617465,0.37619,224166939,0.48886
233804676,0.56624,240229500,0.47257,627962919,0.46745,457762698,0.46394,291958251,0.31583,417253842,0.52313,540543429,0.29167,105871320,0.52139,271404726,0.42206,194451627,0.49081,92561253,0.61222,70652523,0.52384,43909143,0.43427,67647024,0.37716,224922948,0.49122
234879822,0.56651,241206450,0.47437,636398256,0.46459,458913495,0.46956,296108034,0.3139,424125558,0.51901,548601012,0.29086,106011600,0.52405,272246406,0.42363,195181584,0.49251,93135399,0.61563,70967151,0.52495,44101527,0.43378,67657545,0.38089,226843281,0.49242
239264073,0.56028,241867269,0.47744,645027480,0.46363,464413473,0.46641,296947209,0.31608,425846493,0.52226,554482752,0.29035,106484043,0.52628,272252919,0.42642,196674063,0.49226,93276681,0.61941,71317350,0.52479,44114553,0.43467,67929588,0.38182,228624837,0.49444
