TAESDHPI,AESDHPI,TAESEHPI,AESEHPI,TMATHHPI,MATHHPI,TBITCNTHPI,BITCNTHPI,TCRCHPI,CRCHPI,TDIJKHPI,DIJKHPI,TFFTHPI,FFTHPI,TGSMDHPI,GSMDHPI,TMXMHPI,MXMHPI,TQSORTHPI,QSORTHPI,TSHAHPI,SHAHPI,TSSEARCHHPI,SSEARCHHPI,TSUSANCHPI,SUSANCHPI,TSUSANEHPI,SUSANEHPI,TSUSANSHPI,SUSANSHPI
2037334035,0.56531,1909041462,0.53731,6033658230,0.46593,4344081321,0.48128,2859425436,0.30556,4369323705,0.48783,4924000845,0.42754,683186646,0.61157,2354181966,0.53585,1697289303,0.53237,703338369,0.7092,415758357,0.58118,168362052,0.42773,236645346,0.61164,1694674083,0.69588
2043872085,0.56413,1910676225,0.5374,6048153162,0.46531,4345507167,0.48151,2859890865,0.30593,4370113782,0.48837,4931383080,0.42727,683446164,0.61173,2358227541,0.53695,1699682580,0.53197,704628444,0.70877,416040921,0.58114,168371070,0.42795,236715486,0.61189,1697388000,0.69537
2044801440,0.5643,1916317986,0.53645,6048404664,0.46561,4347079806,0.48189,2860028640,0.30614,4372908861,0.48864,4931528871,0.42769,684007284,0.61197,2361201477,0.53654,1700084883,0.53224,705345876,0.70852,417090015,0.57999,168507843,0.42799,236829213,0.6121,1698258738,0.69593
2046087507,0.56447,1917007863,0.53682,6054989307,0.46558,4365185445,0.48028,2860052688,0.30638,4374414867,0.48906,4934593989,0.42769,684214698,0.61228,2361702477,0.53681,1701147504,0.53242,706592364,0.70791,418284900,0.57913,168534897,0.42814,236867790,0.61259,1698609438,0.69655
2046167667,0.56491,1922658642,0.53602,6061631064,0.46538,4366175421,0.48075,2860818216,0.30658,4375226487,0.48944,4942574919,0.42735,684608985,0.61234,2362034640,0.53742,1703763726,0.53217,706861902,0.70816,418461252,0.57936,168558444,0.42846,236879313,0.61306,1700642496,0.6965
2046733296,0.56529,1922749824,0.53651,6063416628,0.46623,4370657367,0.48061,2861310699,0.30694,4376622273,0.48987,4942943154,0.42753,684889545,0.61246,2363279625,0.53777,1704044286,0.53251,708065805,0.70756,418502334,0.57974,168561951,0.42869,236903862,0.61366,1700876463,0.69707
2048152629,0.56561,1925036889,0.5363,6065674635,0.46673,4371125301,0.48097,2862992556,0.30689,4380533079,0.49008,4943528322,0.42781,685014795,0.61267,2366535624,0.53748,1706086863,0.53247,708967605,0.70731,419052933,0.57922,168582993,0.4289,236922399,0.614,1703033268,0.69689
2048221266,0.56634,1932672630,0.53454,6075844434,0.46638,4385767026,0.47984,2868168888,0.30666,4381003518,0.49051,4944257277,0.42811,685048362,0.61333,2371036107,0.53726,1708707093,0.53224,709726620,0.70764,419513853,0.579,168681189,0.42891,236923401,0.61434,1704600396,0.69666
2052937680,0.56562,1934902581,0.53423,6089517225,0.46591,4388420322,0.4804,2872108251,0.30666,4381091193,0.49095,4944607476,0.42828,685672608,0.61323,2372745519,0.53719,1709450577,0.53235,710463591,0.70733,419678181,0.57916,168724275,0.42905,236974002,0.61471,1706779746,0.69656
2053299402,0.56603,1935397068,0.53447,6096530724,0.46593,4406091093,0.47881,2879797098,0.30611,4381373757,0.49158,4945080420,0.42852,686340441,0.61307,2376405825,0.53814,1711022715,0.5325,711121905,0.70764,419771868,0.57966,168795417,0.42922,237000555,0.61522,1707643971,0.69661
2056346484,0.5658,1936336443,0.53462,6098842839,0.46611,4407297501,0.47885,2880561123,0.3065,4388268018,0.49121,4947283818,0.42857,687041340,0.61282,2376713439,0.53842,1713087837,0.53235,712607370,0.70657,419816457,0.58016,168951228,0.42921,237176907,0.61504,1711249668,0.6956
2057946177,0.56595,1936684137,0.53501,6108744102,0.46574,4407548001,0.4792,2882122740,0.3066,4389039057,0.4917,4948635516,0.4287,687599454,0.61262,2378908320,0.53821,1713784728,0.53258,713783217,0.7059,419817459,0.58061,169057941,0.42915,237379812,0.61489,1711898964,0.69601
2062698663,0.56529,1937070408,0.53524,6120453474,0.46518,4412599083,0.47899,2882171337,0.30683,4398353148,0.49122,4950260259,0.42888,688430613,0.6122,2379678357,0.53819,1717256157,0.53202,714456060,0.70583,420041907,0.58106,169115055,0.42928,237926904,0.61394,1713293748,0.69615
2062874514,0.56582,1937242251,0.53561,6121865793,0.46543,4414178736,0.47923,2882379252,0.3072,4400146728,0.49137,4950318876,0.42927,689036823,0.61227,2379906312,0.53857,1719264165,0.5318,714730107,0.70662,420244812,0.58097,169139604,0.42959,237992535,0.61417,1715004162,0.69612
2068032309,0.56511,1940432619,0.53519,6125515578,0.46581,4424947731,0.47849,2883001995,0.30749,4406100111,0.49111,4966470114,0.42819,689230710,0.61264,2381810112,0.54002,1720591314,0.53179,714846339,0.70705,420479280,0.58116,169151127,0.42983,238096242,0.61452,1715039232,0.69668
2068727697,0.56549,1941266283,0.5354,6135115239,0.46553,4426498326,0.47888,2891836629,0.30684,4409507412,0.49133,4966739652,0.42836,689558364,0.61291,2387202876,0.53892,1723770159,0.53137,717305748,0.7055,421410138,0.58045,169244814,0.42975,238273095,0.61453,1715107869,0.69716
2072795316,0.565,1942040829,0.53556,6137674347,0.46576,4437770826,0.47811,2895329601,0.30668,4412485857,0.4914,4970862882,0.42827,691315872,0.61239,2387838645,0.53907,1724017152,0.53175,718114362,0.70536,421669155,0.58065,169357038,0.42972,238472994,0.61494,1715826303,0.69794
2076409029,0.56444,1946227686,0.53483,6139277046,0.46601,4443543849,0.47783,2911032945,0.30515,4413134652,0.49203,4973494134,0.42844,693268269,0.61145,2394495933,0.5382,1725272157,0.53174,718256145,0.70593,421884084,0.58094,169364553,0.42997,238564176,0.61498,1720110354,0.6972
2077057824,0.56472,1946625480,0.53529,6145737942,0.46593,4445548350,0.47836,2912168211,0.30539,4417455777,0.49204,4973676498,0.42888,696912543,0.60899,2395440819,0.53817,1726650909,0.53184,718304241,0.70645,421937691,0.5814,169402128,0.43007,238808163,0.61472,1721090811,0.69738
2078891985,0.56482,1947229686,0.53549,6150350649,0.46606,4445798349,0.47889,2914639644,0.30541,4419137634,0.49233,4973799243,0.4292,698087388,0.60856,2404131165,0.53808,1726673454,0.53228,718705542,0.70708,421970256,0.58198,169429182,0.43035,238959966,0.61481,1722210045,0.69775
2079437574,0.56508,1948074873,0.53558,6153651237,0.46631,4446421593,0.47955,2916865086,0.30569,4426241814,0.49206,4974288720,0.42928,698592897,0.60855,2404337577,0.53847,1727556216,0.53247,719467563,0.70701,422086488,0.58224,169437198,0.43063,239278602,0.61464,1722309744,0.69839
2080042281,0.56552,1948422066,0.53602,6170051472,0.46543,4449330900,0.47965,2916944244,0.30587,4432033875,0.4919,4975742622,0.4294,698788287,0.60901,2404526955,0.53905,1732408401,0.53151,720160947,0.70698,422126568,0.58257,169447719,0.43086,239303652,0.61504,1722734592,0.69893
2080212621,0.56602,1949568855,0.53615,6183409635,0.46499,4452167061,0.47975,2918859066,0.30584,4437606999,0.49162,4975766169,0.42969,699539286,0.60882,2413874112,0.53722,1732949982,0.53161,721680981,0.70611,422318952,0.58272,169450725,0.43111,239318682,0.61543,1723700520,0.69924
2086332837,0.56478,1951656021,0.53605,6185861529,0.46516,4452854433,0.48008,2923741812,0.30558,4439980737,0.49182,4975923984,0.43011,699608925,0.60951,2414004873,0.53759,1733458998,0.53172,721724568,0.7069,422891094,0.5824,169594011,0.43119,239373291,0.61587,1724489094,0.69947
2088098361,0.56484,1953170043,0.53619,6188405607,0.46537,4454196111,0.48016,2927883078,0.30545,4441741752,0.49193,4978289205,0.43029,699722652,0.60995,2415916188,0.53743,1733469519,0.5321,721966551,0.70734,423791391,0.58173,169616556,0.43131,239670885,0.61586,1724605827,0.70008
2088872406,0.56524,1953679560,0.53659,6192132546,0.46567,4460462619,0.48005,2930127558,0.30544,4444704165,0.49204,4985387373,0.42999,699726159,0.6104,2416347048,0.53776,1735926423,0.53191,722969052,0.70685,423931671,0.58206,169677678,0.43145,239755554,0.61634,1730019633,0.69845
2089413486,0.56563,1955591877,0.53656,6195381030,0.46581,4462538763,0.48038,2932542879,0.30543,4448461665,0.49218,4987096284,0.43013,702099897,0.60937,2419655151,0.53727,1736065701,0.53238,724683474,0.70608,424326960,0.58197,169689201,0.43171,240033609,0.61585,1730149893,0.69944
2090529213,0.56571,1957749183,0.53637,6200585919,0.46584,4462581849,0.48068,2934015819,0.30551,4455228672,0.49209,4989912405,0.4301,703026246,0.60905,2425246311,0.53646,1736212995,0.53297,724985577,0.70645,424614534,0.58223,169859541,0.43142,240419379,0.61558,1738425411,0.69667
2094058758,0.56508,1963185033,0.53522,6205304838,0.4659,4467903471,0.48053,2938718706,0.30539,4455906024,0.49247,4999357257,0.4295,704015721,0.60872,2429396094,0.53712,1736300169,0.53347,725805213,0.70626,424653111,0.58309,169875072,0.43161,240615270,0.61548,1738715490,0.6971
2094324789,0.56584,1963961583,0.53574,6222298257,0.46518,4474587312,0.4804,2938874517,0.30573,4457272251,0.49257,4999981002,0.42979,704672532,0.60894,2432528847,0.53663,1737797157,0.53343,726426453,0.70649,425166636,0.58295,169962747,0.43166,240639819,0.61597,1740075705,0.6972
2096902935,0.56559,1966170492,0.53537,6229114863,0.46515,4477002633,0.48071,2945428098,0.30535,4459790277,0.49277,5002264560,0.42996,706911000,0.60753,2434446174,0.53679,1738650861,0.53383,727528653,0.70575,425900100,0.58247,170081484,0.43166,240691923,0.61615,1740836223,0.69787
2099659938,0.56548,1974014649,0.53389,6240084759,0.46477,4479118356,0.48084,2950868958,0.30496,4462559805,0.49284,5002465461,0.43037,707009196,0.60777,2434682145,0.53707,1739390337,0.53423,727909413,0.70591,426142584,0.58269,170085492,0.43189,240756552,0.61644,1742596737,0.69778
2101737084,0.56537,1974842802,0.53444,6244900872,0.46488,4481213538,0.4812,2953524258,0.30501,4463697576,0.49306,5013485457,0.42969,708430533,0.60705,2437733736,0.53684,1739514084,0.53465,728255604,0.70621,426213726,0.58324,170170161,0.43188,241188915,0.61565,1742992026,0.69803
2102277663,0.56572,1975316748,0.53503,6245325720,0.46552,4492299165,0.48037,2955040284,0.305,4465538250,0.49328,5015534547,0.42995,708550773,0.60741,2438170608,0.53857,1740334221,0.53487,728824740,0.70638,426317433,0.58339,170226273,0.43211,241450938,0.61536,1745322177,0.69785
2102576760,0.56616,1976398908,0.53513,6247785630,0.4658,4497864273,0.48024,2957781255,0.30502,4465696566,0.49382,5022620190,0.42958,708919008,0.60745,2438229225,0.53883,1740819690,0.53526,730741065,0.70505,426468735,0.58348,170274369,0.43226,241672380,0.61525,1745642316,0.69823
2105431458,0.56595,1976941992,0.53588,6269243460,0.4645,4500642819,0.48023,2957884461,0.30529,4466924517,0.49419,5024208360,0.42982,708947064,0.60817,2439752766,0.53893,1744808652,0.53448,731106294,0.70531,426546390,0.58386,170274870,0.43247,241677390,0.61563,1746158346,0.69868
2107856799,0.56588,1979410920,0.5355,6273223404,0.46454,4502536098,0.48077,2958400491,0.30538,4468668999,0.49441,5024340624,0.43028,709173516,0.60827,2444196636,0.53849,1745097729,0.53482,731955489,0.70519,426656610,0.5842,170275371,0.43273,241898331,0.61551,1749927369,0.69774
2109063207,0.56614,1979453505,0.53595,6273294045,0.46486,4505936385,0.48064,2971857351,0.30417,4470162981,0.49456,5028612651,0.43026,710375415,0.60789,2445289317,0.53863,1745509551,0.53504,733938948,0.70419,427020837,0.58407,170284389,0.43293,242240514,0.61501,1750677867,0.69832
2111527626,0.56584,1984662903,0.53523,6273963882,0.46525,4506149811,0.48107,2979646899,0.30352,4474805748,0.49449,5032046004,0.43029,710622909,0.60809,2446253241,0.53887,1745521575,0.53526,735112290,0.70372,427137570,0.58454,170524368,0.43247,242260554,0.61555,1751505519,0.69855
2116864779,0.56476,1986646863,0.53502,6286462329,0.46491,4510302099,0.48092,2980892886,0.30354,4476830790,0.49467,5032953315,0.43046,710855874,0.60843,2447617464,0.53888,1747481988,0.53529,737550657,0.70204,427304403,0.585,170546412,0.43274,242524581,0.61541,1751778063,0.69897
2117483514,0.56504,1990750554,0.53431,6299898648,0.46462,4513960401,0.48078,2996797632,0.30228,4481324259,0.49471,5039614611,0.43026,711217095,0.60867,2451397509,0.53832,1750380273,0.53469,737831217,0.70258,427392579,0.58534,170678676,0.43265,242573679,0.6158,1751862231,0.69943
2118812667,0.56519,1990889832,0.53468,6302978796,0.46495,4517848662,0.48084,2997420876,0.30235,4484983563,0.49487,5039864610,0.43051,711746151,0.60871,2454828357,0.53934,1753323648,0.53415,737887329,0.7034,427558911,0.58547,170690199,0.43295,242578689,0.61608,1752183873,0.69984
2119625790,0.56545,1990970994,0.53528,6312049401,0.46468,4520424303,0.4808,3003223458,0.30211,4491990048,0.49471,5043359085,0.43069,711887934,0.60896,2459755191,0.53848,1754961918,0.53412,737922900,0.70382,427790874,0.58562,170726271,0.43298,242802135,0.61585,1752690885,0.7004
2121104241,0.56551,1991715981,0.53539,6315682152,0.46477,4527910746,0.48062,3005537076,0.30219,4497318183,0.49482,5044802967,0.43095,713766183,0.60782,2459944068,0.53875,1755353700,0.5344,738018090,0.7046,429003795,0.58455,170829978,0.43298,242824680,0.6162,1756706400,0.69971
2127200409,0.5645,1993254552,0.53532,6318210198,0.46528,4528163250,0.48098,3005587176,0.30241,4499862261,0.4949,5047532415,0.43127,713825301,0.60821,2464035234,0.53803,1755438870,0.53488,741667374,0.70168,429970725,0.58338,170890098,0.43296,242954439,0.61616,1756749486,0.70044
2127827661,0.56502,1996721472,0.53498,6327448137,0.46511,4537540968,0.48017,3006657312,0.30258,4500229494,0.49539,5055274368,0.43085,714521691,0.60802,2464671504,0.53821,1756058607,0.53512,743849730,0.70041,430220724,0.58378,170940699,0.43297,243106242,0.61625,1763421804,0.69901
2129863725,0.56496,2002209426,0.53404,6339754701,0.46478,4540580535,0.48023,3011387253,0.30236,4504049118,0.49538,5060715729,0.43067,715774191,0.60741,2466993138,0.53818,1757029044,0.5352,744114759,0.70073,431112003,0.58308,170975769,0.433,243240009,0.61626,1766359668,0.69885
2130395787,0.5654,2002357722,0.53433,6343285248,0.46497,4541227326,0.48085,3013797564,0.30234,4505428872,0.49598,5066377029,0.4305,716260161,0.60735,2467844838,0.53845,1757435856,0.53541,744732492,0.70075,431244267,0.58387,171108033,0.4329,243303636,0.61659,1767188322,0.69885
2134360701,0.56493,2003086176,0.53456,6347535732,0.465,4542990345,0.48129,3016092144,0.30224,4507207923,0.49615,5067859989,0.43075,716785209,0.60768,2473407942,0.53775,1759320117,0.53536,745770564,0.70047,431693163,0.58399,171148113,0.43302,243396822,0.61694,1768944828,0.69898
2137024017,0.5646,2003390784,0.53489,6356527179,0.4649,4545109074,0.48151,3017077611,0.30239,4509630759,0.49648,5069376015,0.43084,717129897,0.60789,2474200023,0.53922,1759586649,0.53557,745878780,0.70085,431839956,0.58433,171377571,0.43278,243535599,0.61699,1770794019,0.69891
2138649762,0.56481,2003654811,0.53527,6357613347,0.46513,4547660667,0.48184,3021230400,0.3022,4510380756,0.4971,5077129992,0.43061,717495627,0.60786,2476482579,0.53884,1762536537,0.53514,745927878,0.70129,431944164,0.58454,171512841,0.43274,243632292,0.61709,1771195320,0.69953
2139991941,0.56487,2005607208,0.53499,6360156423,0.46537,4553825973,0.48175,3028154721,0.30162,4510639773,0.49759,5087337867,0.43,717895926,0.60814,2483265117,0.53755,1762869201,0.53564,746715951,0.70085,431991759,0.58509,171513342,0.43292,243682893,0.61753,1775990892,0.69826
2140916787,0.56533,2006127246,0.53559,6364553199,0.46538,4558316937,0.48168,3028462335,0.30192,4514465409,0.49756,5092251174,0.42998,718486605,0.60829,2483384355,0.53794,1765580613,0.53559,747064146,0.70096,432141057,0.58537,171539394,0.43304,243828684,0.61753,1776060030,0.69858
2141773497,0.56572,2006394279,0.53604,6366161409,0.46549,4562476740,0.48164,3029478363,0.30203,4518026016,0.49778,5095746150,0.43007,719232093,0.60838,2488670406,0.53727,1767725895,0.53532,747547110,0.70138,432458691,0.58554,171635586,0.433,243892311,0.6178,1784755887,0.69585
2142506961,0.56617,2007211911,0.53657,6374688930,0.4653,4570425606,0.48117,3037533441,0.30188,4525000437,0.49745,5103073776,0.42979,719379387,0.60884,2488680927,0.5375,1768425291,0.53548,747918351,0.70132,433165602,0.58521,171718752,0.43296,243915357,0.61815,1789371600,0.6946
2147087103,0.56533,2008109202,0.53682,6376242030,0.46556,4572945135,0.48129,3038033940,0.30219,4528696815,0.49749,5105166954,0.42988,720337800,0.60903,2489445453,0.53807,1769160759,0.53591,748620753,0.70132,433469208,0.58509,171799914,0.43303,244020066,0.61814,1793331003,0.69386
2147671269,0.56587,2011829127,0.53642,6378477993,0.4658,4583735673,0.48047,3038783436,0.30264,4531336584,0.49748,5108651409,0.43026,720362349,0.60931,2493304656,0.53897,1769463864,0.53651,748642797,0.70209,434407080,0.58417,171864543,0.43315,244212951,0.61825,1793692725,0.69404
2149676271,0.56605,2024293005,0.53354,6380373777,0.46599,4593073812,0.48005,3041140641,0.30262,4539906690,0.49671,5114257098,0.43024,720616356,0.6096,2493917379,0.53924,1769606148,0.53699,748677366,0.70261,434940645,0.58412,171934182,0.43338,244356738,0.61842,1793847534,0.6947
2151035985,0.56641,2027984373,0.53311,6381916857,0.46648,4597351350,0.47978,3042878610,0.30269,4551573477,0.49588,5119365294,0.43006,721269660,0.6095,2496748530,0.53876,1771053036,0.53716,749184879,0.70284,435066897,0.58434,172112037,0.43325,244465455,0.61874,1797965253,0.69414
2153987877,0.56605,2028000906,0.53351,6382075173,0.46698,4602544215,0.47967,3046776891,0.3027,4554018858,0.49588,5120035131,0.43048,722113845,0.60955,2496988509,0.53898,1774159737,0.53654,749493495,0.70314,435159582,0.58445,172179672,0.43338,244702428,0.6186,1804911618,0.69196
2154209820,0.56652,2034005391,0.53245,6395473416,0.46629,4607033175,0.47943,3046969275,0.30301,4555586487,0.4961,5122832715,0.43064,723087789,0.60909,2499051126,0.53886,1776692793,0.53634,749761530,0.70355,435316896,0.58494,172214742,0.43357,244721466,0.61909,1806336462,0.69217
2158391166,0.56588,2034104589,0.5328,6395692353,0.46651,4611899388,0.47994,3051121062,0.30293,4560070437,0.49598,5124221988,0.43088,723495603,0.60935,2506404303,0.53759,1778750901,0.53618,750099204,0.70356,436331922,0.58394,172221756,0.43381,244936896,0.61899,1806426642,0.69298
2159276934,0.56605,2034683745,0.53307,6398707371,0.46659,4614406893,0.48005,3051216753,0.30315,4564068918,0.49633,5126710455,0.43113,723951012,0.60961,2507048088,0.538,1779056010,0.53661,751206915,0.70329,437345445,0.58282,172300413,0.4337,245078178,0.619,1807270326,0.69338
2159593065,0.5664,2034767913,0.53349,6412386174,0.46602,4614891360,0.4805,3053243799,0.30311,4566661593,0.49661,5127209952,0.43139,724072254,0.61031,2508232953,0.53832,1781618124,0.53628,751699398,0.7034,437364483,0.58329,172302417,0.43388,245119260,0.61934,1807400085,0.69394
2168806956,0.56449,2037430728,0.53321,6417897174,0.46595,4617013095,0.48088,3063871512,0.30226,4567572912,0.49702,5130737493,0.43135,724649907,0.61027,2512992453,0.53751,1783694268,0.53617,751824648,0.704,437544342,0.58367,172390593,0.43403,245156334,0.61975,1807860504,0.69423
2169613566,0.56482,2038741344,0.5334,6422734830,0.46587,4619810679,0.48118,3072739212,0.30177,4567913091,0.49746,5135664327,0.43138,726911421,0.60865,2514412287,0.53766,1785217809,0.536,753823638,0.70278,437628009,0.58409,172424661,0.43417,245285091,0.61983,1808683647,0.69488
2170226289,0.56521,2044841019,0.53236,6445718205,0.46468,4630875264,0.48049,3073125483,0.30211,4575884001,0.4972,5145792543,0.43102,729158907,0.60721,2514415293,0.53806,1788602565,0.53555,754162815,0.70293,438012777,0.5842,172815441,0.43334,245408838,0.62004,1812046359,0.69455
2172273876,0.56522,2048176677,0.53192,6448400559,0.46491,4635306108,0.48029,3075716154,0.30194,4582122453,0.49689,5146031520,0.43136,729292173,0.60755,2518101651,0.53911,1794611058,0.53406,754293576,0.70311,438237225,0.58428,172849008,0.43358,245535090,0.62041,1814703663,0.6941
2173873569,0.56534,2052360528,0.5315,6448835928,0.46528,4646345643,0.47951,3078885480,0.30197,4586325342,0.49663,5148649245,0.43136,729551190,0.60801,2518961868,0.53942,1799517852,0.53336,754571130,0.70391,438660069,0.5842,172933677,0.43363,245636793,0.62058,1815673599,0.69447
2174793906,0.5655,2052387582,0.53195,6449506767,0.46573,4647122694,0.47979,3079726659,0.30235,4593144954,0.49652,5150716371,0.4317,729868824,0.60801,2520068076,0.53963,1801755819,0.53312,756853185,0.70225,439200147,0.584,173017344,0.43372,245783586,0.62078,1817766276,0.69415
2177571450,0.56525,2052606018,0.53246,6454600935,0.4658,4653235896,0.47969,3080249703,0.30257,4597488624,0.49667,5154130185,0.43169,732235047,0.60647,2522013960,0.54084,1802325957,0.53344,759267003,0.70037,439211169,0.58439,173019348,0.43403,245910840,0.6208,1820028792,0.69383
2179977252,0.56499,2053454712,0.53288,6465708606,0.46526,4662022935,0.47906,3083376444,0.30256,4607540688,0.49604,5154915753,0.43189,733976022,0.60559,2524276476,0.54069,1804905105,0.53295,760048062,0.70055,439454655,0.58452,173152614,0.43395,245983986,0.6212,1820427087,0.69416
2180670135,0.56524,2053689681,0.53324,6476880906,0.46496,4662455799,0.47933,3085082850,0.30252,4608285675,0.49641,5155085592,0.43212,734048667,0.60603,2533663212,0.53929,1805228751,0.53329,760239444,0.70111,439462170,0.58472,173417643,0.4335,246117753,0.62132,1821106944,0.69415
2180679654,0.56576,2055628551,0.53309,6479238612,0.46531,4663241367,0.47985,3085739661,0.30276,4608685473,0.49703,5169778419,0.43133,734190450,0.60683,2535353085,0.53967,1808674629,0.53266,760277520,0.70182,439484214,0.58516,173675157,0.43319,246466950,0.62092,1822839903,0.69432
2184033849,0.56525,2056092978,0.53346,6488598294,0.465,4666652175,0.4798,3091555770,0.30239,4610940474,0.49747,5170258878,0.43152,738740532,0.60384,2542099050,0.5384,1808794368,0.533,761235933,0.70178,439985715,0.58501,173895096,0.43287,246533082,0.62117,1823606433,0.69471
2186332437,0.56521,2056961211,0.5341,6489249093,0.46528,4673841024,0.47969,3095276697,0.30239,4619135832,0.49713,5170605570,0.43176,739782612,0.60369,2542182216,0.53883,1808928135,0.5335,761438838,0.70215,440450643,0.58527,173907120,0.43306,246884784,0.62076,1826578365,0.69409
2186390052,0.5659,2058384552,0.53418,6492758097,0.46542,4677684195,0.47951,3095386416,0.30266,4622209467,0.49746,5175139620,0.43158,739830708,0.60442,2547372075,0.53808,1808993265,0.53413,761569599,0.70261,440689620,0.58554,173919144,0.43341,246973461,0.62087,1830763218,0.69286
2188983228,0.56569,2058606996,0.53455,6492851283,0.46573,4688314914,0.47868,3095458560,0.30291,4625828691,0.49748,5177636604,0.43161,740142330,0.60471,2549030886,0.53806,1809839955,0.53423,762486429,0.70217,440750742,0.58595,174184173,0.43305,246991497,0.6214,1830781254,0.69328
2189624508,0.56599,2061449670,0.53407,6504302139,0.46541,4688965713,0.47923,3096525690,0.30307,4626699930,0.49806,5178090009,0.43209,740486016,0.60495,2550904125,0.53981,1812740244,0.5341,763220394,0.70226,441388515,0.58564,174258321,0.43314,247280574,0.62122,1832673030,0.69317
2190658071,0.56655,2062443654,0.53446,6504468972,0.46587,4694661081,0.47886,3100227078,0.30301,4627467462,0.49858,5179298922,0.43227,741182907,0.60479,2551141599,0.53988,1815697647,0.53367,763301055,0.70307,441877491,0.58535,174280866,0.43325,247707927,0.62059,1833283248,0.69356
2192392533,0.56668,2065338933,0.53433,6506710947,0.46637,4696244241,0.47912,3100809240,0.30319,4627957440,0.4989,5181335988,0.43242,741197436,0.60515,2558985255,0.53847,1816739226,0.53418,764528505,0.70231,442155546,0.58563,174390084,0.43332,247861734,0.62092,1833771222,0.69419
2197604436,0.56581,2066989227,0.53448,6511425858,0.46633,4700608953,0.47894,3101186994,0.30327,4636611714,0.4984,5188164618,0.4321,741280602,0.60558,2563138044,0.53797,1817682609,0.5344,764880708,0.70255,442400034,0.58563,174420144,0.43351,248305119,0.62026,1836862392,0.69386
2199920058,0.5656,2068339923,0.53456,6515178348,0.4664,4706366445,0.47876,3102573762,0.30354,4637070630,0.49882,5188217724,0.43225,741511563,0.60602,2563916097,0.53808,1818470181,0.53446,766337616,0.70178,442949631,0.58533,174441186,0.43372,248369748,0.62048,1837011189,0.69412
2201435082,0.56619,2069115972,0.53482,6517140264,0.46662,4711339872,0.47852,3103182477,0.30364,4639429839,0.49928,5191559895,0.4323,742033605,0.60631,2565863985,0.5381,1819287813,0.53459,766435812,0.70245,443032296,0.58609,174507318,0.4342,248396802,0.62086,1838258178,0.69416
2203054815,0.56628,2069658555,0.53505,6517174332,0.46692,4713294774,0.47894,3103807224,0.30382,4640051079,0.49948,5193742251,0.43241,743482998,0.60559,2567829408,0.5382,1823635992,0.53373,767532501,0.70224,443135502,0.58639,174507819,0.43456,248425860,0.62114,1839605367,0.69435
2203323852,0.5668,2071816362,0.53488,6524491437,0.46673,4724580300,0.47821,3104072754,0.30419,4647421290,0.49911,5197254762,0.43259,743547126,0.60607,2568387021,0.53827,1823723166,0.5341,768261957,0.70241,443154540,0.58667,174606015,0.43463,248590188,0.62111,1840813278,0.69456
2203533270,0.56741,2075686587,0.53445,6533455329,0.46659,4725654444,0.47844,3104751108,0.30426,4651212858,0.49901,5201360457,0.43271,745946916,0.60462,2570213166,0.53829,1824542802,0.5345,769393215,0.70209,443537805,0.5866,174681666,0.43491,248604717,0.62164,1841711070,0.69485
2204372445,0.56795,2076276264,0.53476,6542596575,0.46629,4731517146,0.4781,3104916438,0.30441,4651247427,0.49945,5201702640,0.43314,746317656,0.60506,2571431097,0.53839,1826425560,0.53469,769632192,0.70241,444509745,0.58564,174914130,0.43469,248715438,0.62183,1844225088,0.69443
2206761213,0.56768,2077322853,0.53482,6563539878,0.46512,4742645358,0.47761,3105748599,0.30474,4653295014,0.49955,5202021777,0.43346,746521062,0.60551,2572502736,0.53991,1829114427,0.53455,770041008,0.70269,445089903,0.58554,175233768,0.43431,248770548,0.62222,1845040215,0.69471
2208722127,0.56761,2077414035,0.53527,6563767332,0.46552,4744937934,0.47763,3105846795,0.30493,4656848607,0.49957,5204243712,0.43357,746640300,0.60583,2574307338,0.53985,1829628954,0.53463,770445816,0.70327,445971663,0.58466,175736772,0.43348,248899806,0.62242,1845192519,0.69505
2213331327,0.56677,2079763224,0.53505,6574035828,0.4651,4748855754,0.47758,3105918438,0.30526,4657080570,0.5,5205607434,0.43389,747040599,0.6063,2575760238,0.54097,1830212118,0.53483,771582084,0.70287,446237694,0.58479,175750299,0.43371,248948904,0.62257,1846391412,0.6949
2218076298,0.56598,2081411514,0.53508,6581074377,0.46512,4752474978,0.47776,3108382857,0.3054,4659142185,0.50048,5209431567,0.43397,748036587,0.60589,2576015247,0.54139,1830929049,0.53498,772332582,0.70251,447375465,0.58377,175757814,0.43402,249297099,0.6221,1847695014,0.69482
2219211063,0.56644,2083491666,0.53495,6587187579,0.46501,4766506485,0.47669,3108629349,0.30581,4659757413,0.501,5217031236,0.43355,748306125,0.6063,2578211631,0.54165,1835628429,0.53406,773503419,0.70234,447521757,0.58395,175758315,0.43497,249299604,0.62257,1847904432,0.69523
2220053244,0.56678,2086260693,0.53473,6588436071,0.46521,4766528529,0.47697,3127569654,0.30413,4661029953,0.50144,5218994154,0.43376,749570649,0.60557,2579433570,0.54175,1835707086,0.53453,773511936,0.70265,447710133,0.58423,175802403,0.43506,249346698,0.62284,1848066756,0.69585
