TAESD32,AESD32,TAESD64,AESD64,TAESE32,AESE32,TAESE64,AESE64,TCRC32,CRC32,TCRC64,CRC64,TDIJK32,DIJK32,TDIJK64,DIJK64,TFFT32,FFT32,TFFT64,FFT64,TQSORT32,QSORT32,TQSORT64,QSORT64,TSSEARCH32,SSEARCH32,TSSEARCH64,SSEARCH64,TMXM32,MXM32,TMXM64,MXM64,TSUSANC32,SUSANC32,TSUSANC64,SUSANC64,TSUSANE32,SUSANE32,TSUSANE64,SUSANE64,TSUSANS32,SUSANS32,TSUSANS64,SUSANS64
6132956931,0.55604,5068980225,0.37146,6045218000,0.52417,2843053758,0.36968,5612144385,0.2876,7381641816,0.23404,12125562219,0.60382,9742143897,0.34625,8029974894,0.46353,8777973906,0.31012,9436346523,0.70759,3192206670,0.27786,817866969,0.58235,740738520,0.24076,6588003708,0.55507,6391637259,0.23246,207214101,0.57766,216726087,0.39988,472624863,0.78352,471593805,0.58492,4320432618,0.68811,4010172837,0.57227
6133669353,0.5561,5070853464,0.3714,6045823500,0.52423,2843619888,0.36971,5617334745,0.28746,7385321661,0.234,12132544155,0.60365,9742675458,0.34634,8031847632,0.46358,8779251957,0.31015,9436946721,0.70771,3194268285,0.27797,818664060,0.5819,741060162,0.24076,6588552303,0.55512,6391814613,0.2325,207249171,0.57767,216762159,0.39993,472687488,0.78362,471742602,0.58487,4322495736,0.68791,4011787560,0.57225
6134593197,0.55625,5071517790,0.37149,6052483000,0.52383,2844400947,0.36974,5618037147,0.28754,7385359737,0.23405,12135079215,0.6037,9743065236,0.34641,8035484892,0.46349,8780211372,0.31016,9439622061,0.70772,3195283311,0.27798,819191112,0.58169,741176394,0.24075,6597531726,0.55454,6393455388,0.2325,207249171,0.57786,216771177,0.40004,472711536,0.78382,471840297,0.58487,4324047333,0.68798,4011974433,0.57243
6135392793,0.55639,5072761272,0.37153,6052912000,0.52399,2844564774,0.36978,5618817705,0.28751,7385546109,0.23415,12135168393,0.60397,9746049693,0.34639,8037455826,0.46348,8780886219,0.31019,9440170656,0.70785,3195396036,0.27812,819352935,0.58171,741247035,0.24076,6598486131,0.55456,6393754986,0.23255,207327828,0.57774,216787710,0.40015,473535180,0.78265,471910938,0.58503,4324551840,0.68817,4012113210,0.57258
6136458921,0.55652,5073741228,0.37157,6054930000,0.52397,2844819783,0.36988,5618969007,0.28755,7388234475,0.23411,12136319190,0.604,9747497082,0.34644,8039970846,0.46357,8781619182,0.31024,9440635083,0.70794,3196312365,0.27814,819448626,0.58175,741298137,0.24084,6603868875,0.55432,6394955883,0.23256,207430533,0.57758,216851337,0.40014,473754117,0.78242,472043703,0.58514,4328580381,0.68771,4012150785,0.57277
6143388753,0.55602,5075130000,0.37156,6055968000,0.52407,2844839823,0.36997,5621750058,0.28748,7390812621,0.23411,12137189928,0.60414,9747554196,0.3465,8040072549,0.46363,8783524986,0.31021,9442700706,0.70803,3197364966,0.27819,819699126,0.58181,741567675,0.24083,6604464564,0.55442,6395235942,0.2326,207456084,0.57779,216864363,0.40024,474191490,0.78182,472248111,0.58518,4331782272,0.68743,4013308095,0.57279
6145710888,0.55606,5076274284,0.37156,6057513000,0.5241,2845289721,0.37002,5630236497,0.2872,7390845186,0.23417,12146249010,0.60391,9748598280,0.34658,8040939780,0.46373,8783779995,0.31026,9444005310,0.70821,3198107949,0.27821,819866961,0.58181,741591222,0.24087,6606994614,0.55427,6396944352,0.23259,207456585,0.57793,216885906,0.40035,474386379,0.78157,472250616,0.58541,4331824356,0.68757,4013898273,0.57286
6147138237,0.55611,5076810354,0.37161,6058727500,0.52409,2845599840,0.37007,5631108738,0.28731,7393058604,0.23417,12151558608,0.60385,9753117300,0.3465,8041904205,0.46395,8785125681,0.31028,9444291882,0.70831,3200922066,0.27806,820064856,0.58189,741813666,0.24087,6607391406,0.55442,6398087634,0.23259,207540753,0.57787,216901938,0.40041,474421449,0.78164,472273161,0.5855,4332443091,0.68762,4014324624,0.57289
6152921781,0.55578,5080911039,0.37146,6065743000,0.52359,2847406446,0.36993,5631398817,0.28733,7394383749,0.23419,12159716892,0.60361,9758848740,0.3464,8043672735,0.46402,8785153236,0.31034,9451803375,0.70795,3203381475,0.27796,820099926,0.582,742409856,0.24073,6607738599,0.55452,6400273497,0.23257,207575823,0.57788,216902439,0.40053,474531168,0.78151,472275666,0.58556,4335081357,0.68737,4016517000,0.57272
6159835080,0.55534,5081393502,0.37152,6066082500,0.52369,2850724068,0.36963,5631623766,0.28737,7396921314,0.23419,12162210369,0.6036,9761360754,0.3464,8044216320,0.46415,8786099625,0.31036,9451810389,0.70821,3203941593,0.27813,820340406,0.58197,742451940,0.24079,6608721060,0.55455,6401946837,0.23256,207646965,0.57786,216903441,0.40061,474596298,0.78147,472380876,0.58553,4337877939,0.68717,4016647260,0.57289
6162054009,0.55522,5082862434,0.37151,6068877500,0.52361,2851166451,0.3697,5632889292,0.28741,7398674814,0.23421,12162291030,0.60403,9762715458,0.34646,8046542964,0.46422,8791083072,0.31026,9453496755,0.7083,3205740183,0.27811,820700124,0.58182,742801638,0.24077,6610027668,0.55463,6404027490,0.23255,207698067,0.57787,216932499,0.4007,474638382,0.78148,472407429,0.58564,4337969622,0.68752,4017175815,0.57304
6163273443,0.55536,5084826855,0.37153,6069101500,0.52376,2851209036,0.3698,5633272557,0.28745,7398728421,0.23427,12163762467,0.60409,9763515054,0.34651,8047327530,0.46434,8801573511,0.31,9456978705,0.70818,3205986675,0.27821,820850925,0.58201,742916868,0.24078,6612500103,0.55451,6404861655,0.2326,207719610,0.57795,216933501,0.40078,474680466,0.78149,472528671,0.58556,4340149974,0.68734,4018428816,0.5731
6163834062,0.55545,5085588375,0.37157,6070176000,0.52378,2855021646,0.36949,5637722439,0.28728,7399218900,0.2343,12166447827,0.60417,9767368245,0.34654,8048066505,0.46437,8803320999,0.31,9457088424,0.70833,3206007216,0.27832,820876476,0.58218,743175384,0.24073,6615247587,0.5545,6406088103,0.23261,207769209,0.57797,216941016,0.4009,474866838,0.78125,472614342,0.58556,4341401472,0.68743,4018888233,0.57321
6165161211,0.55542,5086212120,0.37162,6070249500,0.52399,2855534670,0.36952,5641322625,0.2872,7403236920,0.23423,12170963841,0.60412,9767392794,0.34658,8050525914,0.46435,8806681206,0.30994,9459146532,0.70851,3206533767,0.27837,820961145,0.58226,743677887,0.24067,6616361310,0.55461,6406260948,0.23267,207932535,0.57772,217006146,0.40094,474999102,0.78122,472710033,0.58551,4342313793,0.68742,4020373197,0.57316
6169503378,0.5552,5086500696,0.3717,6070593500,0.52409,2856540678,0.36948,5642925825,0.28718,7408072071,0.23416,12171471354,0.60432,9767918343,0.34671,8054429205,0.46424,8807103048,0.30999,9461381994,0.70858,3209561811,0.27824,821119962,0.58235,743738508,0.24073,6619091760,0.55447,6406634193,0.23272,207942555,0.57779,217140414,0.4008,475097799,0.78116,472732077,0.58561,4342689042,0.68756,4020677304,0.57333
6170739345,0.55535,5088814314,0.37165,6075232000,0.52387,2859096780,0.36928,5647883721,0.28697,7411791495,0.2341,12189193728,0.60366,9769470441,0.34672,8054713272,0.46436,8808487812,0.30999,9461582895,0.70874,3210235656,0.27831,821358438,0.58242,743746524,0.24079,6619447470,0.5546,6406860645,0.23275,207962595,0.57795,217149432,0.40086,475147899,0.7812,473297706,0.58502,4342976115,0.68773,4021447842,0.57338
6172206774,0.55542,5091754683,0.37156,6075241500,0.52403,2861611299,0.36905,5652363162,0.2868,7411818549,0.23412,12197138085,0.60348,9774647775,0.34667,8057897127,0.46437,8814557928,0.30994,9463338900,0.70887,3210271728,0.27838,821524770,0.58244,743879790,0.2408,6620035644,0.55468,6408249918,0.23277,207988647,0.57804,217204041,0.40086,475274151,0.78111,473328267,0.58505,4343161986,0.6879,4023570078,0.57328
6174411174,0.55531,5093387943,0.37152,6081281500,0.52365,2862407889,0.36911,5653014963,0.28688,7414691283,0.23408,12205584945,0.6032,9780448854,0.34663,8061477273,0.46428,8817200703,0.30992,9470800794,0.70849,3211315311,0.27836,821674569,0.58256,744226482,0.24077,6621193455,0.55469,6409783479,0.23275,208014198,0.57812,217262658,0.40086,475414932,0.781,473362836,0.58508,4343732625,0.68794,4024515966,0.57331
6178760856,0.55504,5094726615,0.37151,6082181000,0.52368,2862510093,0.36919,5653828086,0.28688,7415337072,0.23409,12209184630,0.60312,9783016980,0.34665,8062431177,0.46441,8817555411,0.30996,9473212107,0.70855,3212046771,0.27843,821744709,0.58279,744446421,0.24079,6623226012,0.55462,6412590081,0.23272,208043256,0.57814,217299231,0.4009,475426956,0.7811,473748606,0.5847,4343913486,0.68817,4025568567,0.57326
6179228790,0.55511,5095124409,0.37155,6084132500,0.52364,2863502073,0.36921,5654818563,0.28688,7415366631,0.23413,12225103404,0.60253,9783463371,0.34671,8064762330,0.46438,8820123036,0.30993,9473467116,0.70865,3212565306,0.27851,821883987,0.58283,744514557,0.24078,6623709978,0.55469,6412627656,0.23276,208045761,0.57827,217364361,0.40089,475571244,0.78103,474036681,0.58445,4346401452,0.68798,4025607144,0.57337
6179276385,0.55522,5096113884,0.37159,6097099000,0.52271,2866211982,0.36898,5655633690,0.28692,7415506410,0.23417,12226761213,0.60266,9788302530,0.34661,8065674150,0.46445,8823844464,0.30987,9474056793,0.70886,3212572821,0.27865,821959137,0.58293,744679887,0.24084,6626868783,0.55463,6413332062,0.2328,208130430,0.57821,217422477,0.40093,475850802,0.78079,474229065,0.5843,4346970588,0.68802,4026262452,0.57341
6182042907,0.55514,5096780715,0.37163,6097561000,0.52285,2867186928,0.36898,5656238397,0.28701,7424200263,0.23397,12234539238,0.6025,9789628176,0.3467,8068200693,0.46449,8825258286,0.30991,9474786750,0.70899,3212669514,0.27878,822323364,0.58284,744697923,0.2409,6627226998,0.55481,6413375148,0.23285,208139949,0.57839,217462557,0.40093,475911924,0.78091,474457521,0.58414,4347381909,0.68817,4028916750,0.57322
6182273367,0.55534,5097767685,0.37167,6098039500,0.52301,2868645339,0.3689,5658466344,0.287,7425505368,0.23399,12234763185,0.60259,9802220310,0.34636,8073085443,0.46433,8829024303,0.30984,9477534234,0.70902,3214234137,0.27881,822681078,0.58266,744990507,0.24085,6627310164,0.55498,6416939262,0.23279,208220109,0.57825,217527186,0.40095,476126352,0.78069,474525156,0.58418,4347991125,0.68826,4029208332,0.57335
6185770848,0.55517,5098688523,0.37173,6098471500,0.52317,2868912372,0.36898,5659352613,0.28705,7429408158,0.2341,12237074799,0.60262,9802641651,0.34642,8078367486,0.46416,8829141537,0.30991,9484171482,0.70887,3215594352,0.27881,822992199,0.58269,745468461,0.24079,6627778098,0.55505,6420051975,0.23273,208279728,0.57827,217590813,0.40091,476232564,0.78066,474555216,0.58449,4348208058,0.68837,4031397201,0.57322
6189228249,0.55502,5099278200,0.3718,6101155500,0.52315,2869067682,0.36905,5659845096,0.28711,7432250331,0.23408,12240489615,0.6026,9803729823,0.34646,8078521794,0.46424,8837421564,0.30971,9492470046,0.7084,3216069300,0.27888,823406526,0.5826,745864752,0.24071,6627874791,0.55524,6421010889,0.23276,208287243,0.57838,217601334,0.40102,476349798,0.7806,474717039,0.58433,4349102844,0.6884,4031484375,0.57342
6195430128,0.5546,5101845324,0.37173,6103452500,0.52309,2869403352,0.36909,5660465334,0.28714,7433985795,0.2341,12248430966,0.60245,9804854067,0.34653,8082750234,0.46426,8837992203,0.30974,9495280155,0.70839,3216458076,0.27898,823790292,0.5826,745870764,0.24078,6630327687,0.55513,6422008380,0.23277,208297764,0.57851,217607847,0.40115,476373846,0.78077,474843291,0.58458,4349400939,0.68865,4033872141,0.57325
6195976218,0.55479,5102433498,0.37178,6106737000,0.52292,2870288118,0.36909,5661129660,0.28719,7434271365,0.23414,12252232053,0.60247,9811158150,0.34639,8090177559,0.46407,8839136487,0.30979,9497940966,0.70838,3217824804,0.279,823970652,0.58263,746044110,0.24076,6635965941,0.55485,6425432715,0.2327,208545258,0.57816,217733598,0.40099,476569737,0.78055,474946497,0.58482,4352137401,0.68835,4034671737,0.5733
6201116979,0.55443,5103347823,0.37184,6107177000,0.52309,2872130796,0.36901,5662071540,0.28719,7438095498,0.23407,12255748071,0.60254,9811508349,0.3465,8090965632,0.46416,8839485183,0.30984,9498664410,0.70856,3219157464,0.27899,824298306,0.58252,746086194,0.24082,6638173848,0.5548,6425897643,0.23272,208551270,0.57829,217776183,0.4011,476597292,0.78061,475021647,0.58502,4352377881,0.68855,4036946778,0.57316
6202398537,0.55447,5103496620,0.37192,6107223000,0.52323,2872838709,0.36904,5663298990,0.28721,7438653111,0.23412,12258897858,0.6025,9813452730,0.34648,8092007211,0.46427,8843126451,0.30979,9502818702,0.70844,3219326802,0.27908,824325360,0.58269,746183388,0.24087,6638483967,0.55495,6426773391,0.23273,208618404,0.57823,217788708,0.40114,476600298,0.78078,475029162,0.58511,4353424470,0.68852,4037277438,0.57328
6207677574,0.5542,5104301727,0.37197,6109822500,0.52318,2872877787,0.36914,5666253387,0.28715,7440555909,0.23409,12259060683,0.60283,9817870047,0.34639,8092225647,0.46438,8843243184,0.30987,9505648851,0.70837,3219380409,0.27918,824394498,0.58283,746226474,0.24092,6639360717,0.55496,6427013370,0.23278,208632933,0.57829,217988607,0.40095,476734566,0.78073,475264632,0.58527,4356147906,0.68825,4037521425,0.57336
6209356926,0.55419,5105285190,0.37202,6110107500,0.52329,2873203938,0.36918,5668480332,0.28711,7440985767,0.23414,12263960964,0.60276,9818804913,0.34648,8096265210,0.46427,8850059790,0.3097,9508815672,0.70837,3220156959,0.27928,824563335,0.58284,746259540,0.24097,6642414813,0.55481,6427766874,0.23283,208716099,0.57819,218022675,0.401,476842281,0.78066,475447998,0.58511,4358758116,0.68811,4040007387,0.57314
6211381968,0.55408,5107464540,0.37196,6111102500,0.52329,2873230992,0.36926,5671510380,0.28707,7445070921,0.2341,12265629795,0.60296,9823360506,0.34643,8097123924,0.46441,8850224118,0.3098,9508860762,0.70861,3220313271,0.27966,824928063,0.58275,746479980,0.24093,6644209395,0.55476,6429257349,0.23284,208723614,0.5783,218105841,0.40103,476865828,0.7808,475480563,0.58558,4359393384,0.68811,4040591052,0.57319
6211432068,0.55428,5107699008,0.37203,6111377000,0.52346,2873824677,0.36926,5671510380,0.28715,7445860497,0.23413,12265761057,0.60321,9828732729,0.34635,8097164505,0.46457,8860080792,0.30954,9509526591,0.70874,3220465074,0.2798,825014736,0.58288,746531583,0.24101,6647870703,0.55453,6430007847,0.23284,208738644,0.57835,218332794,0.40075,476894886,0.78092,475504611,0.58562,4359570738,0.68829,4040920710,0.57328
6214928046,0.55412,5109855813,0.37197,6111572000,0.52353,2876003526,0.36908,5671907673,0.28727,7449698157,0.23408,12269056635,0.60325,9845512722,0.34593,8097565806,0.46468,8861584794,0.30957,9515502018,0.70846,3223215564,0.27972,825123453,0.58298,746818155,0.24099,6648839136,0.55461,6436184676,0.23269,208775718,0.5784,218408946,0.40072,477017631,0.78085,475790181,0.58563,4359931959,0.68844,4041094557,0.57344
6215717121,0.55418,5110344789,0.37207,6113492000,0.52348,2876851719,0.36908,5673248850,0.28735,7451826906,0.23411,12273453912,0.60325,9853313292,0.34574,8098614399,0.46474,8863448514,0.30956,9524256993,0.70798,3227682480,0.27958,825170046,0.583,747160338,0.24096,6649634223,0.55469,6436316940,0.23274,208776720,0.57862,218413455,0.40086,477220536,0.78063,475961523,0.5855,4360593780,0.68859,4041447261,0.57411
6216552789,0.55428,5110650900,0.37212,6114314000,0.52356,2877647808,0.36909,5673898647,0.28742,7452294840,0.23418,12275291079,0.60328,9856164483,0.34573,8099190549,0.46478,8864421456,0.3096,9534242424,0.70755,3228163941,0.27969,825421548,0.58296,747440898,0.24095,6652145235,0.55474,6437867535,0.23274,208791750,0.57881,218437002,0.40093,477242580,0.78078,476044689,0.58551,4360654902,0.68883,4043639637,0.57401
6218647971,0.55423,5111317731,0.37218,6116014500,0.52361,2878925358,0.36906,5675911665,0.28743,7454017779,0.23419,12276552096,0.60335,9860367873,0.34569,8102434524,0.46473,8865497604,0.30961,9536052537,0.70756,3228967044,0.28005,825774252,0.58285,747655827,0.24094,6652145235,0.5549,6438531861,0.23278,208835337,0.57881,218558745,0.4008,477271638,0.78089,476243586,0.58565,4363114311,0.68859,4044449754,0.57407
6225663474,0.55375,5119326216,0.37174,6117092000,0.52368,2879179866,0.36917,5676863064,0.28743,7454399541,0.23422,12277555599,0.60348,9861663960,0.34581,8103077808,0.46487,8867055213,0.30965,9537325578,0.70769,3230244594,0.28007,825787278,0.58299,747698412,0.24099,6652850643,0.55501,6438627051,0.23282,208942551,0.57867,218615859,0.4008,477315225,0.78101,476254608,0.58572,4363177938,0.68869,4046303955,0.57402
6225674997,0.55389,5119570704,0.37183,6120846000,0.52352,2879331669,0.36926,5678364561,0.28747,7457720670,0.23418,12286017990,0.60324,9867993093,0.34576,8108475081,0.46475,8874859791,0.30947,9545298492,0.70735,3235478541,0.27986,825920043,0.58304,747753021,0.24105,6654693822,0.55498,6439413621,0.23286,208976619,0.57871,218728083,0.40071,477399393,0.78098,476470038,0.58585,4368129822,0.6881,4046385618,0.57412
6225828303,0.55407,5122024101,0.37177,6120868000,0.52371,2880212928,0.36927,5678932194,0.28752,7457979687,0.2342,12288551046,0.6034,9872138367,0.34573,8119287663,0.46429,8876551167,0.3095,9546999387,0.70742,3235967517,0.27991,825921045,0.58316,748260534,0.24096,6655566564,0.55499,6440195682,0.23289,209035236,0.57869,218734596,0.40078,477436968,0.78105,476562723,0.58579,4369243545,0.68808,4047233811,0.57415
6226794732,0.5541,5123484516,0.37181,6121142500,0.52392,2883140772,0.36899,5682699714,0.28739,7458529284,0.23423,12294350121,0.60327,9874198479,0.34575,8120913408,0.46429,8880660369,0.30944,9557795937,0.70691,3238053681,0.27989,826091385,0.58325,748547106,0.24092,6655894719,0.55506,6441012813,0.23291,209054775,0.57875,218768664,0.40082,477658911,0.78085,476674446,0.58573,4369439436,0.68836,4047570984,0.57425
6231851325,0.55376,5124703449,0.37183,6122717500,0.52392,2883420831,0.36906,5683414641,0.28741,7468703592,0.23398,12296324562,0.6033,9877555179,0.34576,8121461001,0.46449,8882125794,0.3095,9558280404,0.70726,3240350265,0.2798,826359420,0.58332,748592196,0.24097,6656047023,0.55519,6441328443,0.23294,209084835,0.57885,218835798,0.40081,477865824,0.78063,476859816,0.58609,4370658369,0.6883,4048255350,0.57436
6232051725,0.5539,5125655850,0.37186,6124077000,0.524,2883657804,0.36914,5684063937,0.28747,7472676021,0.23393,12303320025,0.60323,9879897855,0.34582,8121974526,0.46457,8884634802,0.30946,9561655641,0.70737,3242242041,0.27974,826383969,0.58346,748616745,0.24103,6656352132,0.55529,6442609500,0.23293,209143953,0.57878,218937000,0.40073,478008108,0.78052,476888874,0.58615,4371201453,0.68844,4048296432,0.57447
6233112342,0.55396,5125705449,0.37199,6126206000,0.52398,2885210904,0.36902,5684106522,0.28757,7474208580,0.23393,12304843566,0.60337,9886322679,0.3458,8122545666,0.46467,8888224968,0.3094,9569810919,0.70696,3246561162,0.27949,826818837,0.58344,748689390,0.24109,6658892703,0.55523,6447623007,0.23282,209147460,0.5789,219085296,0.40056,478093278,0.78052,477044184,0.58633,4371748545,0.68862,4050858045,0.57436
6235488084,0.55384,5128724475,0.37191,6126786000,0.52403,2886689355,0.36895,5684756820,0.28758,7478165979,0.23388,12310479816,0.60332,9888199425,0.34584,8123187447,0.46477,8890007025,0.30938,9571654098,0.70699,3247818171,0.27946,826903005,0.58351,749062635,0.24104,6660429771,0.55523,6447846453,0.23287,209259183,0.57871,219108843,0.40061,478225542,0.78039,477107310,0.58633,4374506049,0.68848,4051190208,0.57442
6237890379,0.55374,5129888298,0.37193,6127016500,0.52418,2887484943,0.36892,5686083468,0.2876,7479198540,0.2339,12312093537,0.60336,9890587692,0.34587,8123615301,0.46486,8892375753,0.30938,9572234256,0.70734,3248666364,0.27958,826999197,0.5835,749096202,0.24107,6661833072,0.55531,6453253746,0.23275,209329323,0.57864,219126879,0.40068,478228047,0.78051,477107310,0.58645,4374870777,0.68855,4051226280,0.57457
6238682460,0.55381,5130077676,0.37201,6128729000,0.52416,2890252968,0.36869,5688740772,0.28754,7481764161,0.23387,12314488818,0.60345,9891283080,0.34593,8126277114,0.46481,8893787571,0.30944,9572384556,0.70748,3250446918,0.27953,827517231,0.58326,749156322,0.24112,6663598095,0.5553,6454493721,0.23276,209380425,0.57873,219172470,0.40076,478446984,0.78027,477338271,0.5863,4377574173,0.68832,4051231791,0.57466
6239571234,0.55391,5130211443,0.37207,6130929500,0.52412,2890821102,0.36874,5689040871,0.28759,7482405441,0.23388,12317720769,0.60347,9892325160,0.34602,8128211976,0.46481,8895309609,0.30944,9573755292,0.70749,3252687891,0.27946,827964123,0.58307,749203416,0.24118,6663713826,0.55541,6455604438,0.23278,209449563,0.57871,219189504,0.40088,478654398,0.78005,477441978,0.58626,4379106732,0.68834,4052214252,0.57473
6239856804,0.55401,5131337691,0.3721,6131466500,0.52423,2892109674,0.36866,5694178125,0.28742,7483353834,0.23389,12319553928,0.60348,9893475957,0.34613,8130354252,0.46481,8895394278,0.30951,9575185647,0.70753,3254267043,0.27947,829136964,0.5824,749491992,0.24115,6666723333,0.55532,6456108945,0.23282,209449563,0.57888,219236598,0.40088,478692474,0.7801,477442980,0.58631,4380058632,0.68834,4052587998,0.57483
6240754095,0.55411,5131904823,0.37216,6133962500,0.52427,2892383721,0.3687,5695442148,0.28741,7483599324,0.23392,12323863029,0.60348,9894814629,0.3462,8136370260,0.46465,8897044572,0.30951,9576891552,0.70759,3254586681,0.27953,829458606,0.58235,749869245,0.24109,6667303491,0.55537,6456612951,0.23284,209469603,0.57895,219252129,0.40092,478715520,0.78019,477669432,0.58611,4380346206,0.6885,4053351021,0.57484
6241811205,0.55417,5131990995,0.3723,6134155500,0.52445,2892592638,0.36878,5696032326,0.28742,7484698017,0.23394,12327487263,0.6035,9897857202,0.34625,8138188890,0.46475,8901105678,0.30943,9578283330,0.70766,3258433359,0.27931,829528746,0.58239,749947902,0.24112,6668853084,0.55542,6456696618,0.23288,209894451,0.57792,219253632,0.40105,478757604,0.78019,477747588,0.5861,4381297104,0.68849,4053617553,0.57494
6242241564,0.55425,5132091195,0.37238,6134274000,0.52459,2893112175,0.36882,5696328918,0.2875,7489486575,0.23386,12328996275,0.60366,9899384250,0.34638,8138727465,0.46481,8904430815,0.30937,9578392548,0.70774,3258560613,0.27943,829542774,0.58254,749967441,0.24117,6669707289,0.55557,6457110945,0.23291,209932026,0.57798,219273171,0.40114,478861311,0.78017,477779652,0.58614,4381397304,0.68885,4055884077,0.57476
6242587254,0.55443,5135441883,0.37227,6135768500,0.52458,2893393737,0.36887,5697901056,0.28753,7489734069,0.23393,12336187629,0.60362,9905548053,0.34638,8144384256,0.46463,8904454863,0.30943,9581480712,0.7078,3261378738,0.27932,829775739,0.58253,750159825,0.24116,6670346064,0.55565,6458255730,0.23294,210022206,0.57791,219342309,0.40116,478988064,0.78007,477800694,0.58623,4381534578,0.68896,4056408624,0.57489
6245332233,0.55426,5135970438,0.37233,6137006500,0.52469,2894073594,0.3689,5700611967,0.28745,7502927904,0.23365,12341002239,0.60365,9906030516,0.34652,8144649285,0.46469,8909220876,0.30934,9581930610,0.70788,3262261500,0.27937,830317821,0.58232,750292089,0.2412,6672763890,0.55559,6459314343,0.23294,210035733,0.57799,219493110,0.40098,479096280,0.77997,477955002,0.58611,4382601207,0.68913,4056414135,0.575
6246526617,0.55435,5137731453,0.37231,6139300000,0.52466,2895239922,0.36885,5702546829,0.2874,7505066172,0.23364,12344384490,0.60363,9906987426,0.34667,8145055095,0.46486,8911728381,0.30932,9582069888,0.70809,3263017509,0.27937,830436057,0.58242,750303111,0.24126,6673312986,0.5557,6460151013,0.23298,210119901,0.57811,219500625,0.40107,479111310,0.78005,478117326,0.586,4384224447,0.68903,4057774350,0.57492
6247806171,0.55438,5139168822,0.37229,6141050000,0.52467,2896432803,0.36882,5702930094,0.28753,7505812662,0.2337,12344564349,0.60389,9907229409,0.34673,8146980438,0.46487,8915165241,0.30929,9588077880,0.70789,3268071597,0.27908,830474634,0.58252,750453411,0.24127,6675021396,0.55564,6461521749,0.23297,210149961,0.57815,219516156,0.40113,479245077,0.77992,478166424,0.58603,4385578149,0.68895,4059641577,0.57482
6248060178,0.55454,5139941865,0.37234,6142175000,0.52471,2897614662,0.36877,5702996727,0.28764,7512884277,0.23355,12356876925,0.60341,9914431785,0.3467,8150545053,0.46475,8920038969,0.30921,9593268741,0.7078,3268392237,0.27924,830567319,0.5826,750661827,0.24131,6676207764,0.55574,6462358419,0.23299,210191544,0.57818,219543711,0.40128,479261109,0.78008,478170432,0.5861,4387578141,0.68878,4061221230,0.57474
6250383816,0.55448,5141648271,0.37237,6142246500,0.52486,2899452831,0.36866,5705521767,0.28754,7516472940,0.23349,12361799751,0.60338,9915537993,0.3468,8160908238,0.46427,8921253894,0.30923,9596134962,0.70795,3270001950,0.27918,830949582,0.58246,750688380,0.24138,6676800948,0.55586,6462922044,0.23302,210195552,0.57838,219623370,0.40133,479322231,0.78015,478223037,0.58619,4388624229,0.68881,4061502792,0.57493
6250722492,0.55455,5145053067,0.37221,6142359500,0.52503,2900919759,0.36861,5710792287,0.28734,7517938866,0.23366,12363800244,0.60342,9925438254,0.34656,8161411743,0.46443,8922750882,0.30924,9599272725,0.70801,3270310065,0.27934,830993169,0.58256,750874251,0.24137,6680788908,0.55571,6463547793,0.23303,210204570,0.57864,219834792,0.4011,479330247,0.78024,478876341,0.58553,4389121722,0.68891,4062657096,0.57493
6256242510,0.55427,5146083123,0.37225,6143976500,0.52498,2901190800,0.36864,5710817838,0.28744,7519223931,0.2337,12370698513,0.6032,9926961795,0.34669,8162321559,0.46452,8922851082,0.30929,9601464099,0.70806,3270872688,0.27942,831107397,0.58257,751045593,0.24137,6681964755,0.55579,6463551801,0.23309,210214089,0.57874,219869862,0.40119,479699484,0.77969,478876341,0.58558,4392535035,0.6886,4063419618,0.57505
6258942900,0.5542,5146422801,0.37233,6145514500,0.52498,2902737387,0.36854,5711213127,0.28746,7519766514,0.23372,12387125802,0.60277,9927264399,0.3468,8177016390,0.46387,8923739856,0.30931,9609690519,0.70764,3272526990,0.27938,831346374,0.58248,751187376,0.24142,6692936154,0.555,6465935559,0.23307,210459579,0.57821,219984090,0.40114,480276636,0.77885,478883856,0.58568,4393090644,0.68866,4068012285,0.57454
6259150314,0.55434,5157769950,0.37171,6146304000,0.52499,2904014937,0.36846,5711373948,0.28755,7523308083,0.23366,12388650846,0.60287,9929303970,0.34689,8177824002,0.46389,8925618606,0.30929,9610191018,0.7078,3273428289,0.2795,831640962,0.58244,751397295,0.24141,6693446172,0.55507,6467825832,0.23305,210520200,0.57818,219985593,0.40124,480277137,0.77899,478972032,0.5857,4393672305,0.68881,4070897544,0.57434
6259556625,0.55438,5159934270,0.37166,6146550500,0.52505,2904117642,0.36853,5713549791,0.28752,7523880726,0.2337,12391339713,0.6029,9930227313,0.34693,8178933216,0.46396,8929057971,0.30927,9612797220,0.70783,3275745915,0.27945,831880941,0.58258,751560120,0.2414,6699311880,0.55471,6468030741,0.2331,210546753,0.57825,219997116,0.40138,480312207,0.779,479192472,0.58551,4394000460,0.68896,4071344937,0.57438
6261664833,0.55432,5160018939,0.3718,6147105500,0.52514,2904860124,0.36854,5715194574,0.28756,7524328119,0.23373,12393730485,0.60309,9947539368,0.34652,8180228802,0.46406,8929749351,0.30931,9615400416,0.70781,3277708833,0.27943,831932544,0.58276,752374746,0.24121,6702253251,0.55464,6470431032,0.23305,210574308,0.57836,220152927,0.40117,480360303,0.77905,479468523,0.58525,4394629716,0.68908,4071745737,0.57448
