TAESD32,AESD32,TAESD64,AESD64,TAESE32,AESE32,TAESE64,AESE64,TCRC32,CRC32,TCRC64,CRC64,TDIJK32,DIJK32,TDIJK64,DIJK64,TFFT32,FFT32,TFFT64,FFT64,TQSORT32,QSORT32,TQSORT64,QSORT64,TSSEARCH32,SSEARCH32,TSSEARCH64,SSEARCH64,TMXM32,MXM32,TMXM64,MXM64,TSUSANC32,SUSANC32,TSUSANC64,SUSANC64,TSUSANE32,SUSANE32,TSUSANE64,SUSANE64,TSUSANS32,SUSANS32,TSUSANS64,SUSANS64
3315148563,0.55606,2750868756,0.37051,3283317000,0.52146,1552242288,0.37006,3027924261,0.28778,3985923936,0.23387,6033432279,0.57183,5318303376,0.30542,4426762854,0.42232,5348868885,0.33199,5006042100,0.65847,1631749485,0.23827,453023238,0.57917,420905631,0.23882,3818864985,0.53253,3717095352,0.23835,131389755,0.52576,140868675,0.36007,271678773,0.75898,276873642,0.53523,2325491199,0.68503,2192532813,0.56362
3315771807,0.55625,2751109737,0.37066,3283376000,0.52169,1553406612,0.36993,3029483373,0.28774,3987705492,0.23388,6033663741,0.57225,5320576413,0.30544,4428588498,0.42228,5350153950,0.33203,5006463441,0.65883,1631786058,0.23841,453412515,0.5791,421265850,0.23872,3820566882,0.53247,3718701558,0.23844,131430837,0.52589,140920779,0.36011,271699815,0.75926,276958311,0.5353,2326583880,0.68508,2193073893,0.56384
3317460177,0.55619,2754012531,0.37053,3283973500,0.52182,1555404600,0.36967,3030832065,0.28771,3989924421,0.2339,6039942273,0.57194,5324883009,0.30551,4428942204,0.42258,5352232098,0.33201,5008738482,0.65895,1631954895,0.23853,453534759,0.57932,421613544,0.23863,3821433612,0.53271,3719530212,0.23884,131475927,0.52587,140985408,0.36009,271839594,0.7593,277062018,0.53525,2327348907,0.68521,2193486717,0.56406
3318787326,0.55642,2754617739,0.37069,3284319000,0.52199,1555629048,0.36977,3034490367,0.28753,3992442447,0.23385,6043026930,0.57186,5330186094,0.30555,4434678153,0.42218,5352478089,0.33208,5009077158,0.65937,1637034033,0.23794,453608907,0.57964,421668654,0.23869,3822332907,0.53275,3721171989,0.23877,131477931,0.52602,140998935,0.36025,272011938,0.75946,277147188,0.53519,2327991189,0.68516,2193720684,0.56431
3320341929,0.55648,2755016535,0.37084,3286587500,0.522,1556398083,0.3698,3036733845,0.28745,3998824686,0.23363,6044057988,0.572,5332439091,0.30572,4435843479,0.42227,5355598818,0.33204,5011419333,0.65959,1638842142,0.23788,453754698,0.57994,421820457,0.23865,3822860961,0.53293,3722295231,0.23875,131482941,0.52617,141057051,0.36024,272017449,0.75977,277256406,0.5351,2330825346,0.68466,2193934611,0.56462
3328006227,0.55542,2758641270,0.37059,3288251500,0.52198,1557125535,0.3698,3037346067,0.28757,3999196929,0.23371,6044412195,0.5726,5342379933,0.30539,4440406086,0.42208,5360397897,0.33187,5013459906,0.65968,1639335126,0.23798,453846381,0.58003,422182179,0.23856,3825732192,0.5327,3725191011,0.23894,131516508,0.52621,141127692,0.36019,272513439,0.75888,277365123,0.53499,2331237669,0.68486,2194241724,0.56487
3330097902,0.55534,2761077633,0.37052,3288542000,0.52231,1557292368,0.36994,3040234332,0.2875,4000658346,0.23374,6047770398,0.57257,5343204078,0.30553,4441384038,0.4222,5362258611,0.33186,5015017014,0.6599,1641327603,0.23783,454187061,0.57977,422263341,0.23866,3825853935,0.53286,3726208542,0.23891,131630235,0.52597,141143223,0.3603,272522958,0.75928,277533459,0.53488,2331879951,0.6852,2194943124,0.565
3330317340,0.55556,2761507491,0.37057,3290863000,0.52223,1560229731,0.36942,3042759372,0.28737,4002303630,0.23377,6049961271,0.57288,5346038235,0.30547,4446226203,0.42201,5364087261,0.33185,5015515008,0.66011,1642941324,0.23775,454342371,0.5798,422707227,0.23856,3826839903,0.5333,3726245115,0.23923,131651778,0.52607,141148734,0.3605,272587086,0.7594,277544982,0.53499,2333411508,0.68503,2196611955,0.56484
3333988167,0.55535,2762311596,0.37065,3291807000,0.52242,1560464700,0.36952,3043589028,0.28753,4006906317,0.23366,6050589024,0.57361,5346414486,0.30559,4449776790,0.42192,5366256090,0.33187,5015679336,0.66046,1643826090,0.23773,454548282,0.57978,422798409,0.23861,3828394506,0.53327,3728030679,0.2392,131671818,0.5263,141164766,0.36059,272632677,0.75973,277608609,0.53503,2334118920,0.68516,2196867966,0.56497
3335734653,0.55537,2762591655,0.37088,3291832500,0.52269,1560546363,0.3697,3044301951,0.28755,4010834157,0.23387,6051367578,0.57432,5347118892,0.30572,4453672065,0.42188,5370074712,0.33175,5019856173,0.66042,1646674275,0.23746,454550286,0.58027,422961735,0.23864,3828619455,0.53341,3732254610,0.23898,131729934,0.52625,141198333,0.36075,272751915,0.75974,277662717,0.53509,2334664008,0.6854,2197959144,0.56493
3336876933,0.55543,2763005982,0.37101,3292080000,0.52299,1560858987,0.36979,3046938213,0.28746,4013651280,0.23385,6055695717,0.57413,5350064271,0.30571,4457492190,0.42173,5370453468,0.33181,5027103639,0.65991,1646746419,0.23758,455244672,0.57976,423058428,0.23878,3830621451,0.53329,3732940980,0.23903,131765004,0.52631,141274485,0.33104,272975361,0.75945,277825542,0.5349,2337495660,0.68485,2198037801,0.56515
3337913001,0.55553,2764976916,0.37092,3292661000,0.52321,1560999768,0.36992,3047687709,0.2876,4016814594,0.23375,6056891604,0.57437,5352211557,0.30575,4459057815,0.42187,5371407873,0.3319,5028205839,0.66009,1648015953,0.23752,455561304,0.57951,423761832,0.2385,3830674557,0.53354,3735859305,0.23899,131777028,0.52658,141274485,0.36087,273076563,0.75959,278084058,0.53461,2338467099,0.68492,2198726676,0.5651
3339142956,0.55558,2765699358,0.37105,3298777000,0.52243,1561061892,0.37012,3049490808,0.28755,4016860686,0.23395,6064630551,0.57402,5352561255,0.30591,4459120941,0.42225,5374715976,0.33178,5030707332,0.66013,1648113648,0.23757,455581344,0.57982,423765840,0.23859,3832006716,0.53377,3738116310,0.23887,131784543,0.52674,141294525,0.33127,273102615,0.76004,278105100,0.5348,2339829318,0.68484,2199629979,0.56518
3339902472,0.55583,2767630713,0.37097,3302110000,0.5222,1562052870,0.37007,3050039904,0.28762,4017695853,0.23397,6068666106,0.57394,5354473572,0.30594,4459629957,0.42243,5374976997,0.33183,5030914245,0.66039,1648462845,0.23764,455687055,0.57997,423774858,0.23869,3832919037,0.53377,3739591254,0.23885,131791056,0.52691,141324585,0.33142,273302514,0.75993,278123637,0.53494,2343939021,0.68396,2200728171,0.5652
3340340847,0.55608,2767858167,0.37112,3305591500,0.52183,1562407578,0.37013,3053438187,0.2874,4019915283,0.23396,6072028317,0.57392,5356998612,0.30608,4461506202,0.42248,5375128299,0.33192,5031747408,0.66063,1650284982,0.23755,455977134,0.57992,424283874,0.23853,3834284262,0.53392,3741801165,0.23886,131805084,0.52707,141391218,0.33157,273549507,0.75954,278161212,0.53518,2344358859,0.68422,2202278766,0.56508
3342067293,0.55591,2769230406,0.37119,3306243500,0.52205,1564032321,0.37,3056075952,0.2873,4020975900,0.23401,6072563886,0.57412,5361674445,0.30601,4462522230,0.42269,5376503043,0.33195,5034551004,0.66066,1651101111,0.23762,456066312,0.58019,424307922,0.23859,3834403500,0.53423,3742576713,0.23886,131906286,0.52699,141457350,0.33167,273876159,0.75901,278199288,0.53529,2344759158,0.68464,2202837381,0.56519
3343661475,0.55588,2770959858,0.37116,3306575000,0.5222,1566572892,0.36969,3056684667,0.28732,4024428291,0.23395,6072751260,0.5744,5362098792,0.30613,4463175033,0.42289,5378033598,0.33194,5038829043,0.66045,1653936270,0.23737,456611400,0.57976,424520346,0.23856,3837124932,0.53397,3743598252,0.23887,131911296,0.52728,141602139,0.33154,273877662,0.75922,278273937,0.53538,2344945029,0.68509,2204048799,0.56502
3345716577,0.55584,2771814063,0.37123,3310595500,0.52184,1567455153,0.36968,3058971231,0.28731,4026234897,0.23391,6074064381,0.57487,5364584253,0.3062,4464558294,0.42303,5378326182,0.33207,5041608090,0.66053,1655127648,0.23731,456979134,0.57968,424543893,0.23867,3837787254,0.53413,3745361772,0.23883,131935845,0.52737,141619674,0.33177,273904716,0.75952,278451291,0.53517,2345212062,0.68525,2204249199,0.56533
3346205052,0.55613,2772069573,0.37141,3310900000,0.52213,1567943127,0.36975,3059594976,0.28741,4028396712,0.2339,6075463173,0.57535,5368995558,0.30613,4465591356,0.42315,5380670862,0.33203,5043977319,0.66067,1655199291,0.23739,457266708,0.57979,424888080,0.2386,3838416009,0.53421,3746580705,0.2388,131973921,0.52742,141619674,0.33194,273944796,0.75957,278459808,0.53535,2345698533,0.68554,2206148991,0.56508
3346515171,0.5564,2775469359,0.37115,3311313500,0.52236,1568620479,0.36974,3062901075,0.28716,4032390684,0.23381,6075879504,0.57548,5369330226,0.3063,4468181526,0.4231,5382109734,0.33201,5045465289,0.66092,1655749890,0.23739,457924020,0.57913,425060424,0.23862,3847514169,0.5331,3747890820,0.23878,131994462,0.52768,141629193,0.33206,273985377,0.76,278481351,0.53546,2347419969,0.68546,2208576336,0.56469
3346690020,0.55664,2776369656,0.37122,3311331500,0.5227,1569423081,0.36971,3064163094,0.28713,4032800502,0.23384,6077582403,0.57577,5371918392,0.30635,4473969078,0.42275,5387005005,0.33181,5048022393,0.66092,1657098582,0.23735,458544258,0.57863,425203209,0.23864,3849753639,0.53287,3751104735,0.23877,132129231,0.52736,141666267,0.33219,273999405,0.76027,278780949,0.5351,2350963542,0.68479,2209367415,0.56475
3346814268,0.55686,2776897710,0.37135,3311599500,0.5229,1570358448,0.36965,3066147555,0.28704,4032942786,0.23396,6084893496,0.57551,5373908364,0.30646,4474302744,0.42297,5388014019,0.33185,5048950245,0.66119,1657315515,0.23745,458600370,0.57898,425566434,0.23852,3849870372,0.53305,3755879766,0.2388,132141255,0.5278,141695826,0.33228,274354614,0.75972,278854095,0.53536,2351056227,0.68505,2210871918,0.56464
3347846829,0.55699,2781786969,0.37094,3311866000,0.52337,1571173074,0.36965,3067722198,0.28697,4035751392,0.23387,6087959115,0.5757,5375359260,0.30654,4476540711,0.42293,5395192848,0.33155,5049383610,0.66151,1658051484,0.23747,458788245,0.57899,425778357,0.23854,3851467059,0.53313,3761175336,0.23852,132284040,0.52744,141750936,0.33232,274381167,0.76025,278960808,0.53552,2351605824,0.68562,2212887441,0.56453
3350844813,0.55679,2781934764,0.3711,3312710000,0.5236,1573682082,0.36931,3068593938,0.28704,4040142156,0.23369,6089196084,0.57599,5384105718,0.30624,4477392411,0.42313,5395287537,0.33165,5050658655,0.66181,1659389154,0.23747,459072813,0.57917,426001803,0.23854,3851569263,0.53325,3761369223,0.23858,132308589,0.52757,141782499,0.33242,274463832,0.76057,279058503,0.53575,2352720048,0.68564,2213441046,0.56458
3351580281,0.55696,2782903698,0.37125,3313475500,0.52376,1575299310,0.3691,3070374993,0.28706,4043444748,0.23365,6090424035,0.57645,5384109225,0.30645,4477673973,0.42333,5398004961,0.33163,5052433698,0.66207,1660023921,0.23751,459076821,0.57939,426461721,0.23841,3852420462,0.5333,3762700380,0.23855,132308589,0.52783,141824082,0.33252,274473351,0.76085,279314013,0.5356,2353830264,0.68561,2213927517,0.56476
3352689996,0.55699,2783165721,0.3714,3313862000,0.52398,1578839877,0.36855,3071010762,0.28716,4044198252,0.23372,6091210605,0.57673,5386169838,0.30652,4478695011,0.42349,5399274495,0.33167,5052463758,0.66257,1661771409,0.23742,459100368,0.57948,426718734,0.23839,3853070259,0.53341,3765699867,0.23839,132329130,0.52796,141834102,0.33268,274523451,0.76106,279381147,0.53573,2355857811,0.68548,2213985132,0.56517
3353488089,0.55709,2789398662,0.37072,3314040000,0.52421,1579310817,0.36865,3075127479,0.28687,4045201755,0.23372,6093093864,0.57706,5387600694,0.30659,4482605316,0.4234,5400202347,0.33172,5053685697,0.66276,1661843052,0.2375,459379926,0.57945,426958212,0.23838,3854514642,0.53333,3771108663,0.23813,132390753,0.52802,141968871,0.3325,274638681,0.76114,279683250,0.53533,2356229052,0.6857,2214499158,0.56523
3353570754,0.55735,2795232306,0.37018,3315477000,0.52433,1579840875,0.36871,3075179583,0.28696,4045756863,0.2338,6095674515,0.57742,5394762489,0.30631,4482823752,0.42364,5400790521,0.33178,5054717256,0.66304,1662818499,0.23748,459449064,0.57958,426977250,0.23856,3856628862,0.53321,3771242430,0.23823,132448869,0.52807,141983400,0.33258,274795494,0.7613,279805995,0.53526,2357036163,0.68593,2215973100,0.56525
3355617339,0.55738,2795642625,0.37034,3316000500,0.52439,1580391975,0.36883,3076538295,0.28715,4048078497,0.23377,6102205050,0.57711,5397606666,0.30633,4484617332,0.42373,5401673283,0.33181,5055728274,0.66322,1663213287,0.23751,459480627,0.57972,427153101,0.23857,3861918921,0.53257,3774173781,0.23812,132521514,0.52799,141985404,0.3327,275029461,0.76111,279851586,0.53532,2358434454,0.68589,2219155452,0.56511
3358025145,0.55732,2795958255,0.37042,3316118500,0.52461,1580514219,0.36898,3077169555,0.28714,4049049435,0.23383,6107371863,0.57706,5399902749,0.30639,4492268604,0.42323,5401815567,0.33196,5059219242,0.6632,1664208774,0.23747,459726117,0.5798,427290876,0.23859,3865137846,0.5324,3774417267,0.23816,132522015,0.52814,142028991,0.33278,275323047,0.76058,279869121,0.53548,2360757591,0.68575,2222559246,0.56461
3359495079,0.55734,2796045930,0.37062,3317305000,0.5246,1581521730,0.36889,3077349414,0.28722,4049724783,0.23383,6110596800,0.57715,5404972869,0.30631,4492796658,0.42343,5402794020,0.33202,5063683152,0.66297,1667032911,0.23724,459990645,0.57995,427422639,0.23865,3865218507,0.53255,3775006944,0.2382,132546063,0.52841,142054542,0.33288,275354109,0.76083,279969822,0.53548,2361642858,0.68578,2223540705,0.56471
3359646882,0.55761,2797201236,0.37074,3321543500,0.52418,1583561802,0.36863,3077387490,0.28748,4052917155,0.23386,6115307202,0.57707,5406286491,0.30648,4492863291,0.42379,5406739395,0.33191,5066416608,0.66302,1669622580,0.23701,460452567,0.5797,427819932,0.2386,3865558686,0.53329,3777071064,0.23843,132601173,0.52845,142202337,0.3327,275367135,0.76112,280316514,0.53495,2361944961,0.68596,2224038198,0.56475
3360859302,0.55761,2797487808,0.37085,3324693000,0.52397,1584393462,0.3686,3077921055,0.28772,4053029880,0.23399,6117777633,0.57716,5412301998,0.30641,4499908353,0.42334,5408105622,0.33193,5066876025,0.66343,1670557446,0.23698,460533228,0.57989,427863018,0.23865,3865767603,0.53337,3778683783,0.23845,132725421,0.52816,142234401,0.33279,275446794,0.76112,280347075,0.53497,2362405881,0.6861,2226715542,0.56442
3361431444,0.55779,2798181693,0.37092,3327283000,0.52377,1586983632,0.36818,3080393991,0.28763,4054168653,0.23407,6124152858,0.57692,5414796978,0.30643,4500961455,0.42348,5408379168,0.33204,5070934125,0.66324,1671592512,0.23697,460643949,0.57998,427924140,0.23877,3869973498,0.53358,3782153709,0.23832,132731934,0.52829,142310052,0.33281,275457816,0.76161,280589058,0.53467,2362923915,0.68631,2228097801,0.56434
3362349276,0.55798,2798332995,0.37107,3330659500,0.52357,1588793745,0.36797,3081032766,0.28783,4054265847,0.23418,6125013576,0.57742,5414934252,0.30655,4501007046,0.4237,5408807022,0.33211,5073158565,0.66336,1671662652,0.23707,460697556,0.58029,427973238,0.23886,3870604758,0.53444,3785307504,0.23835,132754479,0.5284,142405743,0.33274,275538978,0.76203,280823526,0.53434,2363070708,0.6866,2229365331,0.56443
3367741539,0.55731,2801120559,0.37092,3331535000,0.52374,1590466584,0.36782,3084913512,0.28755,4055846001,0.23416,6141139764,0.57655,5415666714,0.30669,4503478980,0.42359,5410696293,0.33212,5076192621,0.66357,1673121564,0.23704,461219598,0.57987,428013819,0.23899,3872707956,0.53437,3789520413,0.23834,132754479,0.52853,142427286,0.33285,275894187,0.76137,280834047,0.5345,2364179922,0.68684,2230464525,0.56441
3369066684,0.55732,2801547411,0.37102,3333174500,0.52391,1591394436,0.36783,3084991167,0.28782,4056476760,0.23421,6146901765,0.57658,5418223818,0.3067,4503545613,0.42393,5414340066,0.332,5079206136,0.6637,1673126073,0.23718,461259678,0.58013,428226243,0.23897,3880237986,0.53348,3791127621,0.23833,132818607,0.52846,142428789,0.33306,275942283,0.76164,280852584,0.53459,2366933919,0.68676,2230636869,0.56455
3374656842,0.55666,2804076459,0.37092,3336214500,0.52366,1591502652,0.36797,3085265715,0.28794,4057980762,0.23423,6149659269,0.57702,5419827018,0.30679,4504522062,0.424,5416827030,0.332,5080633485,0.66388,1673361042,0.23724,461846349,0.57964,428563416,0.23892,3881876757,0.53344,3794182218,0.23826,132839148,0.52865,142502937,0.33302,275978355,0.76194,281134647,0.53426,2367173397,0.68692,2232035160,0.56453
3376029582,0.55667,2805547896,0.3709,3339664500,0.52344,1591624395,0.36807,3094462071,0.2874,4065967203,0.234,6149919288,0.57731,5420730321,0.30692,4507117743,0.42392,5426029899,0.3316,5087331354,0.66348,1675594500,0.23708,461890437,0.57989,428738766,0.23894,3882141285,0.53349,3797112567,0.23818,132953877,0.52837,142517967,0.33319,276031461,0.7622,281219817,0.53432,2367380811,0.68724,2233084254,0.56451
3380255016,0.55639,2806019838,0.37098,3340352500,0.52359,1593176493,0.36792,3095710563,0.28748,4067906073,0.23403,6151214874,0.57769,5423139129,0.307,4507340187,0.42419,5434584975,0.33123,5089093872,0.66379,1676536881,0.23705,462101859,0.57993,428971731,0.23895,3882746994,0.53353,3799391616,0.23811,132961893,0.52861,142583598,0.33321,276061521,0.76256,281802981,0.53341,2371292118,0.68645,2233271628,0.56469
3383345685,0.5561,2806520838,0.37103,3341376000,0.5237,1594382901,0.3678,3098138910,0.28774,4068671100,0.23406,6164802495,0.577,5423241834,0.30711,4507889283,0.4244,5435123049,0.33131,5091356889,0.66386,1677344994,0.23704,462117891,0.58021,429311409,0.23888,3883730457,0.53352,3799930692,0.23811,132965901,0.52907,142603137,0.33332,276135168,0.76275,282134142,0.53291,2371440915,0.68698,2233399383,0.56499
3385293573,0.55606,2806668633,0.37114,3341608500,0.52396,1595129391,0.36789,3099410448,0.2878,4072707657,0.23396,6166765914,0.57737,5424610065,0.30728,4509896289,0.42442,5435840481,0.33135,5093690547,0.66394,1677840984,0.2371,462618891,0.57976,429768822,0.23879,3883985967,0.53378,3802122567,0.23804,133019508,0.5291,142802535,0.333,276185268,0.76307,282218811,0.5329,2372363757,0.68705,2233627338,0.56519
3388562598,0.55591,2806911117,0.37137,3342761000,0.52419,1595130894,0.368,3100228080,0.2878,4074293823,0.234,6174964779,0.577,5433267345,0.30697,4509950898,0.42464,5436259818,0.33146,5096333823,0.66389,1678794888,0.23708,462744642,0.5799,430049382,0.23874,3885386763,0.5337,3803761839,0.23807,133029528,0.52916,142916262,0.33291,276222342,0.76357,282359592,0.53284,2378033073,0.68573,2233695474,0.56554
3389281032,0.55619,2807420133,0.37148,3344700500,0.52409,1595619870,0.36802,3100769661,0.28784,4074317871,0.23407,6176710263,0.5772,5444427120,0.30664,4511680851,0.42477,5438020833,0.33145,5099587317,0.66382,1679645085,0.23707,462898449,0.57983,430164612,0.23877,3887003490,0.53375,3804127569,0.23813,133110189,0.52903,142936803,0.33299,276430758,0.76353,282531936,0.53263,2378163834,0.68623,2234502084,0.56582
3391571103,0.55607,2809771827,0.37136,3346409000,0.52403,1595687505,0.36821,3103743096,0.28772,4075602936,0.23413,6176908158,0.5774,5446015290,0.30684,4516552575,0.42463,5444673111,0.3312,5100334809,0.66419,1680031356,0.23716,463139430,0.58003,430198179,0.23887,3887122728,0.53386,3804691695,0.23819,133134738,0.52916,143022975,0.33318,276496890,0.76366,282640152,0.53271,2378515035,0.68637,2236585242,0.56566
3398202339,0.55533,2810248278,0.3715,3348202000,0.52393,1596067764,0.3683,3104191491,0.28776,4077121968,0.23419,6179771373,0.57774,5448813876,0.30689,4517336139,0.42487,5450360463,0.33105,5101563762,0.66443,1680835461,0.23722,463343838,0.57998,430272828,0.2389,3892443849,0.5334,3807138078,0.23828,133176321,0.52923,143023977,0.3333,276856107,0.76313,282668208,0.53284,2379648297,0.68626,2238510084,0.56548
3398870673,0.55561,2811383544,0.37152,3351919500,0.52368,1597045215,0.36822,3105454011,0.28778,4090059792,0.23364,6188034867,0.5775,5450516775,0.30697,4518225414,0.42504,5451178095,0.33112,5104369863,0.6646,1681100490,0.23732,463488627,0.58032,430465713,0.23891,3892753968,0.53356,3808581960,0.2383,133180830,0.52959,143059047,0.3334,276886668,0.76347,282680232,0.53298,2380426350,0.68635,2240421399,0.56529
3400751427,0.55555,2811506289,0.37168,3352080500,0.52389,1598805228,0.36798,3107724543,0.28775,4091607381,0.23377,6189349491,0.57768,5455741704,0.30687,4519348155,0.42518,5452973178,0.33109,5105537694,0.66475,1683121524,0.23722,463602855,0.58038,430969719,0.2388,3894127209,0.53355,3810134559,0.23852,133180830,0.52984,143062554,0.3336,276903201,0.76387,282685743,0.53343,2384413308,0.6857,2240528613,0.56555
3401051025,0.55576,2813315400,0.37168,3353862000,0.52381,1600712034,0.3678,3112263603,0.28743,4099353843,0.2338,6192924126,0.57779,5458396002,0.30701,4522853151,0.42515,5453163558,0.33115,5109607818,0.6645,1684705185,0.23714,464309766,0.57972,431003787,0.23893,3894227910,0.53373,3813172623,0.23843,133205379,0.53006,143079087,0.33371,276941778,0.76418,282934740,0.53309,2387851671,0.6849,2241609270,0.56565
3402485388,0.55603,2814719703,0.37169,3354761000,0.52405,1601622852,0.36772,3114211491,0.28734,4102325274,0.23372,6205397523,0.57693,5458669548,0.30711,4524564066,0.42519,5460132969,0.33087,5110046694,0.6648,1686377523,0.23709,464795235,0.57937,431143566,0.23904,3894287529,0.53384,3813579435,0.23848,133239948,0.53026,143079588,0.33391,277236867,0.76389,282963798,0.53315,2387964897,0.68537,2242555158,0.56575
3405194796,0.55598,2815836432,0.37177,3355069000,0.52423,1603662423,0.36747,3115238040,0.28729,4104706026,0.23373,6208820856,0.57715,5463377445,0.30707,4525705845,0.42528,5463008709,0.33079,5114686956,0.66458,1686790347,0.23713,464802750,0.57956,432092460,0.23871,3894914280,0.53402,3814112499,0.23851,133247964,0.53038,143163255,0.33401,277333059,0.76398,283044459,0.5333,2388931326,0.68548,2245163364,0.56533
3410468823,0.55544,2816048355,0.3719,3358788500,0.52387,1604033163,0.3675,3120516576,0.28686,4105846302,0.23377,6217722123,0.57682,5465081346,0.30716,4525892718,0.42557,5463144981,0.33091,5118796659,0.66427,1687304874,0.23719,464830806,0.57968,432365004,0.23869,3901587600,0.53327,3815584437,0.23859,133384737,0.5302,143197824,0.33406,277717827,0.76317,283044459,0.53314,2389540041,0.68569,2245438413,0.56552
3413186748,0.55524,2816500257,0.37207,3360775500,0.52375,1604153403,0.36763,3121512564,0.28681,4105981071,0.23386,6218827830,0.5772,5465767215,0.30736,4529376171,0.42554,5469559284,0.33064,5122612275,0.66412,1688377515,0.23712,464942529,0.57971,432951675,0.23848,3906457821,0.53334,3818262783,0.2385,133495458,0.52997,143284497,0.33413,277783959,0.76347,283506381,0.5328,2393873190,0.68468,2245582200,0.56582
3413974320,0.55538,2817286827,0.37214,3363798000,0.5236,1604693982,0.36772,3121903344,0.28711,4108286172,0.23387,6220833333,0.57729,5466201081,0.30752,4534321542,0.42528,5470714590,0.33072,5124004053,0.66432,1688546853,0.23722,465038721,0.57978,433067907,0.23851,3909295485,0.53308,3819009774,0.23854,133537041,0.53019,143337603,0.33417,278135160,0.76301,283635639,0.53275,2394507456,0.68466,2247763554,0.56574
3414616101,0.55581,2821089417,0.37185,3364904000,0.52375,1606073235,0.36759,3122377290,0.28713,4108671942,0.23393,6222253668,0.5777,5467082841,0.30764,4535284965,0.42545,5471454066,0.33076,5124700944,0.66466,1690775802,0.23705,465094332,0.57996,433092957,0.23858,3910250391,0.53322,3821942127,0.23869,133623213,0.53011,143375679,0.33422,278198286,0.76327,283673715,0.53284,2394977394,0.68507,2247764556,0.56604
3417224307,0.55568,2821432602,0.37198,3367709000,0.52358,1606220529,0.36768,3122837709,0.28719,4111396881,0.23391,6223173504,0.578,5468720109,0.3078,4537536459,0.42542,5472730614,0.33076,5131279575,0.66421,1691948643,0.23707,465264672,0.57983,433328928,0.23851,3915552474,0.53267,3825020271,0.2386,133629726,0.53028,143431290,0.33426,278429748,0.76318,283705278,0.53339,2395682802,0.68513,2249918355,0.56586
3418744341,0.55564,2821542822,0.37214,3369175500,0.52368,1606918422,0.36772,3122916867,0.28735,4120913376,0.23361,6245087745,0.57648,5479922970,0.30751,4538954790,0.42563,5472913479,0.33082,5133739986,0.66436,1692519783,0.23709,465882405,0.57946,433565901,0.23853,3915676722,0.53423,3825528786,0.23864,133687842,0.53029,143442813,0.33439,278686260,0.76307,283745358,0.53348,2395693824,0.68549,2252884776,0.56545
3419271393,0.55574,2823351933,0.37208,3372584500,0.52348,1607711004,0.36769,3123699930,0.28735,4122344733,0.23361,6259328670,0.5754,5482394904,0.30747,4540279935,0.42578,5473234620,0.33091,5137054101,0.66416,1692730203,0.23713,466083807,0.57968,433806381,0.23853,3916433232,0.53429,3825866961,0.23868,133742451,0.53037,143660748,0.33401,278704797,0.76346,283921209,0.53324,2395969875,0.68599,2254029060,0.56542
3421033410,0.55584,2824513752,0.37209,3373817000,0.52338,1608886851,0.36757,3124649826,0.28744,4126822671,0.23348,6260181873,0.57575,5482414944,0.30763,4547561970,0.42533,5473897944,0.33095,5137707906,0.66443,1692838419,0.23726,466253646,0.57984,433854477,0.23855,3918065490,0.53438,3826870464,0.23881,133876719,0.52998,143661249,0.33414,278708304,0.76398,284076519,0.53337,2396730894,0.68614,2255482962,0.56539
3421133109,0.55608,2825443107,0.37217,3375583000,0.5234,1610455983,0.36737,3125070666,0.28754,4127742006,0.23352,6263533563,0.5759,5485643388,0.30759,4548589020,0.42544,5474129406,0.33105,5142965400,0.66409,1692967677,0.23736,466453545,0.57989,434122011,0.23855,3923419176,0.53382,3827926071,0.23886,133947861,0.52993,143699826,0.33423,278763414,0.76421,284189745,0.53363,2397370170,0.68628,2256121236,0.56553
3422028897,0.55621,2828326863,0.37196,3377363500,0.52345,1613882322,0.36684,3125142810,0.28759,4130137287,0.23348,6264466425,0.57643,5489178444,0.30761,4553418159,0.42533,5475578799,0.33108,5144677818,0.66434,1693172085,0.23743,466842822,0.57962,434377521,0.23848,3926784894,0.53354,3828215649,0.23896,134028021,0.52998,143699826,0.33439,278839566,0.76448,284226819,0.53399,2399569560,0.68594,2256690873,0.56565
3424987302,0.55603,2830638978,0.37193,3378229500,0.52357,1614996546,0.36676,3126388797,0.28754,4134667830,0.23331,6265991469,0.57669,5490726033,0.30773,4554472263,0.42563,5479738101,0.3309,5145926811,0.66448,1694002242,0.23742,467038212,0.57978,434473212,0.23856,3927757836,0.53351,3829418550,0.23895,134033031,0.5303,143707842,0.33455,278908203,0.76462,284304975,0.53404,2402564538,0.68539,2257489467,0.5658
3425983791,0.55606,2831041782,0.37205,3378602000,0.5237,1615291134,0.36681,3126817152,0.2876,4137963909,0.23324,6269246466,0.5769,5491722021,0.30787,4555708731,0.42568,5479883391,0.33095,5148339627,0.66457,1696353435,0.23724,467138913,0.5801,434861988,0.23847,3929313942,0.53341,3835288767,0.23891,134119203,0.53023,143781489,0.33458,279012912,0.76469,284419704,0.5343,2402825559,0.68576,2258668821,0.5657
3426228279,0.55628,2831223645,0.37217,3379475500,0.52383,1615331214,0.36693,3134231451,0.28697,4138355691,0.2333,6271932828,0.57714,5492125326,0.30798,4556380071,0.42587,5484892389,0.33079,5150160762,0.66482,1696567362,0.23741,467264163,0.58014,435042849,0.23847,3934312920,0.53292,3838171020,0.23879,134138241,0.53042,143797020,0.33467,279622629,0.76354,284528421,0.53418,2403609123,0.68573,2259722424,0.56582
