TAESDHPI,AESDHPI,TAESEHPI,AESEHPI,TCRCHPI,CRCHPI,TDIJKHPI,DIJKHPI,TFFTHPI,FFTHPI,TMXMHPI,MXMHPI,TQSORTHPI,QSORTHPI,TSSEARCHHPI,SSEARCHHPI,TSUSANCHPI,SUSANCHPI,TSUSANEHPI,SUSANEHPI,TSUSANSHPI,SUSANSHPI
312622998,0.5626,302458710,0.50927,401280459,0.31767,606804687,0.49422,714663975,0.30183,337294743,0.45601,503191374,0.56011,83324316,0.54513,50624547,0.41702,80682042,0.36912,284595054,0.55336
317526285,0.55637,304992768,0.50979,401515929,0.32018,606910899,0.49668,715390926,0.30298,337676004,0.45705,503345181,0.56441,83667000,0.54607,50640579,0.41821,80817312,0.36965,287674200,0.55093
317948127,0.55809,307334943,0.51097,405299481,0.31883,613553658,0.49386,719205039,0.3031,339420987,0.45752,504404295,0.56894,83942550,0.54674,50890077,0.41724,81406488,0.36825,288924696,0.55116
322213140,0.55404,316171080,0.49902,406562001,0.31974,613787124,0.49654,723343299,0.30436,341025189,0.45677,511922802,0.56396,84129423,0.5468,50945187,0.41708,81406989,0.37057,291570978,0.55123
323094399,0.55618,316850436,0.5023,409306980,0.31935,614848743,0.49838,753286566,0.29323,341972580,0.45696,512192340,0.57048,84223611,0.54927,51039375,0.41728,82508688,0.3662,291768372,0.55433
326201601,0.55443,317513259,0.50352,410197758,0.3198,629327142,0.49013,755190366,0.29363,345086796,0.45628,514140729,0.57176,84489141,0.5498,51661116,0.414,82571313,0.36698,294740805,0.55264
327176046,0.55514,317779290,0.50662,411194247,0.32046,633594159,0.4895,788640132,0.28338,345678978,0.45804,516260460,0.57254,84585333,0.55319,51699192,0.41441,82588347,0.36887,297589992,0.55141
328274238,0.55532,317848929,0.50951,415364070,0.31897,640103652,0.48798,789988323,0.28391,347713038,0.45878,518450832,0.57468,84857877,0.55452,51708210,0.41516,84093351,0.36333,297685683,0.55554
330916512,0.55506,320502726,0.50738,418506342,0.31877,641402244,0.48858,794196222,0.28386,347758128,0.4614,524724354,0.57011,84946053,0.55578,52008810,0.41327,84150465,0.36368,298837983,0.55732
331925025,0.55529,320852424,0.51064,423973254,0.31746,648023460,0.48569,794278386,0.28569,347856825,0.46479,526626150,0.57276,85143948,0.55867,52038369,0.41476,84235635,0.3641,300048900,0.55987
332008191,0.55736,321586890,0.51364,430755792,0.31337,648309030,0.48778,797223264,0.28674,350930961,0.46355,529215819,0.5732,86600355,0.55085,52205703,0.41443,84482628,0.36401,302856504,0.55908
335437536,0.55455,322495704,0.51467,435867996,0.31047,649620147,0.48993,805937658,0.28503,351583764,0.46758,531388155,0.57336,86708070,0.55193,52490271,0.4129,84484131,0.36511,302911614,0.56264
336146952,0.55785,323032776,0.51752,436653063,0.31258,661625109,0.48366,808305384,0.28628,356799675,0.46266,536082525,0.57062,86862879,0.55388,52644579,0.41297,84647457,0.36539,303692172,0.56445
337664481,0.55949,325496193,0.51566,438756261,0.31302,662037933,0.48553,812355969,0.28585,358279128,0.46304,538494840,0.57181,87842334,0.54953,52951191,0.41137,85451061,0.36362,304098984,0.56922
345507135,0.5498,325700601,0.51881,441906048,0.31255,669357042,0.48429,814775298,0.2864,361792641,0.46111,545170665,0.56835,88574796,0.54696,53453694,0.40815,86043744,0.36256,306005790,0.56993
349801707,0.54641,328768725,0.51756,446892000,0.30987,686959677,0.47494,815179104,0.28777,362890833,0.46194,545516856,0.57375,88588824,0.54984,53568924,0.40878,86395446,0.36254,307197168,0.57068
350777655,0.54766,328883955,0.52023,449050809,0.3102,692111961,0.47484,815938119,0.2896,363603756,0.46621,550147599,0.57022,88656459,0.55156,54032850,0.40623,86449554,0.36441,310388538,0.568
357033642,0.54131,329179044,0.52387,450536775,0.31072,696258237,0.47403,822134487,0.2885,364182411,0.47012,553188669,0.57238,89247639,0.55285,54059904,0.40681,86696046,0.36505,314610465,0.56315
357541656,0.54339,330600882,0.52603,453783756,0.31231,697671057,0.47582,822704124,0.29053,364422891,0.47253,560595453,0.56738,89383911,0.55476,54163110,0.40714,86873400,0.36518,315210162,0.56521
358884336,0.54549,331309296,0.52812,455554791,0.3135,697761738,0.47875,824733174,0.29311,369867759,0.4695,575524752,0.55636,90259659,0.55238,54170625,0.40778,87462576,0.36384,316220178,0.56639
359905875,0.54777,332463099,0.53015,459773712,0.31205,702927048,0.4779,826160523,0.29408,372691896,0.4704,577828350,0.56066,91900434,0.54467,54210204,0.40892,87899949,0.36269,321859935,0.55935
361779615,0.54896,335710080,0.52945,461373906,0.31331,709921509,0.47544,832825827,0.29526,373812633,0.4716,581313306,0.56134,92077287,0.54639,54960702,0.40427,90002646,0.35573,322473159,0.56129
362389833,0.55044,340540722,0.52416,467439513,0.3104,710628921,0.47799,834016704,0.29629,375510522,0.4727,581633946,0.56408,92117868,0.548,55151583,0.40394,90573786,0.35438,324295296,0.56276
362658870,0.55235,344414955,0.52084,467995623,0.31314,717801738,0.4752,840781707,0.29516,375712425,0.47408,583362396,0.56522,93094317,0.54543,55590960,0.40161,90597834,0.35568,329872929,0.55764
362802156,0.55549,345566754,0.52109,472628871,0.31063,718213560,0.47715,841973085,0.29585,378120231,0.47322,585022710,0.56647,93155439,0.54872,55741761,0.40112,90604848,0.35659,332943057,0.55694
364485015,0.55588,345676473,0.52316,474456018,0.31037,719160450,0.48065,843108351,0.29687,378147285,0.47628,592343322,0.5627,93156942,0.55009,55788354,0.40184,90966069,0.35724,333273216,0.5593
365753046,0.5553,346320258,0.52368,483666903,0.30787,721055232,0.48172,844428987,0.29776,381232944,0.47363,599627361,0.55854,93161952,0.55416,55930638,0.40229,90984606,0.35829,333519207,0.56177
366358254,0.55774,350004111,0.52055,485477016,0.30918,726581763,0.48102,852186972,0.29668,384532530,0.47164,609838743,0.55264,94999119,0.54495,55985247,0.40299,91127391,0.35829,338845839,0.55716
369512049,0.55541,350856312,0.5219,485686935,0.30959,735633330,0.47721,854776641,0.29689,385952865,0.4725,611827212,0.55301,95139399,0.54622,56487750,0.40046,91131399,0.35881,340044732,0.55765
370767054,0.55524,352635363,0.52342,492083703,0.30806,735715995,0.48025,857574726,0.29853,387459873,0.47213,620683890,0.54643,95529678,0.54625,56510796,0.40109,91450536,0.35916,340784709,0.56143
371805627,0.55845,354214515,0.5231,492188412,0.30946,736271604,0.48203,871033590,0.29557,390361665,0.47134,627142281,0.54401,96494604,0.54331,56620515,0.4012,91599333,0.35983,343860849,0.55895
374317641,0.55801,359004576,0.51833,508796562,0.30081,741272085,0.48185,875587179,0.29577,391132704,0.47411,627984963,0.5458,96681978,0.54322,56665104,0.40211,91616367,0.36155,349906917,0.55404
375921843,0.55949,361922400,0.51723,511934826,0.29967,743658849,0.48278,883252479,0.29491,392225385,0.4746,630260004,0.54779,96917949,0.54351,56716707,0.40306,91881396,0.362,350443989,0.55526
376030059,0.56175,362091738,0.52012,518905740,0.29746,744178887,0.48523,898349112,0.29077,396160239,0.47552,630300585,0.55033,97071255,0.54478,56718711,0.40472,92613357,0.35966,350603808,0.55692
376266030,0.56413,362534622,0.52131,527720334,0.29547,751181865,0.48332,912336531,0.28837,399709824,0.47326,632663802,0.55251,97594299,0.54458,56971215,0.40363,92613357,0.36071,352798689,0.55705
379815615,0.56178,366166371,0.5212,528042978,0.29658,754658805,0.48397,914902152,0.28869,400666233,0.47496,637718892,0.55161,98865336,0.53911,57105483,0.40356,93943512,0.35726,355980540,0.55483
380855190,0.56354,368739507,0.52012,532906686,0.29497,755517018,0.48541,914920188,0.28973,401195289,0.47553,639873192,0.55298,99023652,0.53937,57244761,0.40309,94153431,0.35751,355999578,0.55777
382985442,0.56229,369788601,0.52145,534410187,0.29632,756888255,0.4866,924701211,0.2882,404354094,0.47517,646036995,0.55075,99222048,0.5403,57273318,0.40372,94525674,0.35706,356010099,0.56076
389952348,0.55565,370747515,0.52177,535083030,0.29727,757746468,0.48921,933739752,0.28683,404871126,0.47607,650303511,0.54973,99899901,0.53989,58062894,0.3989,94729080,0.35822,358195461,0.56069
395683287,0.55007,373501512,0.52057,535950762,0.29934,762319596,0.48857,938310375,0.28647,406785447,0.47534,653902194,0.54932,100025151,0.53996,58185138,0.39892,95777673,0.3551,358296663,0.56254
395802525,0.55255,375565632,0.52151,543435702,0.29697,764918283,0.48858,940290327,0.28776,407889150,0.477,667460757,0.54078,100455510,0.54087,58351971,0.40044,95915448,0.35558,364043634,0.55572
398209329,0.5518,375716433,0.52547,546591501,0.2964,765065577,0.493,941320383,0.28891,410759379,0.47668,672700215,0.53983,100635870,0.54222,58351971,0.39891,96202020,0.35562,364116780,0.55949
403271433,0.54669,381600177,0.5187,547481778,0.29691,768338610,0.49307,944226183,0.2903,411305469,0.47935,674511831,0.54111,101937468,0.53707,58898061,0.39726,96281178,0.36047,367100736,0.55751
404069526,0.54847,383252976,0.51809,556211703,0.29416,770408241,0.49426,947778273,0.2907,422395104,0.4696,678841473,0.54014,102218529,0.53822,59231226,0.39686,96677970,0.36168,367190415,0.55993
406428735,0.54749,383564097,0.52034,559666098,0.29318,777254406,0.4916,947983182,0.29186,422544903,0.47217,684996258,0.53947,102618327,0.53771,59246256,0.39741,97205022,0.36482,369838200,0.55896
407859591,0.54785,388840629,0.51537,568870470,0.28954,780482850,0.49232,950520747,0.2923,422809932,0.47322,685318401,0.54221,102700491,0.54115,59493249,0.39762,97246605,0.3652,369968460,0.5649
407916204,0.55071,390095133,0.51611,572339895,0.28848,785155176,0.4917,955631949,0.29198,423622053,0.47504,690741225,0.53969,103538163,0.53945,59613489,0.39799,98059227,0.36294,370959438,0.56602
408873615,0.55207,390781503,0.51753,574005219,0.28919,785581026,0.49376,958371918,0.29404,423942192,0.47698,697459635,0.53734,103715016,0.53968,60301362,0.3946,98808222,0.36032,373629267,0.56536
411517893,0.55267,391037514,0.51993,576195591,0.28853,786379119,0.49513,963705564,0.29409,425247798,0.47813,697626468,0.53916,104068722,0.53889,60463185,0.39459,98890887,0.36189,373692393,0.56892
419603031,0.5451,393330090,0.51874,580570323,0.28717,790057962,0.49637,973594302,0.29189,431511801,0.47256,701336373,0.54064,105365310,0.53473,60481722,0.39581,99419442,0.36246,373893294,0.57131
420344010,0.54636,394330086,0.51909,583121916,0.28656,790619082,0.49824,974463537,0.2923,436292844,0.46891,705535755,0.53996,105587754,0.53487,61325907,0.39129,101734062,0.35437,374494494,0.57445
421111041,0.54966,394339104,0.52064,584821809,0.2871,792028896,0.50052,981703488,0.29211,446633484,0.4598,708559290,0.53953,105917913,0.53538,61345446,0.3926,103128846,0.35464,377007009,0.57344
422908128,0.55003,395643207,0.5216,585277218,0.28849,792970776,0.50337,982506090,0.29388,454185057,0.45436,709566801,0.54013,106427430,0.53523,61352961,0.39382,103378344,0.35733,377732457,0.57448
423645600,0.55043,399938280,0.51772,588102858,0.28935,802378053,0.50098,985989042,0.29438,456592863,0.45642,710412489,0.54171,106747068,0.53535,61355466,0.3961,103847781,0.35949,378948384,0.57431
423699207,0.55282,404035458,0.5144,598808226,0.28492,802689675,0.50432,991568178,0.294,463867383,0.4505,713238630,0.54179,107371815,0.53509,61483722,0.39686,105375330,0.37331,384200367,0.57007
428554398,0.54831,405838557,0.51454,599430969,0.28606,815298843,0.50156,991704951,0.29497,464163474,0.45398,721070763,0.53989,107378829,0.53663,62415081,0.39283,105576231,0.37415,384950364,0.57282
429059907,0.54973,408304980,0.51272,608672415,0.28316,816776292,0.50249,999314640,0.29369,467036709,0.45338,723897906,0.54268,108273114,0.53452,62581914,0.39246,105767112,0.37639,386576109,0.57328
430232748,0.5508,410986332,0.5118,610463490,0.28305,821690100,0.5022,1000132272,0.29472,470950521,0.45189,731452485,0.54092,108680928,0.53526,63019287,0.39108,105968013,0.3767,392163261,0.5689
430296876,0.55287,411592542,0.51366,613926903,0.283,822112443,0.50408,1002422343,0.2949,471243105,0.45441,732905385,0.54165,108770607,0.53664,63221691,0.39049,106696968,0.37733,393491412,0.57133
431667612,0.55442,416255850,0.51036,619265058,0.28205,823063341,0.50572,1002937371,0.29623,472212039,0.45496,734117805,0.54225,108948963,0.53762,63932610,0.38688,111123804,0.38198,394814553,0.57376
434216199,0.55328,416670678,0.51136,621309138,0.28219,824282775,0.5063,1004041575,0.29717,474413433,0.45369,734780628,0.54391,110097255,0.53356,64235214,0.38565,111649854,0.38127,397822056,0.57384
434394054,0.55624,416926689,0.51348,623590692,0.28256,833880933,0.50248,1011462387,0.29575,475475052,0.45424,739982010,0.5422,110117796,0.53428,64749240,0.38448,121693902,0.35041,399457821,0.57462
434976216,0.55851,417366567,0.51619,624107724,0.28459,849467544,0.49644,1014555060,0.29562,475747596,0.45577,741228999,0.54384,110403366,0.53761,64989219,0.38458,122033580,0.35001,401408214,0.57471
439906557,0.55444,417441216,0.518,626133267,0.28479,861791142,0.49245,1019497425,0.29561,476760618,0.45744,751526553,0.53795,110464989,0.53912,64990722,0.38637,122628267,0.36535,402560514,0.5751
441035811,0.55558,420018360,0.51613,629345178,0.28461,862051161,0.4945,1027976349,0.29456,478913916,0.45892,751711923,0.54019,110765589,0.53891,65183607,0.38595,127113219,0.38707,404451288,0.57544
443668566,0.55562,420670161,0.51743,629423835,0.28555,862946448,0.49841,1035289947,0.29365,479630847,0.45985,757343163,0.53974,110797152,0.54125,66460155,0.37932,127781553,0.38559,406845066,0.57502
444275778,0.55676,422549412,0.51775,630094674,0.28729,866969478,0.49734,1037114088,0.29412,480177438,0.4622,757530036,0.54136,110856270,0.54332,66642018,0.37922,129939861,0.38004,407217810,0.57793
447784782,0.5547,423358527,0.51929,631333647,0.28909,868641315,0.49804,1040128605,0.29525,485930421,0.45841,758375223,0.54301,111483522,0.54218,66894522,0.3789,130292565,0.37978,409130628,0.57704
449630466,0.55492,428417625,0.51577,633227928,0.28986,873462438,0.49674,1042955748,0.29623,489274095,0.45675,759571611,0.54548,111851757,0.5428,66976185,0.37974,130321122,0.38062,409320006,0.57934
452609412,0.55367,429332952,0.51695,635715393,0.28956,875233473,0.49762,1048591497,0.29551,490993527,0.45718,760328622,0.54721,112066686,0.54447,66989211,0.38091,130349679,0.38172,409577520,0.58205
455054292,0.55456,430245273,0.51756,638543037,0.29019,878170836,0.4977,1056139563,0.29518,491470479,0.45953,761207376,0.54834,112194441,0.54558,67247226,0.3808,130391763,0.38296,409582530,0.58657
457015206,0.55421,430514310,0.51866,639191832,0.29037,879725940,0.49988,1061296356,0.29542,497196909,0.45585,761689338,0.54984,112750050,0.54546,68013756,0.37709,130833645,0.38286,409713291,0.58922
457534743,0.55599,430599480,0.52165,641700339,0.29046,883079133,0.5,1062577413,0.29683,501545088,0.45346,766309560,0.54844,113034618,0.5455,68014257,0.3782,130873725,0.38359,411721800,0.58791
458288247,0.55626,431152083,0.52414,645438300,0.29155,884881230,0.50154,1076747697,0.29405,506320119,0.45108,769662753,0.54854,113192934,0.5465,68138505,0.37807,130958895,0.38429,413688225,0.58798
459423513,0.55688,433598967,0.52344,648552015,0.29249,887102163,0.50283,1077629457,0.29495,508365702,0.45129,770610645,0.55165,113290128,0.54862,68171070,0.3788,131059095,0.38458,413721291,0.59142
461082324,0.55763,437358972,0.52071,651442284,0.2923,889570089,0.50444,1083327831,0.29492,508800570,0.45361,782510898,0.54556,113579706,0.54905,68271771,0.37913,131062101,0.3858,419904633,0.58537
461359377,0.56006,440684610,0.51987,653892675,0.29273,889763475,0.50657,1088953560,0.29411,509146260,0.4553,782948271,0.54772,114249543,0.54677,68756739,0.37712,131096169,0.3867,424752810,0.5812
463535721,0.55917,440954649,0.52164,663420693,0.29006,891753948,0.50727,1090356360,0.29467,511435830,0.45572,794735298,0.54053,114461466,0.54788,68966157,0.37653,131098674,0.38771,430506294,0.57676
463889427,0.56136,441298836,0.52281,666858555,0.28929,892107153,0.50906,1092764667,0.2953,511449858,0.45745,797496810,0.54101,114862767,0.54811,69109944,0.37651,131208894,0.38809,430518318,0.58029
467140917,0.55926,445023771,0.52035,669187704,0.28988,895528482,0.50961,1097947011,0.29546,512314584,0.4584,798062940,0.54359,115312665,0.54724,69144012,0.37712,131605185,0.38745,432574923,0.57953
468142416,0.56122,448209129,0.51916,678121536,0.28852,895749423,0.51338,1108579734,0.29451,513120693,0.46089,800875554,0.54363,115504047,0.5484,69756234,0.37537,131631237,0.38825,434754273,0.57911
469448022,0.56109,448572855,0.52099,679311411,0.28953,897713343,0.51385,1110580728,0.29559,519433293,0.45652,802404105,0.54594,115703946,0.54999,70136994,0.3745,132075123,0.38778,436955166,0.57757
475165434,0.55689,453212616,0.51755,680698179,0.29018,899249409,0.5144,1112131824,0.29697,520712847,0.45671,804925638,0.54615,115795128,0.55145,70148517,0.37588,132197367,0.38796,437204163,0.58081
475375854,0.55884,458202576,0.51409,681620019,0.29118,899573556,0.51591,1118650335,0.29599,521612142,0.4571,807328434,0.54663,117338208,0.54691,70303326,0.3757,132512997,0.38782,445660542,0.57286
479211009,0.55672,467515164,0.50763,683553378,0.29104,911203770,0.51136,1119335703,0.2973,524900205,0.4564,813338430,0.54437,117349731,0.54846,70335891,0.37584,132513498,0.38856,450574851,0.56907
480193971,0.55835,468811251,0.50836,686301864,0.29091,914396142,0.51168,1122923364,0.29717,525494892,0.45689,814703154,0.5463,117525582,0.54877,70508736,0.37587,132902274,0.38796,452520735,0.57046
484887840,0.55428,472901415,0.50543,697452621,0.28753,920809944,0.50992,1141340124,0.2943,526097595,0.4579,814790328,0.549,117542115,0.54984,70553325,0.37714,133001973,0.38861,452965122,0.57221
485624310,0.55523,473032176,0.50729,698698608,0.28771,920863551,0.51186,1145586600,0.29471,530544972,0.45659,818314863,0.54797,117853236,0.55026,70708635,0.37669,133367703,0.38825,453507705,0.57302
486201963,0.55802,474755115,0.50728,700729161,0.28766,921599019,0.51345,1152113628,0.2943,531570519,0.45821,819197124,0.5496,118454436,0.54993,71089896,0.37555,133391250,0.38879,455433549,0.57322
489144336,0.55703,477046188,0.50649,706839357,0.28658,921973767,0.51693,1152334569,0.29563,533831532,0.45773,820350426,0.54995,118683894,0.55001,71154525,0.37594,133445358,0.3897,455649480,0.57538
489186420,0.5585,478320231,0.50783,712700055,0.28656,922918653,0.51901,1155494376,0.29587,536522904,0.45757,821964147,0.55157,118810647,0.55147,71443101,0.37498,133527522,0.39016,456036753,0.57813
491976990,0.55783,480261105,0.50803,713240133,0.28687,927452202,0.51967,1161929220,0.29513,538963776,0.45728,831892965,0.54955,119078181,0.5512,71488692,0.37483,133621209,0.39042,457118913,0.57854
