TQSORT_ITER,PVFQSORT_ITER,TQSORT,PVFQSORT
7278804051,0.61227,7038838077,0.6469
7280711859,0.61244,7049350059,0.64627
7284873165,0.61234,7052956758,0.64649
7292752893,0.61196,7055495325,0.64665
7293370626,0.61227,7057959744,0.64699
7298174214,0.61207,7059030882,0.64742
7299653667,0.61226,7060350015,0.64772
7300982319,0.61257,7062438684,0.64796
7301961774,0.61264,7066283358,0.64828
7303502850,0.6129,7098631425,0.64594
7312098006,0.61255,7111027167,0.64552
7312236783,0.61267,7114670439,0.64565
7318373532,0.61253,7119673425,0.6458
7320053886,0.61257,7122343254,0.64623
7320834444,0.61282,7122571209,0.64672
7321027329,0.61296,7123965492,0.6471
7321800873,0.61314,7128666876,0.64743
7322564898,0.6134,7130280096,0.64754
7324815891,0.61349,7131645822,0.64795
7331757747,0.61305,7148024013,0.64707
7335433584,0.61295,7150757469,0.64891
7338890484,0.61282,7184149620,0.64642
7342314318,0.6128,7184433687,0.64681
7342667022,0.61302,7186312437,0.64736
7343592369,0.61324,7187111532,0.64778
7345004688,0.61348,7193872527,0.64761
7347984135,0.61351,7197343455,0.64761
7348131930,0.61367,7204343928,0.64732
7351340835,0.6137,7206253239,0.64764
7352453556,0.61383,7209351924,0.64798
7354879398,0.61386,7213292790,0.64801
7355679996,0.6139,7231061757,0.64701
7360709034,0.61371,7237279668,0.64688
7360867851,0.61402,7247305179,0.64647
7362113838,0.61411,7252556661,0.64661
7363532670,0.61437,7264093689,0.64584
7367873835,0.61421,7264452906,0.64629
7370172423,0.61437,7283084094,0.64519
7370491059,0.61445,7283895714,0.64562
7374229521,0.61453,7288999902,0.64585
7376716485,0.61453,7293844572,0.64605
7377104259,0.61474,7295857590,0.64617
7378993029,0.61501,7298152671,0.64625
7382145321,0.61492,7299878115,0.64641
7396396266,0.61387,7301169693,0.64663
7397043558,0.61406,7308285396,0.64639
7399593648,0.61403,7315529856,0.64612
7403032512,0.61416,7317855999,0.64641
7408671267,0.61399,7328749242,0.64595
7409864148,0.61418,7328881506,0.6464
7412699307,0.61422,7331957145,0.64645
7416969330,0.61404,7336480674,0.64689
7422152676,0.61375,7337140992,0.64707
7427427705,0.61353,7340068335,0.64719
7433279385,0.61323,7343641467,0.6471
7433502330,0.61347,7346190555,0.64741
7438532370,0.61338,7359271164,0.64661
7440209718,0.61345,7364156415,0.64678
7443565917,0.61342,7368546678,0.64674
7445430138,0.61351,7370018115,0.64707
7447585941,0.61374,7372543656,0.64745
7447819908,0.61392,7373009085,0.64783
7452665079,0.61392,7380589215,0.64766
7453960665,0.61421,7387635780,0.64731
7454039322,0.6145,7392379248,0.64735
7456539312,0.61461,7396338651,0.64764
7460208135,0.61468,7401504963,0.64766
7465956609,0.61444,7401622698,0.64808
7478152452,0.6137,7401725403,0.64863
7481367870,0.61372,7402281513,0.64935
7482082296,0.61393,7405521981,0.64963
7483518162,0.61404,7406718369,0.65008
7487512635,0.6141,7419301485,0.64944
7489766133,0.61409,7423529925,0.64979
7491168933,0.61422,7441617027,0.64878
7494309702,0.6143,7447974216,0.64857
7497793155,0.61423,7454928597,0.64838
7499192448,0.6144,7460077875,0.64823
7501868790,0.61438,7473340347,0.64777
7508355237,0.61424,7481071779,0.64752
7508368263,0.61448,7483429986,0.64799
7512180873,0.61433,7492142877,0.64784
7515297594,0.61436,7498600767,0.64763
7521333642,0.61409,7498614795,0.64823
7523209887,0.61435,7501406367,0.64818
7525223907,0.61448,7503348744,0.64827
7526811075,0.61464,7506137310,0.64836
7527230913,0.61492,7506693420,0.64896
7527484920,0.61511,7510131783,0.64922
7531877688,0.61507,7513378764,0.64936
7536301017,0.61495,7517054100,0.64957
7547072016,0.61437,7521288552,0.64963
7552999848,0.61432,7522938345,0.6501
7554462267,0.61455,7527831612,0.65042
7555167675,0.61474,7529373690,0.65063
7555684206,0.61481,7535100120,0.65049
7555737312,0.61501,7550181222,0.64991
7565809917,0.61465,7552723797,0.65021
7569992265,0.61446,7562827965,0.64975
7571752779,0.6146,7564013331,0.65002
7574531826,0.61457,7568140068,0.65009
7575161583,0.6148,7569863007,0.65065
7575645549,0.61501,7570522323,0.65114
7577760270,0.61499,7574603970,0.65115
7579464171,0.61511,7578612471,0.65125
7581846426,0.61524,7578654054,0.65177
7582012758,0.61537,7580954646,0.65193
7582562355,0.61572,7592786763,0.65171
7585183086,0.61573,7600187535,0.65135
7588273755,0.61577,7600587834,0.65171
7589545794,0.61584,7602683016,0.65203
7595544768,0.61569,7607384400,0.65211
7598917500,0.61567,7613855316,0.65189
7601556267,0.61576,7621573221,0.65168
7605427494,0.61568,7624047159,0.65207
7607028690,0.61581,7632064161,0.65186
7608391410,0.61594,7646551077,0.65126
7628342733,0.61455,7647717906,0.65165
7629907356,0.61457,7647977424,0.65227
7633833693,0.61457,7659742407,0.65214
7635541101,0.61475,7660765449,0.65258
7645760499,0.61411,7664095095,0.65295
7649036037,0.61401,7669170726,0.65299
7651097652,0.61406,7675562985,0.65283
7655168778,0.61402,7682481795,0.65297
7657207848,0.6141,7689563430,0.65308
7658053035,0.61432,7694486757,0.65339
7664349102,0.61404,7697391054,0.65397
7666351599,0.61409,7709113953,0.65322
7666492380,0.61417,7710148518,0.65359
7667322537,0.61428,7723041252,0.65327
7667945781,0.61441,7731592821,0.65443
7673444757,0.61417,7740664428,0.65397
7673569506,0.61446,7743597783,0.65426
7675153668,0.61464,7744269123,0.65465
7678492833,0.61467,7759048122,0.65381
7680267876,0.61474,7772466405,0.6532
7681570977,0.61493,7773355179,0.65374
7681852038,0.61513,7775764989,0.65384
7688050410,0.61484,7776939834,0.65429
7693240269,0.61466,7784382189,0.65413
7694024334,0.61478,7788705819,0.65417
7695430140,0.6148,7796815005,0.65381
7700419599,0.61466,7804022892,0.65407
7704460665,0.61459,7804311969,0.6544
7706194125,0.61468,7817890572,0.65381
7706287812,0.61492,7818743274,0.65409
7708037805,0.61498,7825525812,0.6541
7709651025,0.61503,7827789831,0.65434
7710303327,0.61522,7832643018,0.65458
7721670516,0.61445,7834977678,0.65481
7722231135,0.61472,7835209641,0.6551
7734146418,0.61401,7840155012,0.65502
7743275640,0.61371,7847632437,0.65469
7748619306,0.61346,7859654934,0.65403
7753281612,0.61335,7872401877,0.65363
7765167336,0.61272,7875222006,0.65376
7765629258,0.61289,7875993546,0.65436
7770077136,0.6127,7878643836,0.65449
7772127228,0.61284,7881010059,0.65471
7775538036,0.61279,7883954937,0.65499
7781613162,0.61256,7887838689,0.65501
7784675775,0.61255,7889666337,0.65553
7787633178,0.61258,7890830160,0.65624
7788377163,0.61284,7894926837,0.65617
7788442293,0.61315,7906724385,0.65555
7797063501,0.61263,7906923282,0.65619
7798231332,0.61266,7907636706,0.65656
7798526421,0.61292,7917810513,0.65636
7808402634,0.61233,7924315497,0.65606
7811203725,0.61246,7924917198,0.65635
7814206719,0.61255,7925926713,0.65662
7815327456,0.61258,7926954765,0.6569
7815828957,0.61275,7927923198,0.65704
7823139549,0.61242,7934452731,0.65701
7830679098,0.61207,7944429144,0.65666
7833287805,0.61212,7945541364,0.65692
7834505235,0.61222,7948704678,0.65748
7836855927,0.61234,7951055871,0.65763
7837585884,0.61262,7951090440,0.65793
7839095397,0.61276,7954099947,0.65827
7839459123,0.61298,7963251714,0.65781
7840019742,0.61327,7967742678,0.65807
7842209613,0.61324,7972398471,0.65826
7844785254,0.61321,7972590855,0.65866
7845861903,0.61344,7974220107,0.65881
7847524221,0.61361,7976090340,0.65934
7848149970,0.61388,7980667476,0.65925
7850263188,0.6139,7985460543,0.65931
7855024191,0.61374,7993854798,0.65932
7855785210,0.61384,7997019114,0.65951
7858140912,0.61392,7999193955,0.65979
7860841302,0.61393,8000236035,0.66016
7862802717,0.61401,8010175374,0.65967
7866149397,0.6141,8013971952,0.6597
7870755591,0.61397,8020112208,0.65949
7871646369,0.61417,8023117206,0.65973
7875586734,0.61428,8035382688,0.65911
7877311176,0.61437,8040761925,0.65918
7878324699,0.61456,8045343570,0.65928
7880551644,0.61475,8056969776,0.65873
7880881302,0.61492,8057061960,0.6594
7884779583,0.6149,8057641617,0.65984
7885054632,0.615,8059011351,0.66045
7885114752,0.61533,8070265815,0.65997
7885345713,0.61567,8071877532,0.6605
7886486991,0.61581,8076903564,0.66052
7888540590,0.61588,8079830907,0.66092
7890174351,0.61588,8084506239,0.661
7890231465,0.61626,8089350408,0.66087
7892352699,0.61632,8091024249,0.66139
7892363721,0.6165,8096169519,0.66149
7894021029,0.6166,8096858394,0.66188
7896695367,0.61659,8101032225,0.6621
7897675323,0.61683,8102134425,0.66244
7906122183,0.61641,8103105864,0.66275
7912525965,0.61623,8107753140,0.66272
7913200311,0.61635,8108342316,0.66316
7930270383,0.61527,8115025155,0.66324
7939095498,0.61492,8120537157,0.6632
7939976256,0.615,8134216962,0.66256
7944332451,0.61508,8136153828,0.6631
7956037314,0.61459,8144584656,0.66277
7957275786,0.61471,8147191860,0.6629
7958220672,0.61493,8152274505,0.66304
7966429056,0.6145,8153749950,0.6633
7968793776,0.61447,8162573061,0.66307
7973290251,0.61431,8163032979,0.66332
7980785211,0.61405,8168635161,0.6632
7982836806,0.61411,8172303483,0.66336
7985384892,0.61417,8173948266,0.66367
7986037194,0.61434,8174554476,0.66413
7987459032,0.61457,8178882615,0.66438
7988031675,0.61473,8179308966,0.66502
7989458022,0.61483,8194080450,0.6642
7995807696,0.61459,8194677642,0.66472
7997391357,0.61461,8197490757,0.6648
7997423421,0.61489,8198381034,0.66526
7998906882,0.61498,8205259764,0.66505
8000580723,0.61511,8208379491,0.6653
8007128793,0.61488,8211980178,0.6653
8008679889,0.61506,8229380910,0.66427
8010249522,0.61532,8229498144,0.66471
8021166813,0.61479,8232939513,0.66502
8027440836,0.61449,8252267592,0.66367
8029314576,0.61452,8254665378,0.66406
8031615168,0.61449,8272321119,0.66292
8034867159,0.61448,8278173300,0.66301
8038200813,0.61455,8284108146,0.66292
8038852113,0.61475,8318897085,0.66044
8039997399,0.61481,8327301861,0.6603
8043521934,0.61474,8333753238,0.66034
8044347582,0.61489,8336531283,0.6607
8044758402,0.61522,8341621443,0.66069
8047012401,0.61523,8347430538,0.66052
8048269911,0.61532,8347637451,0.66092
8051600559,0.61526,8352258174,0.66109
8051611080,0.61536,8354678505,0.66175
8052419694,0.61567,8355307260,0.66201
8054661669,0.61578,8357521680,0.66236
8055735813,0.61586,8360650926,0.66241
8057704743,0.61589,8364430971,0.66243
8057789913,0.61626,8365344795,0.66256
8058811953,0.61632,8367612321,0.6627
8059236801,0.61647,8367672441,0.66316
8067963219,0.61595,8369686461,0.66356
8069691669,0.61612,8369761110,0.66391
8070746274,0.61627,8374603776,0.66396
8079316380,0.61574,8380985514,0.66387
8080324893,0.61601,8387278575,0.66392
8082108453,0.6163,8393255004,0.66379
8083105443,0.61635,8395630245,0.66403
8085959139,0.61632,8411953827,0.66321
8086529277,0.61652,8412234888,0.6635
8091836871,0.61651,8413172760,0.66389
8096720619,0.61647,8416816032,0.66443
8099166501,0.61657,8419998384,0.66448
8100516696,0.61671,8424253878,0.66457
8107607850,0.61626,8431438719,0.6644
8108924979,0.61628,8444386062,0.66355
8109562752,0.61644,8447022825,0.66359
8115468540,0.61619,8452486731,0.66356
8116708515,0.61647,8456210664,0.66373
8118181956,0.61654,8472296271,0.6628
8118191475,0.61673,8472784746,0.66312
8122189455,0.61674,8475226620,0.66324
8122355286,0.61693,8476656474,0.66369
8134599726,0.61616,8478737628,0.66388
8137976967,0.61615,8485437501,0.66405
8143741473,0.61591,8492153406,0.66382
8144196381,0.61624,8492241081,0.66414
8158800030,0.61535,8495248584,0.66429
8164920246,0.61507,8500220508,0.66439
8167750896,0.61512,8506478499,0.66416
8167861617,0.6153,8508274083,0.66448
8170651686,0.61535,8510669865,0.66481
8170761405,0.61563,8510879784,0.66517
8173861092,0.61566,8513107230,0.6655
8179757361,0.61545,8513481477,0.66605
8183542416,0.61544,8515411830,0.66661
8185620564,0.61549,8515565136,0.6671
8185954731,0.61582,8519774538,0.66709
8193181155,0.61551,8521598178,0.66718
8199867000,0.61511,8522165310,0.66759
8200995753,0.61532,8523538050,0.6684
8207379996,0.61495,8524325121,0.66864
8208957645,0.61496,8525820606,0.66883
8210927076,0.61505,8526463389,0.66921
8214390489,0.61501,8531795031,0.66928
8216630961,0.61496,8537408736,0.66922
8217611418,0.61499,8540850105,0.66938
8218483158,0.6151,8541118641,0.66981
8219711109,0.61533,8548473822,0.66961
8220301788,0.61554,8553677709,0.66951
8224676019,0.61548,8555543433,0.66961
8225242650,0.6156,8555994333,0.66997
8230615875,0.61545,8563410636,0.66984
8232406950,0.61555,8565804915,0.67038
8237717550,0.61543,8577482724,0.66988
8237983581,0.61552,8579948145,0.66996
8239842291,0.61558,8593893981,0.6693
8242226550,0.61562,8599347867,0.66929
8248368309,0.6154,8600151972,0.66945
8252086230,0.61556,8602410480,0.66979
8252710476,0.6157,8602733124,0.67021
8271592164,0.61451,8610626880,0.66998
8272192362,0.61468,8613834282,0.67012
8272817109,0.61485,8614205523,0.67033
8285132691,0.61423,8623937949,0.67005
8285339604,0.61451,8646684852,0.66864
8290840584,0.61427,8650700868,0.66897
8292881658,0.61432,8652394749,0.6693
8293972335,0.61444,8655766980,0.66939
8297080539,0.61437,8659112157,0.66946
8297883141,0.61451,8663361639,0.66949
8299791951,0.61464,8670831549,0.66931
8305063974,0.6144,8676722307,0.66918
8307077994,0.61453,8676977817,0.66959
8309840508,0.6145,8678395146,0.66988
8311831482,0.61459,8681350044,0.66992
8313713238,0.61468,8681942727,0.67033
8315160126,0.61486,8684222778,0.67044
8320291869,0.61466,8692655610,0.67028
8321495772,0.6148,8698897068,0.67025
8321633046,0.61494,8704885521,0.67022
8323898568,0.61491,8707680099,0.67066
8329258767,0.61469,8726118402,0.6697
8332404546,0.6148,8727302265,0.66991
8335684593,0.61482,8729876403,0.67016
8342811819,0.61445,8738821257,0.66993
8348863398,0.61423,8748920415,0.66954
8351232627,0.61433,8751412389,0.66977
8352589836,0.61431,8760520068,0.66951
8360638401,0.61407,8761003533,0.66969
8363188992,0.61417,8765351712,0.66959
8366755611,0.61415,8765746500,0.67009
8367885366,0.61416,8767777554,0.67039
8373320715,0.61403,8773599174,0.67053
8373659892,0.61434,8786766456,0.67
8375260086,0.61434,8786840103,0.67027
8375653371,0.6145,8787492405,0.67069
8375852268,0.61476,8796593070,0.67042
8378386827,0.61482,8804581014,0.67019
8385399324,0.61451,8809468770,0.67017
8386111746,0.61458,8814724260,0.67014
8387537091,0.6147,8817266334,0.67064
8387567151,0.61488,8820113016,0.67069
8396105694,0.61471,8821214715,0.67098
8399192355,0.61486,8834612958,0.67064
8404456362,0.61496,8837552826,0.67077
8404978404,0.6151,8846298783,0.67062
8407466871,0.61516,8847435051,0.67097
8409141213,0.61533,8847954087,0.67129
8410469865,0.61541,8855656461,0.67109
8415480366,0.61527,8856214575,0.67159
8420432751,0.61506,8860291212,0.67181
8425885134,0.61487,8860605339,0.67241
8427388134,0.61506,8863197513,0.67243
8428050456,0.61513,8877201966,0.67178
8431326996,0.61508,8885150331,0.67145
8433971274,0.6151,8887308138,0.67179
8434399128,0.61522,8888888793,0.67197
8437597512,0.61528,8890851210,0.67239
8439176664,0.61539,8895180351,0.67237
8440183674,0.6155,8895316122,0.6728
8440298403,0.61583,8895740469,0.67325
8446257798,0.61562,8895926340,0.67365
8455331409,0.61524,8902416795,0.67335
8456272788,0.61541,8905960869,0.67347
8457030801,0.61556,8906175798,0.67392
8460468162,0.61553,8909741415,0.67413
8460509244,0.61583,8912052027,0.67439
8460585396,0.61602,8915099109,0.67458
8468654502,0.61572,8918169237,0.67467
8471706093,0.61582,8925318507,0.67462
8472356391,0.61596,8931062472,0.67474
8472388956,0.6161,8932480803,0.67503
8473657488,0.61646,8933269878,0.67535
8474990649,0.61659,8935429689,0.67548
8481549741,0.61638,8936892609,0.67563
8483300235,0.61652,8940374559,0.67555
8486485092,0.61652,8942034372,0.6756
8491294191,0.61632,8944349994,0.67576
8491808217,0.61649,8953384527,0.67546
8492334267,0.61672,8956738722,0.67569
8492741079,0.61695,8956858461,0.67609
8494990569,0.61698,8960458146,0.6761
8496138861,0.61719,8967822345,0.67593
8497531641,0.61733,8974345866,0.67585
8500323714,0.61733,8980762173,0.67574
8500610286,0.61744,8998763103,0.67478
8505213975,0.61734,9013395309,0.67393
8512657332,0.61703,9018149799,0.6739
8516169843,0.61697,9021020529,0.6745
8520483453,0.61685,9023916309,0.67454
8523236949,0.61691,9044251398,0.67345
8524211895,0.61712,9052049463,0.67326
8525925315,0.61736,9061411149,0.67288
8529227907,0.61734,9063908133,0.673
8530191330,0.61742,9064481277,0.67335
8532225891,0.61749,9070233258,0.67318
8541992886,0.6169,9076721208,0.67331
8563781376,0.61558,9076886037,0.67378
8566214232,0.61562,9087043812,0.67356
8566309923,0.61588,9088930578,0.67371
8567108016,0.616,9102094353,0.67368
8567516331,0.61614,9102288741,0.67402
8569939668,0.61617,9102614391,0.67431
8571658599,0.61617,9133510059,0.67218
8574849468,0.61614,9135525081,0.67229
8575323414,0.61644,9140450913,0.67215
8585776278,0.61599,9141188886,0.67254
8586527778,0.61604,9144873741,0.67267
8587181082,0.61618,9146717421,0.67285
8598842358,0.61556,9150310593,0.67304
8602308276,0.61553,9154946847,0.67316
8609419470,0.6154,9164098113,0.67333
8613989592,0.61528,9164760435,0.6735
8617745589,0.61533,9168339078,0.67381
8626689441,0.61491,9186911649,0.6729
8626802667,0.6152,9194716728,0.67291
8626962486,0.61539,9195841974,0.67309
8627073207,0.61554,9196093977,0.67356
8628709974,0.61571,9202801365,0.67349
8631442428,0.61581,9204510777,0.67396
8637540099,0.61556,9205675101,0.67428
8639710431,0.61572,9206858964,0.67447
8639784579,0.61595,9208618476,0.6747
8640851208,0.61605,9211824876,0.67482
8643076650,0.61616,9215251215,0.67515
8646050085,0.61611,9224646969,0.67479
8656146237,0.61582,9225767706,0.67496
8656547538,0.61593,9231165981,0.67493
8657166273,0.61609,9233708055,0.67511
8660145219,0.61617,9234445527,0.67533
8663169756,0.61607,9234848832,0.67597
8666167740,0.61611,9238083789,0.67605
8669921232,0.61603,9238953525,0.67639
8670438765,0.61632,9252539643,0.6758
8672233347,0.61645,9254742039,0.67593
8676050466,0.61639,9263223969,0.67554
8677111584,0.61655,9274298073,0.67513
8679823998,0.61668,9281062575,0.67518
8680764375,0.61685,9281288025,0.67553
8681185716,0.61696,9289743402,0.67528
8682284409,0.61706,9305916183,0.67443
8682807954,0.61728,9308758857,0.67443
8683003344,0.61752,9311461251,0.67472
8684801433,0.6176,9319928151,0.67447
8688379074,0.61755,9323647074,0.67445
8689413639,0.61768,9324222723,0.67469
8695277844,0.61745,9340959129,0.67381
8695312914,0.61758,9344152503,0.67396
8696555394,0.61775,9347423031,0.67395
8710685598,0.61691,9353561283,0.67387
8713400016,0.61692,9355928007,0.67426
8713654524,0.61706,9360412458,0.67415
8713927068,0.6173,9366692994,0.67405
8726829321,0.61675,9378649359,0.67368
8728634925,0.61675,9382889823,0.6736
8729446044,0.61688,9383158860,0.67408
8732915469,0.61705,9383404350,0.67679
8736058242,0.61711,9386260050,0.67697
8740740588,0.61699,9394832661,0.67679
8742214530,0.61699,9398130243,0.67686
8743235067,0.6172,9406659267,0.67661
8746978539,0.61708,9407985414,0.67686
8747137857,0.61723,9420249393,0.67644
8751816195,0.6173,9423243870,0.67656
8753282121,0.61738,9434395629,0.67625
8753633823,0.61752,9436011855,0.6765
8761840203,0.61712,9459158556,0.67551
8762876271,0.61714,9464880477,0.67549
8768349696,0.61689,9475545765,0.67517
8773107192,0.61682,9477004677,0.67544
8780136222,0.61651,9495623340,0.67452
8786111649,0.61622,9500333241,0.67478
8797533948,0.61558,9500949972,0.67502
8800543455,0.61556,9505168893,0.67499
8803047954,0.61555,9510856245,0.67508
8810467764,0.61515,9512083194,0.67597
8819536866,0.61466,9514337193,0.67612
8824551876,0.61454,9518459922,0.67626
8829895542,0.61429,9521339670,0.67659
8829993738,0.61445,9524237955,0.67708
8832430101,0.61458,9525524523,0.67741
8834391516,0.61457,9535101138,0.67714
8838926568,0.61454,9542382171,0.6772
8842548297,0.61443,9557617581,0.67642
8844281757,0.61448,9570712218,0.67581
8852196555,0.61418,9573198180,0.67623
8852577816,0.61439,9574674627,0.67647
8853076311,0.61456,9579508776,0.67636
8856864372,0.61453,9579560880,0.67662
8859054243,0.61454,9580296348,0.67692
8863693002,0.6144,9580567890,0.67726
8869910412,0.61414,9587392512,0.67699
8872489560,0.61424,9589409538,0.67725
8873040159,0.61444,9589564848,0.67787
8879618289,0.61431,9594961119,0.67784
8880776601,0.61444,9595814322,0.67809
8882287116,0.61451,9595948590,0.67841
8886118764,0.61447,9597305298,0.67866
8886122772,0.61457,9603792246,0.67858
8888381781,0.61466,9607809264,0.67866
8889063642,0.61477,9608565774,0.67895
8890293096,0.61485,9623734551,0.67827
8891255016,0.61498,9630171900,0.6783
8892682866,0.61519,9631557666,0.67849
8898194868,0.61489,9633791625,0.67889
8898344166,0.6151,9643587177,0.67861
8902257477,0.61506,9653572608,0.67827
8909004945,0.61493,9658096638,0.67835
8916142191,0.6146,9658515975,0.67869
8919468831,0.61459,9659670279,0.67901
8924584542,0.61445,9666790491,0.67911
8928834024,0.6143,9667023957,0.67958
8930788926,0.61436,9677710788,0.67924
8931875595,0.6144,9681075003,0.67945
8935505340,0.61428,9681962274,0.68006
8935733796,0.61452,9685030398,0.68045
8938636590,0.61465,9689884086,0.68037
8944280856,0.61446,9692527362,0.68058
8949624021,0.6143,9696182658,0.68066
8957710662,0.61403,9702778323,0.68052
8958192123,0.61418,9706934118,0.68066
8960335902,0.61426,9712306341,0.68059
8965703616,0.61411,9716810331,0.6806
8967498198,0.6143,9717065340,0.68081
8969077851,0.61446,9722193576,0.68086
8974359894,0.6143,9729830319,0.68075
8981716578,0.61401,9734968074,0.68069
8982513669,0.61416,9738153432,0.68085
8989013643,0.61385,9738829782,0.68137
8989343301,0.61399,9739876872,0.68155
8992793688,0.61405,9747922932,0.68146
8996801688,0.61422,9748840263,0.68186
8998113807,0.61426,9754972002,0.68186
9003480519,0.61413,9773274534,0.68073
9005971491,0.61414,9782198847,0.68065
9007033611,0.61422,9783820584,0.68078
9007886313,0.61438,9792049509,0.68058
9010244520,0.61439,9792578565,0.68101
9011679384,0.6145,9821572938,0.67949
9015976461,0.61439,9824292366,0.67955
9023091162,0.61407,9834987714,0.67977
9023587152,0.61425,9835104447,0.68003
9025043058,0.61441,9840563844,0.67996
9026294556,0.61454,9851171016,0.67949
9027567597,0.61479,9853817298,0.67943
9028996449,0.61489,9858044235,0.67967
9029101158,0.61511,9861915963,0.68011
9029216889,0.61528,9867168447,0.68003
9030050052,0.61546,9884097738,0.6791
9031972389,0.61551,9884137818,0.67942
9036214356,0.61555,9884773587,0.6798
9039471357,0.61547,9891978468,0.67954
9046406199,0.61517,9895287072,0.67966
9050092557,0.61508,9900680337,0.67963
9052166196,0.61522,9911323581,0.67924
9054366588,0.6153,9925119618,0.67864
9061966257,0.61499,9931397649,0.67858
9063358035,0.61511,9931812978,0.67896
9063633084,0.61526,9932710269,0.67925
9072063411,0.61505,9933616578,0.67966
9076970205,0.61489,9935007354,0.67975
9079605465,0.61501,9941052420,0.6797
9079703160,0.61527,9947246784,0.67965
9082749240,0.61522,9958945134,0.67902
9091839384,0.6148,9965428575,0.67885
9092106417,0.61493,9969660522,0.67907
9092710623,0.61512,9971612418,0.67929
9094587870,0.61536,9974044272,0.67942
9098661000,0.61521,9974708598,0.67957
9108527694,0.61485,9975453585,0.67982
9116446500,0.61441,9975696570,0.68019
9124620315,0.61417,9981327810,0.68039
9126047163,0.61417,9982008669,0.68073
9132408861,0.61397,9986886405,0.68081
9134627289,0.614,9989130384,0.68089
9134945925,0.61417,9991627869,0.68097
9136581690,0.61429,10009107258,0.68017
9137402328,0.61451,10010067675,0.68027
9144827148,0.61419,10020288576,0.67998
9147002991,0.61424,10021513020,0.68022
9150972414,0.61421,10021600194,0.68052
9158043528,0.61403,10026755985,0.68032
9160669269,0.61425,10040606631,0.6798
9160717365,0.61449,10054534431,0.67905
9163896210,0.61453,10056374604,0.67918
9164830575,0.61468,10057816482,0.67942
9167398200,0.61483,10060257354,0.67966
9169018434,0.61509,10062572976,0.67989
9174710295,0.61487,10062683697,0.6805
9174844563,0.61505,10066863039,0.68044
9175831533,0.61525,10071255807,0.6806
9177150666,0.61545,10073268324,0.68072
9177810984,0.61567,10073476740,0.68115
9179909172,0.61595,10073582451,0.6814
9182193231,0.61602,10074891564,0.68151
9183556953,0.61607,10079597958,0.68149
9195532356,0.61557,10082399049,0.6818
9196466721,0.61586,10088431590,0.68175
9199208193,0.61584,10090792803,0.68193
9201430128,0.61593,10098639966,0.68189
9203395050,0.61596,10109707056,0.68139
9209992719,0.61581,10119824250,0.68117
9219921537,0.61536,10121434464,0.6815
9222765213,0.61542,10125146874,0.68155
9224218614,0.61544,10127099271,0.68175
9226133436,0.61564,10136682399,0.68132
9227337339,0.616,10142703417,0.68122
9228414489,0.6161,10146265026,0.68123
9231488124,0.6161,10146608712,0.68148
9232463070,0.61618,10148412312,0.68151
9234732099,0.61626,10150537053,0.68171
9236501130,0.61626,10157497947,0.68158
9238143909,0.61634,10160247936,0.68169
9241066743,0.61637,10160694828,0.68217
9243556713,0.61637,10160850639,0.68249
9244644384,0.61641,10161642219,0.68281
9247542168,0.61638,10176579033,0.68214
9248835249,0.61658,10178526420,0.68234
9249471519,0.61683,10181170197,0.68273
9250111296,0.61698,10181755365,0.68295
9250274121,0.6172,10183167183,0.68317
9259474485,0.6168,10184211267,0.68355
9269015028,0.61638,10186400136,0.68371
9272342169,0.61633,10189748820,0.68394
9273543567,0.61652,10202558889,0.6834
9274819614,0.61658,10206924603,0.68351
9275692857,0.61679,10208733213,0.68363
9281813574,0.61668,10210389018,0.68392
9282012471,0.61686,10211062362,0.68426
9291371652,0.61636,10227910491,0.68338
9296721330,0.61619,10228825317,0.68374
9299431239,0.61631,10229189544,0.68408
9300451275,0.61649,10232813778,0.68408
9304870596,0.6165,10233859365,0.68419
9308852544,0.61638,10237878387,0.68425
9310081497,0.61647,10238679486,0.68458
9316766340,0.61617,10238987100,0.68509
9318297396,0.61621,10239936495,0.68535
9326960688,0.61579,10254583230,0.68485
9329538333,0.61584,10258433415,0.68494
9330791835,0.61597,10261336710,0.68507
9334041822,0.6159,10262000034,0.68524
9344974143,0.61546,10269242991,0.68528
9348196575,0.61541,10275305091,0.68514
9360445023,0.6148,10277137248,0.68531
9374144868,0.61413,10282814580,0.68515
9378611784,0.61397,10283439828,0.6856
9380073702,0.6141,10285682805,0.6857
9385319172,0.61409,10289246418,0.68581
9399451881,0.61341,10294820043,0.68582
9401519007,0.61366,10295326554,0.68633
9410579091,0.61351,10305441744,0.6861
9417671247,0.61337,10315192707,0.68579
9417846597,0.61351,10316864544,0.68591
9417975354,0.61383,10318329468,0.68626
9422009406,0.61382,10328001273,0.68607
9422723331,0.61392,10336167573,0.68584
9422924733,0.61412,10337149032,0.68629
9431476302,0.61397,10338832392,0.68634
9433113069,0.61406,10344912528,0.68616
9433377597,0.61422,10359640926,0.68544
9437745816,0.61406,10363933995,0.68542
9438982284,0.61433,10368029169,0.68537
9440117049,0.61436,10377816204,0.68522
9440863539,0.61462,10385113770,0.68524
9441749307,0.61473,10387819671,0.68573
9442006320,0.61502,10388927883,0.68596
9442523352,0.61523,10391908833,0.68613
9444502803,0.61536,10397094684,0.68607
9447711207,0.61548,10399453893,0.68614
9450341457,0.6156,10412580093,0.68542
9453947154,0.61579,10413416262,0.68589
9458026797,0.61587,10414926777,0.6862
