TQSORT_ITER,PVFQSORT_ITER,TQSORT,PVFQSORT
12638627802,0.61775,14959376535,0.70916
12643228986,0.61763,14960672622,0.70934
12644507538,0.61777,14970506751,0.70909
12651898290,0.61756,14971260756,0.70935
12658972410,0.61732,14976313341,0.70928
12659435334,0.61736,14992909467,0.70867
12662248950,0.61754,14994761163,0.70879
12665590620,0.6175,14999912946,0.70882
12668743914,0.61747,15015368295,0.70825
12672457827,0.61741,15028278063,0.70796
12673893192,0.61749,15030426351,0.7081
12674117640,0.61758,15030713424,0.70826
12679181748,0.6175,15034218921,0.70837
12682896663,0.61744,15050836089,0.7078
12685591041,0.61754,15055279959,0.70789
12694273371,0.61727,15057580551,0.70791
12697316946,0.61731,15066047952,0.70773
12699064935,0.61745,15075305931,0.70759
12700516332,0.61762,15078922149,0.70766
12710740239,0.61727,15093102453,0.70711
12711861978,0.61733,15094313871,0.70739
12712235223,0.61747,15106482660,0.70704
12713396040,0.61756,15110039760,0.70701
12713451150,0.61769,15118581810,0.70695
12723361431,0.61745,15121337811,0.70706
12727755201,0.61736,15131065227,0.70676
12727800291,0.6175,15140375811,0.70655
12731825826,0.61744,15141009075,0.70675
12733919004,0.61741,15144500043,0.70687
12734982627,0.61755,15152499009,0.70667
12736140939,0.61765,15157667826,0.70658
12736385427,0.61783,15160918314,0.70671
12736936527,0.61792,15162935841,0.70681
12740243628,0.61791,15169887717,0.70676
12745581282,0.61784,15171954843,0.70705
12746128374,0.61793,15172067568,0.70726
12747507627,0.618,15174754932,0.70731
12750492585,0.61805,15177626163,0.70759
12751277151,0.61811,15184138161,0.70763
12751613322,0.61822,15187466805,0.70768
12752678448,0.61834,15189759882,0.70791
12754247079,0.61838,15189863088,0.70816
12762078210,0.6182,15193829004,0.70814
12768440409,0.61806,15195303948,0.70826
12768887301,0.61819,15196565466,0.70848
12769270566,0.61836,15198165159,0.70869
12769605234,0.6185,15199331988,0.70892
12770201424,0.61858,15203843493,0.70895
12775605711,0.61855,15207748788,0.70911
12775800600,0.61866,15210315411,0.70909
12775862223,0.61878,15214350465,0.709
12781580136,0.61862,15217677606,0.70898
12787935822,0.61856,15221069376,0.70921
12791300538,0.61854,15221514765,0.70944
12797160234,0.61835,15223000731,0.70965
12798087585,0.61851,15223473174,0.70977
12800281965,0.61852,15223972170,0.71005
12807453780,0.61833,15224578881,0.71022
12814151148,0.61808,15230804808,0.71014
12814934712,0.6182,15231781257,0.71027
12816999333,0.61824,15232326345,0.71036
12823487283,0.61811,15233337363,0.71047
12824757819,0.61824,15233794275,0.71067
12827138070,0.61826,15235762704,0.71084
12831872019,0.61821,15237121416,0.71103
12833302875,0.61828,15245929497,0.71089
12835731723,0.61825,15250962042,0.711
12839349945,0.61826,15251747109,0.71117
12842323380,0.61828,15253949004,0.71127
12847587387,0.61817,15255578256,0.71136
12847613940,0.61825,15258856299,0.71158
12851179056,0.61824,15261015108,0.71165
12854343873,0.61824,15265957473,0.71169
12860387937,0.61811,15278529567,0.71138
12861119898,0.61825,15280240983,0.71171
12866526690,0.61812,15282216927,0.71202
12870174972,0.61808,15289165797,0.71196
12870688998,0.61818,15293894235,0.71205
12870892404,0.61837,15296576589,0.71206
12875115834,0.61833,15307624140,0.71186
12875833767,0.61843,15308594577,0.71213
12876913422,0.61851,15309362610,0.71225
12879703992,0.61849,15318480810,0.71203
12886503063,0.61838,15324357540,0.71196
12889625796,0.61838,15324818460,0.71216
12890796633,0.61848,15325251324,0.71252
12892664862,0.61846,15332615022,0.71233
12892719972,0.61851,15334373031,0.71246
12892782597,0.61868,15336274326,0.71262
12892903338,0.61881,15347534301,0.71234
12902660313,0.61849,15349290306,0.71244
12903890268,0.6186,15357851895,0.71237
12904633752,0.61868,15364563792,0.71234
12905872725,0.61876,15369374895,0.71232
12908031033,0.61878,15373135902,0.71239
12908590650,0.61897,15381470037,0.71223
12913884717,0.61882,15384133854,0.71241
12915309561,0.61894,15387470013,0.71247
12917542518,0.61896,15389624814,0.71268
12918130692,0.61909,15391266090,0.71293
12922033482,0.61905,15393104760,0.71298
12923748906,0.61908,15404414835,0.7128
12932071518,0.61879,15408176343,0.71287
12940779399,0.61851,15412639251,0.71284
12943166664,0.61849,15422473881,0.71275
12946607031,0.61846,15426376671,0.71286
12948836982,0.61845,15426422262,0.71325
12958427124,0.61815,15429753411,0.7135
12965354451,0.61797,15433589568,0.71349
12965974689,0.61806,15439176720,0.71346
12965975691,0.61828,15440929218,0.71363
12966863463,0.61832,15441707772,0.71383
12969539304,0.61836,15442300956,0.71405
12970548318,0.61862,15444320487,0.71432
12971097915,0.61878,15450442707,0.71428
12972648009,0.61881,15456145590,0.71425
12978433056,0.61863,15456145590,0.71449
12980238159,0.61872,15460758798,0.71455
12986947050,0.6187,15460822926,0.7147
12987081819,0.61888,15462756285,0.71482
12987717087,0.61902,15474962148,0.71449
12989534214,0.61903,15475472667,0.71478
12991010661,0.61911,15482121438,0.71474
12993839307,0.6192,15491011182,0.71455
12997976064,0.61914,15491541240,0.7148
13000571244,0.61914,15510072228,0.71423
13015369782,0.61855,15516201963,0.71421
13016839215,0.61864,15518924898,0.7144
13017599733,0.6188,15520018581,0.71456
13018502535,0.61897,15526529577,0.71439
13022838690,0.61891,15527928870,0.71453
13028809107,0.61873,15531130260,0.71509
13029969924,0.61883,15537985944,0.715
13030016517,0.61897,15540151266,0.71511
13034641749,0.61892,15541184328,0.71525
13037958369,0.61889,15544090629,0.71547
13038407265,0.61897,15560949780,0.71511
13041421281,0.61898,15566517393,0.71504
13044400728,0.61894,15573196224,0.71493
13046884185,0.61897,15574408644,0.7151
13047340095,0.61912,15575946213,0.71519
13049896197,0.6191,15576115050,0.71545
13051754907,0.61912,15594819885,0.71491
13055506395,0.61905,15605873949,0.71459
13056554988,0.61909,15607763220,0.7148
13065838017,0.61877,15624965556,0.71418
13071300921,0.61871,15629088786,0.71429
13076287374,0.61862,15629588784,0.71441
13084941648,0.61832,15634333254,0.71444
13094162052,0.618,15638498067,0.71442
13094539305,0.61808,15640298661,0.71462
13096060842,0.61817,15643623798,0.71467
13100336877,0.61805,15644770587,0.71485
13104367923,0.61796,15653497005,0.71469
13108412997,0.61787,15659573133,0.7146
13109292252,0.61797,15666845148,0.71452
13114441530,0.6179,15667791036,0.71467
13118072778,0.61789,15671066574,0.71467
13119600828,0.61799,15673886202,0.71474
13120011648,0.61817,15686006394,0.71435
13123893396,0.61822,15688728828,0.7145
13129173936,0.61813,15692723802,0.71454
13133262597,0.61807,15694529406,0.71466
13134149367,0.61816,15698730792,0.71475
13135883829,0.61825,15703697706,0.71478
13136855769,0.6183,15712471719,0.71462
13139487522,0.61833,15715713189,0.71459
13145216457,0.6182,15719364477,0.71457
13146710940,0.61828,15720839421,0.71467
13154780547,0.61803,15722600937,0.71477
13155371226,0.61815,15727725666,0.7148
13156299078,0.61829,15729032775,0.71491
13160382729,0.61826,15734842371,0.71485
13161062085,0.61836,15736384449,0.71498
13162151760,0.61844,15739712592,0.71506
13165983909,0.61839,15747706548,0.71493
13168252437,0.6184,15756874848,0.71468
13168424280,0.61855,15765052671,0.71448
13170959340,0.61861,15770652849,0.71446
13172170758,0.61873,15771624288,0.71456
13178858607,0.61858,15771859257,0.71475
13184582031,0.61844,15775021068,0.7149
13189783914,0.61829,15782786067,0.7148
13190103051,0.61843,15787194366,0.71491
13193709750,0.61841,15787758492,0.71515
13198870050,0.61831,15792939333,0.71516
13199714235,0.6184,15793520493,0.71543
13200654612,0.61847,15794092635,0.71563
13201033869,0.61858,15794559066,0.71587
13204019829,0.61864,15799134699,0.7158
13207215207,0.61857,15812254386,0.7154
13207717209,0.61884,15819335520,0.71523
13211852463,0.61894,15820362069,0.71541
13216247736,0.6189,15824049930,0.71545
13221007236,0.61882,15827037894,0.71548
13221351924,0.61893,15834362013,0.71535
13221588897,0.61903,15838191657,0.71537
13225235676,0.61911,15848127489,0.7152
13225698099,0.61929,15853425564,0.7153
13231111404,0.61924,15853802817,0.71559
13231193067,0.61937,15860042772,0.71559
13233384441,0.61954,15870956556,0.71537
13238713077,0.61946,15876815751,0.71581
13242247632,0.61958,15879407424,0.71598
13242711558,0.61979,15884132355,0.71612
13243747626,0.61998,15889152876,0.71602
13248839790,0.62003,15890573211,0.71613
13253773137,0.62006,15893866284,0.71615
13254349287,0.6202,15896884308,0.7162
13254725538,0.62044,15903927366,0.71607
13256254089,0.62056,15918189333,0.71563
13260260586,0.62072,15928331577,0.71544
13270412850,0.6205,15929283978,0.71554
13273682877,0.62063,15929691291,0.71575
13288092138,0.62037,15935526939,0.71563
13289994936,0.62055,15942996348,0.71553
13299386682,0.62046,15944132115,0.71561
13303694781,0.62057,15946934208,0.71564
13303917726,0.621,15956796894,0.71546
13312980315,0.62082,15964194660,0.71542
13320804432,0.62074,15967956669,0.7155
13321701723,0.62089,15974498727,0.71552
13323059934,0.62133,15976489200,0.71564
13326882564,0.62155,15983686065,0.71559
13332288855,0.62158,15986598879,0.71572
13335852969,0.6217,15988044264,0.71581
13343066367,0.62163,15988044765,0.71598
13347115950,0.62174,15993827307,0.71593
13357530738,0.62164,16007565228,0.71558
13363090836,0.6216,16021502547,0.71518
13369913454,0.62155,16049610651,0.71405
13370413953,0.6218,16065597060,0.71356
13373248110,0.62187,16069890129,0.71356
13380454494,0.62171,16070852049,0.71393
13382732541,0.62177,16071367077,0.71409
13385330226,0.62186,16080071451,0.71396
13386588738,0.62199,16089369510,0.71376
13394974977,0.62184,16099130994,0.71351
13397572662,0.62198,16101161547,0.71369
13415377701,0.62128,16101207138,0.71408
13424546502,0.62098,16101282789,0.71432
13429929246,0.62086,16102761741,0.71446
13430378142,0.62094,16105745697,0.71459
13434237345,0.62091,16105771248,0.71496
13441965771,0.62075,16107675549,0.7151
13442976789,0.62094,16112671020,0.71503
13447599516,0.62093,16114563798,0.71523
13450430166,0.62096,16117963584,0.71527
13454949186,0.62088,16122701541,0.71531
13454989266,0.62111,16126097820,0.71531
13455266319,0.62122,16127030181,0.71544
13459695660,0.62122,16128897909,0.71553
13460300367,0.6213,16131041187,0.71571
13480291770,0.62054,16138533141,0.71559
13485689544,0.62044,16145066682,0.71554
13486612386,0.62056,16146863268,0.71564
13494170973,0.62034,16158256509,0.71536
13495056240,0.62045,16158304605,0.7157
13501967034,0.62025,16163077632,0.71573
13506994569,0.62027,16163551077,0.71591
13509028629,0.62033,16175509446,0.71552
13513487028,0.62025,16177620660,0.71558
13516544130,0.62025,16183605606,0.7155
13521862245,0.62013,16186004895,0.71559
13523579172,0.62019,16192714287,0.71547
13526899299,0.62018,16194099051,0.71558
13536567597,0.61987,16194621594,0.71583
13538862678,0.61988,16198645626,0.71581
13551431265,0.61953,16201822467,0.71576
13559383137,0.61935,16207327956,0.7158
13565858061,0.61926,16211485254,0.71582
13567189218,0.61937,16213129536,0.71597
13572825969,0.61924,16214051877,0.71625
13574892093,0.6194,16215016803,0.71638
13576977255,0.61954,16218882519,0.71644
13578024846,0.61974,16220141031,0.71655
13578811416,0.61997,16220373495,0.71689
13580237262,0.62019,16227915048,0.71681
13585790847,0.62016,16229340393,0.7169
13587780318,0.62022,16233038274,0.71692
13592566371,0.62017,16236303792,0.71699
13596230184,0.62022,16247180001,0.71676
13606587357,0.62002,16251662448,0.71682
13606928538,0.62024,16252370862,0.71704
13606936053,0.62042,16258608813,0.71689
13610575818,0.62037,16261362309,0.71693
13612058277,0.62044,16268203965,0.7168
13614775701,0.6205,16289383740,0.71607
13615373394,0.62062,16290229428,0.71628
13617916971,0.62072,16292521002,0.71638
13620926979,0.6207,16297517976,0.71636
13632072225,0.62041,16310008407,0.71594
13632237054,0.62055,16311366117,0.71624
13633932939,0.62058,16312006395,0.71662
13634209491,0.62072,16313260899,0.71672
13637802663,0.62064,16315276422,0.71683
13637929917,0.62075,16321740825,0.7168
13642692423,0.6207,16331236278,0.71665
13647385290,0.62064,16336778841,0.71666
13647561141,0.62076,16341904572,0.71662
13647888795,0.62085,16343383023,0.71679
13652702403,0.62082,16346564874,0.71694
13654366725,0.62097,16348626489,0.7171
13655230950,0.62113,16349352939,0.71722
13657487454,0.62114,16364549271,0.71679
13661261487,0.62111,16373832300,0.71657
13662965889,0.62124,16376701527,0.71665
13665908763,0.62129,16377607335,0.71682
13666394733,0.6215,16379364843,0.71699
13667680299,0.62164,16387998576,0.71684
13670503935,0.6217,16393279617,0.71674
13679636163,0.62147,16393842741,0.71694
13688843040,0.62121,16399836705,0.71676
13691074494,0.6214,16403023065,0.71689
13692064470,0.62149,16405402314,0.71707
13694986302,0.62156,16406407320,0.71724
13706472729,0.62119,16423053546,0.71677
13706939661,0.62137,16423497432,0.71705
13714822395,0.62119,16427546514,0.71705
13716611967,0.62127,16435639668,0.71703
13722816852,0.62115,16441126620,0.71702
13732954587,0.6209,16445912673,0.71703
13734431535,0.621,16447701744,0.71732
13737791742,0.62102,16451082993,0.71739
13738297752,0.62119,16463363505,0.71717
13742975088,0.62114,16464957687,0.71737
13743999633,0.62122,16472185614,0.71728
13744591815,0.62133,16477350924,0.71728
13747380882,0.62136,16485012216,0.7172
13748347812,0.62145,16489193562,0.71735
13756359804,0.62133,16495211073,0.71745
13756852788,0.62145,16495765179,0.71771
13758649374,0.62152,16496490627,0.71783
13776704913,0.62087,16500606342,0.71779
13786027020,0.62056,16506514635,0.71781
13788387231,0.62065,16518893844,0.71762
13790208366,0.62076,16523606250,0.71758
13792827093,0.62077,16533632763,0.71735
13803832560,0.6204,16537017519,0.71734
13805928243,0.62055,16545365682,0.7179
13809903177,0.62052,16546903752,0.71802
13809983337,0.62079,16556991888,0.71777
13818168675,0.62062,16562095575,0.7177
13822650621,0.62061,16574729292,0.71739
13825585980,0.62063,16577977275,0.71739
13833832440,0.62035,16588026834,0.71712
13835179128,0.62052,16589912598,0.71725
13840393035,0.6205,16593568395,0.71748
13840467183,0.62066,16595340432,0.7176
13850466642,0.62043,16596151050,0.71786
13864357869,0.61999,16597597437,0.71798
13865784216,0.62011,16598939616,0.71811
13866918480,0.62024,16601242212,0.71825
13867458057,0.62049,16602303831,0.7184
13868160459,0.62056,16613946570,0.71814
13868938512,0.62071,16614879432,0.7183
13870767663,0.6208,16616054277,0.71846
13871150427,0.62093,16619856366,0.71845
13882601283,0.6206,16631955516,0.7181
13883495067,0.62068,16632889380,0.71834
13889616786,0.62067,16644112782,0.71817
13891731006,0.62074,16651186401,0.718
13892832204,0.62092,16657894290,0.71808
13897616253,0.62087,16664782038,0.71801
13898451921,0.62099,16667933829,0.71805
13909478931,0.62057,16672799040,0.71809
13914268992,0.62056,16677353631,0.71834
13916792028,0.62064,16682896695,0.71826
13921789503,0.62051,16690186245,0.71817
13928917731,0.62028,16694428212,0.71815
13934636145,0.62019,16697060967,0.71837
13936121109,0.62029,16705876563,0.71815
13936678221,0.62044,16707184173,0.71828
13937090043,0.62058,16711973733,0.71825
13947238299,0.62036,16715672115,0.7183
13952287377,0.62034,16720638027,0.71832
13954039374,0.62047,16724737710,0.71841
13954563921,0.62058,16728861942,0.7185
13962784329,0.62034,16730474160,0.71855
13979822838,0.61985,16737508701,0.71853
13985795259,0.61974,16751300229,0.71815
13995629889,0.61956,16754664444,0.71814
13998918453,0.61968,16766982030,0.71799
14000916441,0.61993,16768924407,0.71815
14003963523,0.62004,16771806159,0.7183
14009991054,0.61994,16774610757,0.71828
14020685901,0.6197,16780125765,0.71826
14025803115,0.6196,16781101212,0.71845
14030955900,0.61954,16781608224,0.71861
14032757496,0.61968,16789383744,0.71857
14046806037,0.61924,16795408770,0.71854
14055246384,0.6191,16797068583,0.71876
14060468808,0.61913,16802457840,0.71871
14068359057,0.61896,16819991838,0.71828
14069574483,0.61911,16822762869,0.71839
14069958249,0.61933,16830020856,0.71825
14071752831,0.61957,16830363540,0.71843
14076365037,0.61953,16842276819,0.71812
14082764310,0.61945,16852536297,0.71793
14086390047,0.61967,16853898015,0.71827
14092265274,0.61969,16857563331,0.71831
14105675040,0.61937,16859690076,0.71843
14109401979,0.61937,16860237669,0.71864
14112676014,0.61945,16862802789,0.7187
14112700563,0.61961,16865625924,0.7189
14117315274,0.6196,16871080311,0.71891
14118507654,0.61977,16875197529,0.71894
14120708547,0.61981,16876331793,0.71918
14123143407,0.61984,16883116335,0.7191
14123698515,0.61995,16884117834,0.71923
14125251615,0.62002,16885128351,0.71938
14127673449,0.61998,16890258090,0.71946
14129462520,0.62004,16902314655,0.7192
14135784138,0.61992,16905687387,0.71922
14138757573,0.61992,16911916821,0.71914
14139133824,0.62007,16914332643,0.71926
14142355254,0.62007,16918015494,0.71938
14150681874,0.61984,16918992945,0.71947
14164060077,0.61945,16919997450,0.71976
14165120694,0.61954,16920752958,0.71987
14166683814,0.61965,16925781495,0.71995
14169736407,0.61976,16928030484,0.72012
14170038510,0.61992,16932924252,0.72008
14171730888,0.62006,16950756846,0.71959
14172154233,0.6202,16971606963,0.71891
14172495915,0.62036,16975385505,0.71896
14172547017,0.62052,16977074376,0.71903
14178820539,0.6204,16977195117,0.71931
14189416689,0.62024,17002373874,0.71848
14190288930,0.62035,17005965042,0.71859
14197410144,0.62029,17009488074,0.7187
14204416629,0.62009,17013991062,0.71867
14205084963,0.62026,17021212977,0.71865
14205704700,0.62041,17025168873,0.71872
14205937665,0.6205,17026852233,0.71879
14208122025,0.62058,17030489994,0.71879
14208235752,0.62076,17035917828,0.71875
14209912599,0.62081,17049820077,0.71834
14211196161,0.62089,17052355638,0.71842
14211243756,0.62101,17054890698,0.7186
14227223652,0.62048,17061249390,0.71854
14238993144,0.62008,17063775933,0.71857
14241465078,0.62013,17066423718,0.71859
14244365367,0.62021,17075698230,0.71848
14244800736,0.62037,17078527878,0.71855
14246667462,0.62046,17086331454,0.71838
14254113324,0.62032,17092744755,0.71822
14254618833,0.62044,17096433618,0.7183
14259889353,0.62048,17101114461,0.71827
14264152863,0.62046,17107641489,0.71818
14264195448,0.62068,17118078321,0.71804
14265544641,0.62076,17130468552,0.71772
14272598721,0.62063,17137597782,0.71762
14274764544,0.62064,17138756595,0.71788
14281539066,0.62043,17140216008,0.71797
14282249985,0.62053,17153115756,0.71771
14283617715,0.62061,17155711437,0.71779
14293313067,0.62035,17160045087,0.71779
14293753947,0.62045,17168846154,0.71761
14297148723,0.62045,17169900258,0.7178
14298747414,0.62051,17174038518,0.71777
14300959329,0.62062,17179444308,0.71774
14305402698,0.62059,17186896683,0.71761
14306156202,0.62077,17194377615,0.71751
14306420730,0.62097,17194624608,0.71779
14308019421,0.62109,17205693702,0.71748
14311246863,0.62115,17208428160,0.71757
14312853069,0.62136,17211117027,0.7176
14314228815,0.6215,17212894074,0.71782
14322078984,0.62153,17213647077,0.71806
14324562942,0.62181,17217061392,0.71814
14325645102,0.62201,17218708179,0.71824
14339088435,0.62168,17220451158,0.7184
14362669002,0.62089,17222398044,0.71852
14366611872,0.62095,17224989717,0.71855
14367865374,0.62113,17230280277,0.7188
14367899442,0.62142,17231020254,0.71901
14368055754,0.62157,17232519246,0.71933
14368493127,0.62173,17233823850,0.71949
14371646922,0.62187,17238363912,0.71952
14372071770,0.62219,17242718103,0.71946
14372263653,0.62239,17264786652,0.71867
14376968544,0.62241,17267875818,0.71878
14377816737,0.62263,17278327179,0.7185
14383423428,0.62261,17281409331,0.71854
14383450482,0.62283,17284301103,0.71856
14383852785,0.62301,17287142274,0.71877
14387361789,0.623,17290704885,0.71887
14387909382,0.62318,17290728432,0.71919
14394357252,0.62307,17291405283,0.7194
14396168367,0.62317,17294924808,0.71945
14397281589,0.62332,17301781995,0.71944
14398321665,0.62356,17305879173,0.71968
14399723463,0.62377,17306461836,0.71987
14422712850,0.62299,17313902187,0.71971
14429253906,0.62291,17318215296,0.71983
14431215822,0.62302,17318916195,0.72016
14432917719,0.62312,17321355564,0.72035
14435060997,0.62316,17322355059,0.72049
14444607051,0.62302,17322847542,0.72079
14448705231,0.62302,17322966279,0.72103
14454607512,0.62294,17327862051,0.72107
14472272271,0.62264,17335119537,0.72101
14476542795,0.62272,17337070932,0.72112
14477967138,0.62285,17356447608,0.72042
14481211614,0.62291,17356813338,0.72063
14486092857,0.62285,17361314823,0.72062
14487128424,0.62305,17371674000,0.72041
14489260179,0.6231,17373390927,0.72059
14495914461,0.62301,17373452550,0.72081
14500952517,0.62306,17386732056,0.72043
14503587276,0.62318,17391767106,0.7205
14504248095,0.62335,17393430927,0.72079
14512710486,0.62316,17394849759,0.72113
14516894337,0.62311,17407025061,0.72078
14517501549,0.62327,17411059113,0.7208
14523986493,0.62321,17413584153,0.72085
14527339185,0.62323,17415092664,0.72102
14537100168,0.62292,17418460386,0.7211
14544334107,0.62277,17419606674,0.72125
14545814562,0.62287,17423577099,0.72158
14550574563,0.62279,17426573079,0.72175
14554165731,0.62274,17459660622,0.72062
14555432760,0.62286,17462781351,0.72074
14556004401,0.623,17469276816,0.7206
14560001379,0.62303,17487068829,0.72015
14563122609,0.62307,17498270688,0.71985
14567604555,0.62303,17513033655,0.71941
14569378095,0.62317,17521529112,0.71922
14571485301,0.62316,17523313173,0.71941
14579285370,0.62295,17525802642,0.71943
14586177126,0.62283,17537219931,0.71915
14589040341,0.62285,17543910786,0.71905
14590802859,0.62301,17552881191,0.71888
14595358452,0.62296,17558686278,0.71884
14597190609,0.62302,17560565529,0.71896
14608743669,0.62274,17566538952,0.71883
14609033748,0.62291,17567975820,0.7189
14611339851,0.62295,17568105579,0.71911
14611760190,0.62311,17573552952,0.71914
14613917997,0.62312,17576191719,0.71925
14614453566,0.62328,17592426624,0.71877
14620064265,0.62331,17594696154,0.71891
14630086770,0.62302,17598804855,0.71894
14630111319,0.6232,17601966666,0.71903
14642275098,0.62287,17602557345,0.71917
14648014053,0.6228,17603824875,0.71946
14649985488,0.6229,17608071351,0.71945
14655662820,0.62275,17609443590,0.71964
14659051584,0.62267,17615521221,0.71955
14664406272,0.6226,17617007187,0.71968
14666734920,0.62266,17625466572,0.71956
14685908190,0.62201,17632514640,0.71944
14689801962,0.622,17633409927,0.7198
14692278906,0.62206,17636431458,0.72003
14697561951,0.62199,17636622840,0.72012
14700486288,0.62202,17637193479,0.72027
14700800916,0.62219,17648845737,0.72007
14709500280,0.62194,17657201916,0.71994
14714142546,0.62185,17675637213,0.7194
14714999256,0.62192,17683101111,0.71934
14724188598,0.62166,17685575550,0.71945
14728195095,0.62166,17685621141,0.71972
14734672524,0.62154,17696899653,0.71942
14735757189,0.62165,17698357062,0.71953
14736367908,0.62175,17704272369,0.71946
14739859878,0.62175,17706546408,0.71967
14744071284,0.62175,17706797910,0.72
14745083304,0.62189,17710672143,0.72004
14754948495,0.62159,17713391571,0.72015
14760994062,0.62155,17716363503,0.72018
14763404373,0.62166,17721030819,0.72018
14764122807,0.62177,17726870475,0.7202
14767666881,0.62178,17727892014,0.72025
14774441403,0.62171,17730076875,0.72046
14776945902,0.62172,17733795798,0.72053
14777435379,0.62186,17742550773,0.72051
14777583675,0.62199,17744849361,0.72051
14777930367,0.6221,17747315784,0.72058
14779246995,0.62213,17753470569,0.72069
14788588641,0.62183,17779705434,0.71984
14789034030,0.62192,17787428349,0.71965
14794778997,0.62183,17790018018,0.71973
14797825578,0.62186,17790446373,0.71993
14807465319,0.62165,17790653787,0.72015
14807991870,0.62171,17794349163,0.72016
14809276935,0.62177,17796057573,0.72019
14810582541,0.62184,17802022479,0.7202
14815985325,0.62176,17803918263,0.72037
14822895117,0.6216,17806177272,0.72042
14824748316,0.6217,17806322562,0.7206
14824802424,0.62185,17809152210,0.72074
14830948692,0.62172,17817333540,0.72063
14831049894,0.62188,17817342057,0.72082
14838616497,0.62171,17820889638,0.72089
14842341432,0.62171,17823194238,0.72106
14849417055,0.6215,17827717266,0.72119
14851089393,0.62158,17835854508,0.72101
14867981109,0.6211,17837365524,0.72121
14868977097,0.6212,17838303396,0.72136
14870171481,0.62126,17842817406,0.72133
14872489608,0.62134,17849586417,0.72128
14884367316,0.62103,17849865474,0.72151
14888072712,0.62103,17854015257,0.72161
14889974007,0.62109,17865524229,0.72136
14892168888,0.62114,17867214102,0.72163
14892670890,0.62123,17874401448,0.72156
14893243032,0.62129,17874502149,0.72173
14893243533,0.62146,17874508662,0.72185
14899351725,0.62139,17888039169,0.72149
14907210912,0.62122,17889648381,0.72162
14908091169,0.62135,17891577231,0.72176
14910079137,0.62142,17899288122,0.72176
14910859194,0.62154,17905293609,0.72175
14918375697,0.62132,17905841202,0.72189
14918557059,0.62145,17910968937,0.72186
14920841619,0.62154,17911146291,0.72207
14928674253,0.62138,17912302098,0.72221
14931256908,0.62136,17913265020,0.72239
14931939771,0.62148,17916560097,0.72244
14944803948,0.62103,17921312082,0.72244
14959286856,0.6206,17921700858,0.72267
14959938156,0.62076,17930752425,0.72261
14965152564,0.62071,17939043474,0.72248
14966849952,0.6208,17942600073,0.72254
14978159025,0.62054,17943879627,0.72268
14987012196,0.62032,17945603067,0.72279
14991266688,0.62035,17945907174,0.7229
15000509637,0.62011,17948750349,0.723
15016536627,0.61966,17951434707,0.72303
15016870794,0.61977,17955946212,0.72326
15016911876,0.62001,17956364547,0.72342
15017468988,0.62018,17957750814,0.72352
15018442932,0.62029,17960335473,0.72357
15019820682,0.62047,17960677656,0.72376
15020909856,0.6206,17975384010,0.72334
15021304644,0.62084,17982037290,0.72333
15023152332,0.62102,17984394996,0.72346
15024621765,0.62115,17988199590,0.72356
15029175855,0.62119,17994072813,0.72362
15038280528,0.62091,17996881920,0.72371
15041095647,0.62094,17998889427,0.72394
15042277506,0.62106,18009132873,0.72378
15048755937,0.62093,18014186460,0.72389
15049753428,0.62113,18015222528,0.72401
15052062537,0.62123,18017377830,0.7241
15057792975,0.62113,18026274087,0.72393
15059856093,0.62121,18027120276,0.72407
15060378636,0.62133,18029669364,0.72421
15060450780,0.62144,18030682386,0.72434
15067114080,0.62138,18033519549,0.72441
15069101547,0.62137,18035828658,0.72444
15071360055,0.62139,18044218404,0.72424
15071952237,0.62144,18056498916,0.72398
15073380588,0.62155,18064974333,0.72381
15087369510,0.62104,18068892654,0.72376
15092791833,0.62096,18073482315,0.72382
15093168585,0.62105,18086021343,0.72346
15102669048,0.62079,18090473730,0.72352
15103323855,0.62086,18090703188,0.72368
15104501205,0.62089,18090724731,0.72397
15113139447,0.62067,18090774831,0.72426
15113436039,0.62083,18090837957,0.72447
15120439017,0.62065,18091186653,0.72468
15121534704,0.62073,18094486239,0.72474
15130978053,0.62046,18098919087,0.72471
15133968021,0.62047,18100287318,0.72484
15146319174,0.62008,18106200621,0.7249
15149098221,0.62004,18116439057,0.72464
15154620744,0.61994,18133764639,0.72417
15157883256,0.62002,18143129832,0.72395
15158848182,0.62006,18145196457,0.72409
15172742916,0.61964,18149933913,0.72423
15178845096,0.61952,18151854747,0.72442
15184013412,0.61944,18161362725,0.72428
15184108602,0.61957,18161482464,0.72453
15189833028,0.6195,18169952370,0.7244
15191454765,0.61961,18173031516,0.72445
15192221295,0.61968,18178482396,0.72436
15192492837,0.61981,18185711826,0.72432
15193828503,0.61986,18190906695,0.72437
15194736816,0.61992,18197102061,0.72427
15195885609,0.62,18200589522,0.7244
15198024879,0.62004,18201780900,0.72456
15202801914,0.6199,18202933200,0.72472
15203191692,0.62009,18206527875,0.72484
15209955192,0.61991,18230681085,0.72413
15211751277,0.61993,18238083360,0.72406
15212237247,0.62007,18249228105,0.72384
15212994759,0.62012,18252145428,0.72393
15216329415,0.62006,18253991613,0.72408
15219027300,0.62007,18255968058,0.72421
15219811365,0.62015,18269752071,0.7239
15223677081,0.62015,18270993048,0.72413
15225569358,0.62019,18271905369,0.72424
15230919537,0.62012,18272251560,0.72442
15233040771,0.62016,18290503491,0.72391
15234990162,0.6203,18297749955,0.72386
