10306071.00000,   0.36364
15987912.00000,   0.50214
16843620.00000,   0.61314
31678230.00000,   0.38001
31778931.00000,   0.45202
31894161.00000,   0.49701
32052978.00000,   0.51536
37258368.00000,   0.46309
39094032.00000,   0.47420
49296897.00000,   0.42935
52771332.00000,   0.41497
58202172.00000,   0.38582
61030818.00000,   0.38421
65411562.00000,   0.37957
68973672.00000,   0.37937
69539301.00000,   0.39759
70928073.00000,   0.40535
72318348.00000,   0.41531
73025760.00000,   0.44399
74257719.00000,   0.45298
75733665.00000,   0.46408
78087363.00000,   0.46294
79025736.00000,   0.48026
82340352.00000,   0.47951
89358861.00000,   0.45876
89841324.00000,   0.46722
89874390.00000,   0.47694
93633393.00000,   0.48129
94781184.00000,   0.48537
95163447.00000,   0.49529
98419947.00000,   0.48500
101771136.00000,   0.48745
102395883.00000,   0.49272
106049676.00000,   0.49106
107344260.00000,   0.49760
108251571.00000,   0.50491
108980526.00000,   0.50737
110283627.00000,   0.51012
110596251.00000,   0.52488
111320697.00000,   0.53729
112015083.00000,   0.53899
115750539.00000,   0.53320
117159852.00000,   0.53876
117222477.00000,   0.54674
120343707.00000,   0.54772
124531065.00000,   0.54610
125594688.00000,   0.54896
127741974.00000,   0.54866
128035059.00000,   0.55439
132199371.00000,   0.55024
132461394.00000,   0.55576
132559089.00000,   0.56266
136534023.00000,   0.55172
137797545.00000,   0.56101
142844619.00000,   0.55140
143661750.00000,   0.55728
150931761.00000,   0.54269
157705281.00000,   0.52364
160825509.00000,   0.52045
165548937.00000,   0.51170
165778395.00000,   0.52317
169736295.00000,   0.51814
172333479.00000,   0.52123
175388076.00000,   0.51940
181001781.00000,   0.51490
181735746.00000,   0.52357
182798367.00000,   0.52716
186491739.00000,   0.52045
186848451.00000,   0.52401
191161059.00000,   0.51916
195332886.00000,   0.51116
203484657.00000,   0.50032
204722127.00000,   0.50027
205199079.00000,   0.50655
207786243.00000,   0.50426
208517202.00000,   0.51084
213135921.00000,   0.50239
214487619.00000,   0.50743
215738115.00000,   0.51152
220873365.00000,   0.50537
222187488.00000,   0.50772
223741590.00000,   0.51134
224650404.00000,   0.51451
226771638.00000,   0.51445
230051184.00000,   0.51565
232817706.00000,   0.51313
234189444.00000,   0.51546
236209977.00000,   0.51506
237839229.00000,   0.51550
239366778.00000,   0.51810
240078699.00000,   0.52122
240502545.00000,   0.52442
248958423.00000,   0.50787
249365235.00000,   0.51251
249718941.00000,   0.51674
251313123.00000,   0.51766
